x1,x2,label
0.83,1.16,0
2.57,0.34,1
0.34,-0.5,0
-0.11,0.07,1
-0.04,0.28,1
0.48,0.21,0
-0.16,1.11,0
-0.2,-2.14,0
1.56,2.12,1
0.46,-0.17,1
2.07,0.98,1
2.26,1.05,1
1.9,2.17,1
-0.1,1.61,0
1.71,0.03,1
2.07,1.96,1
-0.14,1.4,0
2.38,-0.58,1
-0.23,-0.64,0
-0.31,0.91,1
0.57,-2.17,0
-1.3,-0.63,1
0.04,-0.05,0
0.12,1.33,0
-0.2,0.46,0
0.07,-0.35,0
0.33,0.69,1
1.57,-1.62,0
1.4,1.1,1
0.28,2.25,1
1.14,2.38,1
0.59,1.43,0
0.39,1.82,1
2.59,2.47,1
-0.15,-0.76,0
0.27,-0.11,1
-0.11,-0.76,0
0.35,0.78,0
-0.27,1.46,0
0.9,2.1,1
0.04,0.29,1
1.81,-0.15,1
0.52,0.22,0
0.75,-0.1,0
0.98,1.2,0
-0.6,1.8,0
0.59,-0.5,1
-0.69,1.89,0
2.03,-0.5,1
0.05,2.53,1
