x1,x2,label
-1.04,-1.41,1
-0.38,-0.03,0
-0.17,0.61,1
0.97,0.12,0
0.06,1.05,0
0.23,-1.08,0
0.01,0.64,1
0.59,0.85,0
0.75,-0.94,0
1.08,-0.63,1
-0.5,0.13,0
-0.03,1.32,1
0.2,0.69,0
-0.01,0.18,1
1.44,-0.73,1
0.36,0.59,0
0.09,1.01,0
-0.46,-1.16,1
0.97,-0.64,0
-0.75,1.37,0
0.63,1.63,1
0.19,1.19,0
0.61,0.72,0
0.31,0.4,1
0.78,-1.49,0
0.31,-0.25,1
-0.41,-0.7,1
0.62,0.63,0
0.01,0.94,1
0.25,0.89,0
0.87,0.7,0
0.83,1.28,1
1.04,0.6,1
-0.42,0.33,0
0.07,1.56,0
0.16,0.32,0
0.06,-0.14,1
0.27,0.23,1
-0.17,0.05,0
0.58,1.57,1
1.61,-0.33,1
0.85,1.02,0
0.11,1.02,0
-0.38,0.52,0
0.15,0.37,1
0.74,-1.23,1
0.54,0.01,0
-0.08,0.2,1
0.5,0.66,0
1.14,-1.44,1
