x1,x2,label
0.4,1.23,0
-0.4,0.76,0
0.71,-1.03,1
-0.97,0.14,0
-0.69,0.99,0
1.11,0.27,1
0.21,0.85,0
0.05,1.19,1
0.23,0.35,1
-0.99,-0.23,0
1.35,0.36,1
-0.46,0.39,0
-0.49,0.77,0
-0.51,-0.01,0
0.0,1.14,0
-0.57,-0.13,1
-0.72,0.27,0
0.11,1.28,0
0.78,1.57,1
1.21,0.8,1
1.37,-0.41,1
0.83,1.16,0
2.57,0.34,1
0.34,-0.5,0
-0.11,1.07,1
-0.04,0.28,1
0.48,0.21,0
-0.16,1.18,0
-0.2,-2.14,0
1.56,2.12,1
0.46,-0.17,1
1.07,0.98,0
2.26,1.05,1
1.4,2.17,1
-0.1,1.61,0
1.21,0.03,1
2.07,1.46,1
-0.1,0.94,1
0.38,-0.58,0
-0.23,-0.64,0
-0.31,0.91,1
0.57,-2.17,0
-1.3,-0.63,0
0.04,-0.05,0
0.42,1.33,0
-0.9,0.46,0
0.67,-0.35,0
0.33,1.69,1
1.57,-1.62,0
1.4,1.1,1
0.28,2.25,1
