x1,x2,label
0.97,0.36,0
0.33,0.25,1
-0.2,0.01,1
0.97,0.11,0
-0.85,0.37,0
-0.77,0.18,0
1.39,0.14,0
-0.6,0.12,0
0.11,1.03,1
-0.3,-0.53,1
-1.26,-0.99,1
0.15,0.06,1
0.12,1.09,0
1.13,0.19,0
0.76,-0.29,1
1.0,-0.54,0
0.33,1.23,0
1.73,0.25,1
0.38,-0.4,1
0.92,0.44,1
0.5,-0.62,1
-0.67,0.17,0
1.11,0.42,1
0.23,0.92,1
1.87,-0.09,0
0.46,-0.7,0
0.51,0.24,0
0.93,0.72,1
0.96,-0.51,1
0.51,0.56,0
-0.78,1.09,1
0.42,0.36,1
1.08,0.29,0
0.21,0.96,1
0.95,0.17,1
0.13,-0.38,1
0.21,-0.78,1
-0.22,0.51,1
-0.69,0.09,0
0.41,-0.28,0
1.39,0.14,0
0.25,-0.43,1
-0.2,0.06,1
0.1,0.3,1
-0.71,0.02,0
0.31,0.27,1
-0.37,0.62,1
0.13,-0.19,1
0.65,1.07,1
0.57,-0.55,1
