x1,x2,label
-0.7,-0.18,1
0.37,1.23,1
1.23,0.14,1
0.04,0.56,0
1.28,0.1,1
0.45,1.06,1
0.94,0.2,0
0.15,0.63,0
1.29,0.31,0
-0.31,0.82,0
1.03,0.92,1
1.01,0.97,1
0.2,0.2,1
0.47,0.99,0
0.06,0.77,0
0.86,0.1,1
0.34,-0.15,0
0.22,-0.08,1
0.15,0.46,0
-0.17,0.33,1
0.61,0.51,0
1.06,1.5,1
-0.39,0.7,0
0.21,0.45,0
1.5,0.71,0
0.39,-0.03,1
-0.72,-0.75,0
-0.28,0.27,1
0.78,0.39,0
0.66,0.39,0
1.17,0.91,1
-0.04,0.14,1
1.61,0.38,0
0.24,0.58,1
-0.05,-0.11,0
-0.65,0.07,0
-0.67,0.09,0
1.09,0.87,0
0.1,0.77,0
0.33,-0.32,1
0.1,0.98,0
-0.7,-0.04,1
1.37,-0.08,1
0.63,-0.05,0
-0.47,1.19,0
0.9,0.56,0
-0.62,0.31,0
0.56,0.15,0
0.8,0.51,0
0.08,0.18,1
