x1,x2,label
0.45,1.06,0
0.94,0.2,0
1.63,0.92,0
1.01,0.97,0
-0.86,-0.1,0
0.34,-0.15,0
0.61,0.91,0
1.06,0.58,0
0.39,-0.93,1
-1.02,-0.75,0
1.17,0.91,0
-0.04,1.14,0
-1.65,0.07,0
-0.67,0.59,0
-0.1,0.98,0
-0.7,1.04,0
0.9,0.56,0
-0.62,0.31,0
-0.62,0.32,0
-0.77,1.11,0
1.87,0.08,0
0.87,1.01,0
0.91,-0.12,1
0.53,-0.04,1
0.48,0.87,0
0.11,-0.78,1
1.22,-0.45,1
0.07,0.67,1
0.91,0.38,0
0.55,0.9,0
-1.83,0.1,1
-0.08,0.64,1
-0.05,1.21,0
0.03,0.43,0
0.94,0.71,0
1.97,-0.97,1
-0.28,-0.2,0
-1.42,-0.3,0
0.97,0.36,0
0.33,0.25,1
-0.77,0.18,0
1.39,0.04,0
-1.76,-0.99,1
1.15,0.06,0
1.0,-0.54,0
0.33,1.03,0
0.5,-0.62,1
-0.67,0.17,0
1.46,-0.7,1
0.51,0.34,0
