x1,x2,label
0.73,1.07,0
-0.95,-0.12,0
1.04,-0.39,1
0.23,0.88,0
-0.38,0.82,0
0.07,0.77,0
1.01,0.13,0
1.54,0.27,1
0.69,0.97,0
-2.2,0.52,1
-0.7,0.18,1
0.37,0.23,1
0.45,1.06,0
0.94,0.2,0
1.63,0.02,1
1.01,0.57,0
-0.86,0.1,1
0.34,-0.15,0
0.61,0.91,0
1.06,0.5,0
0.39,-0.03,1
-1.72,-0.25,0
1.17,0.51,0
-0.04,1.14,0
-1.65,0.07,0
-0.67,0.59,0
-0.1,0.98,0
-0.7,1.04,0
0.9,0.56,0
-0.62,0.31,0
-0.62,0.32,0
-0.77,0.77,0
1.17,0.48,0
0.87,1.01,0
0.11,-0.12,1
0.53,0.94,0
0.48,0.87,0
0.11,-0.08,1
0.22,-0.25,1
0.07,0.67,0
0.91,0.38,0
0.5,0.9,0
-1.83,-0.1,1
-0.08,0.64,0
0.05,1.21,0
0.03,0.43,0
0.94,0.71,0
1.97,-0.07,1
-0.2,1.02,0
-1.42,-0.3,0
