x1,x2,label
-0.54,-0.08,1
0.46,-0.47,1
1.19,-0.45,1
-0.61,0.68,0
-0.03,0.78,0
0.61,0.12,0
-0.79,0.33,0
2.21,0.53,1
0.09,0.91,0
0.94,1.09,0
1.31,-0.28,1
1.26,-1.5,1
-0.61,0.82,0
0.29,0.61,0
1.38,0.33,1
1.69,-0.69,1
0.24,-0.65,1
1.75,-0.72,1
0.09,-0.56,1
0.49,1.18,0
1.21,-0.89,1
0.5,0.04,0
-2.01,0.61,1
-0.44,-0.61,1
1.89,-0.89,1
-0.58,-0.05,1
1.21,1.29,0
-0.9,0.61,0
0.21,0.21,1
1.42,-0.79,1
-0.89,1.18,0
0.21,0.41,1
-1.01,-0.2,1
0.4,1.23,0
-2.4,-0.19,1
-0.44,-0.61,1
1.18,0.02,0
0.21,0.85,0
0.05,1.18,0
-0.44,0.39,1
1.49,0.07,0
-1.06,0.27,0
1.11,-1.68,1
0.83,1.16,0
2.57,-0.34,1
0.43,0.21,0
-0.16,1.18,0
1.01,0.91,0
2.26,1.05,0
2.09,0.41,1
-0.1,0.94,0
