x1,x2,label
0.24,-0.65,1
1.75,-0.52,1
0.09,-0.56,1
0.49,1.18,0
1.21,-0.89,1
0.5,-0.04,1
-2.01,0.61,0
-0.44,-0.61,1
1.89,-0.56,1
-0.58,-0.05,1
1.21,0.29,0
-0.9,0.62,0
0.21,0.21,1
0.37,-0.75,1
1.42,-0.79,1
-0.89,1.18,0
0.21,0.46,1
-1.01,-0.2,0
0.4,1.23,0
-2.4,-0.19,0
-0.44,-0.6,1
0.71,-0.63,1
0.21,0.85,0
0.05,1.19,0
-0.46,0.69,0
-0.49,0.77,0
-1.02,0.27,0
0.11,1.28,0
0.83,1.16,0
2.57,-0.34,1
0.48,0.21,1
-0.16,1.18,0
0.07,0.98,0
2.26,1.05,1
2.07,0.96,1
-0.14,1.4,0
0.57,-0.17,1
-1.3,-0.63,0
0.67,-0.35,1
0.33,0.69,0
1.14,0.38,0
-0.59,1.43,0
0.27,-0.11,1
-0.11,-0.76,1
0.04,0.29,1
1.81,-0.15,1
-0.6,1.2,0
0.59,-0.9,1
-0.7,1.24,0
0.71,0.47,0
