x1,x2,label
1.61,-0.33,1
0.85,1.02,0
0.74,-0.23,1
0.54,0.01,1
0.27,0.76,0
0.12,0.44,0
0.63,0.57,0
0.27,0.68,0
-0.36,1.12,0
0.23,-0.15,1
0.8,-0.65,1
-0.36,0.51,0
0.73,-0.17,1
-0.95,-0.12,0
1.04,-0.33,1
0.23,0.88,0
-0.38,0.82,0
0.07,0.76,0
1.01,0.13,0
1.54,0.27,0
0.69,0.94,0
-2.2,0.57,0
-0.7,0.18,0
0.37,0.23,1
0.45,1.02,0
0.94,0.2,0
1.61,0.92,0
1.01,0.97,0
-0.86,-0.1,0
0.34,-0.15,0
0.61,0.91,0
1.06,0.51,0
0.31,-0.04,1
-1.02,-0.2,0
1.17,0.91,0
-0.04,0.14,1
-1.65,0.07,0
-0.67,0.51,0
-0.1,0.94,0
-0.7,1.02,0
0.9,0.54,0
-0.62,0.31,0
-0.62,0.32,0
-0.77,0.7,0
1.17,0.41,0
0.87,1.02,0
0.91,-0.12,1
0.53,-0.04,1
0.48,0.82,0
0.11,-0.08,1
