x1,x2,label
-0.03,0.28,1
0.61,0.12,0
0.79,0.33,0
2.21,0.53,0
0.09,0.91,0
0.94,1.0,0
1.31,-0.28,1
1.26,-1.5,1
-0.61,0.82,0
0.29,0.6,0
1.38,0.33,1
1.69,-0.69,1
0.24,-0.65,1
1.75,-0.72,1
0.09,-0.56,1
0.49,0.18,1
1.21,-0.89,1
0.5,0.04,1
2.01,0.61,0
-0.44,-0.61,1
1.89,-0.86,1
0.58,-0.05,1
1.21,0.29,0
-0.9,0.62,0
0.21,0.21,1
0.37,-0.75,1
1.42,-0.79,1
-0.89,1.11,0
0.21,0.46,1
-1.01,-0.1,0
0.4,0.43,1
-0.4,-0.19,1
-0.4,0.76,0
0.71,-0.63,1
0.21,0.85,0
0.05,1.19,0
-0.49,0.69,0
1.49,0.07,0
-1.02,0.27,0
1.11,0.68,0
0.83,0.16,0
2.57,-0.34,0
0.48,0.21,1
-0.16,1.11,0
1.07,0.98,0
2.26,1.05,0
2.07,0.46,0
-0.14,1.4,0
0.57,-0.17,1
-1.32,0.33,0
