x1,x2,label
0.17,-0.14,1
1.02,-0.41,1
1.02,-0.3,1
0.64,1.18,0
0.19,0.24,1
0.63,0.18,0
1.2,-0.09,0
1.09,-0.11,0
0.09,0.88,0
-0.2,0.09,1
1.35,-0.83,1
0.27,-0.31,1
0.29,1.3,0
-0.31,0.53,1
-0.68,-0.4,1
0.21,-0.01,1
-0.3,0.48,1
1.6,-0.21,1
-0.71,0.55,0
-0.54,0.49,1
1.32,-0.27,1
-0.31,0.68,1
0.22,-0.37,1
0.3,0.19,1
1.45,-0.22,1
-0.12,1.34,0
0.27,0.88,0
1.86,-0.03,1
-0.54,-0.08,1
0.46,-0.47,1
1.19,-0.45,1
-0.61,0.68,0
-0.03,0.28,1
0.61,0.12,0
-0.79,0.33,0
1.21,0.53,0
0.09,0.91,0
1.34,1.09,0
1.31,-0.28,0
1.26,-0.5,1
-0.61,0.82,0
0.29,1.6,0
1.38,0.33,1
1.69,-0.69,0
0.24,-0.65,1
1.75,-0.52,1
0.09,-0.46,1
0.49,1.18,0
1.21,-0.89,1
0.5,0.04,0
