b0,b1,sigma
0.5556077361106873,"[0.10805952548980713, -0.05934713035821915]",1.3042962551116943
0.4718821346759796,"[0.45595583319664, -0.03170854598283768]",1.1404820680618286
0.3391227424144745,"[0.5113943815231323, -0.026222027838230133]",1.2513954639434814
0.3642878234386444,"[0.4504683017730713, -0.032454099506139755]",1.3380171060562134
0.19753411412239075,"[0.09364712983369827, -0.048352502286434174]",1.4217584133148193
0.08689339458942413,"[0.24176952242851257, -0.0396936759352684]",1.416891098022461
0.7410610914230347,"[0.12100387364625931, -0.08102203160524368]",1.0975409746170044
0.19926664233207703,"[0.21029795706272125, -0.05338169261813164]",1.4885351657867432
0.17838101089000702,"[0.16803869605064392, -0.06883257627487183]",2.127153158187866
0.44989120960235596,"[0.2239454686641693, -0.049648117274045944]",1.4830957651138306
-0.8378382325172424,"[0.4093727469444275, 0.008155710063874722]",2.66900897026062
0.3311173617839813,"[0.26798301935195923, -0.05072522163391113]",1.7959980964660645
0.45922595262527466,"[0.2651391327381134, -0.048233985900878906]",2.0637147426605225
0.7463540434837341,"[0.24053160846233368, -0.061116475611925125]",1.2410653829574585
1.0716763734817505,"[0.15179722011089325, -0.07062126696109772]",1.5737762451171875
0.23445695638656616,"[0.3577648997306824, -0.02111908793449402]",1.3894431591033936
0.48847711086273193,"[0.22362123429775238, -0.05852871760725975]",1.2129236459732056
0.8985404968261719,"[0.26346296072006226, -0.059273917227983475]",1.5066277980804443
0.2681598365306854,"[0.2581756114959717, -0.0536116287112236]",1.3236976861953735
-0.013117288239300251,"[0.3665598928928375, -0.022695863619446754]",1.416892647743225
0.2681935131549835,"[0.2581775188446045, -0.0536125972867012]",1.3237556219100952
-0.09602853655815125,"[0.4347042739391327, 0.01764415018260479]",2.54073166847229
0.09373007714748383,"[0.27809619903564453, -0.016271943226456642]",2.7804670333862305
-0.01962292194366455,"[0.1750280261039734, -0.02749738097190857]",2.677748680114746
0.38881927728652954,"[0.29116010665893555, -0.012734905816614628]",1.9786866903305054
0.30983853340148926,"[0.24643491208553314, -0.01017020270228386]",1.9706876277923584
-0.3722195327281952,"[0.280616819858551, 0.007481046952307224]",1.7830660343170166
-0.7435559630393982,"[0.3518576920032501, 0.014131092466413975]",1.8074955940246582
-0.417887419462204,"[0.2723369300365448, -0.020394807681441307]",1.6261482238769531
0.2690271735191345,"[0.34801751375198364, -0.03145695477724075]",1.3591902256011963
0.18449978530406952,"[0.2437995821237564, -0.052979469299316406]",1.2654634714126587
0.1259283572435379,"[0.6350330114364624, 0.0011603948660194874]",3.4159374237060547
0.46227115392684937,"[0.30811887979507446, -0.04796794056892395]",2.6379361152648926
0.32603129744529724,"[0.20000581443309784, -0.028872955590486526]",2.1957998275756836
1.4665967226028442,"[0.3651200234889984, -0.09688366204500198]",3.2071547508239746
0.16760684549808502,"[0.29606226086616516, -0.03886893019080162]",2.243166208267212
0.4137299358844757,"[0.41996052861213684, -0.031449802219867706]",1.057033658027649
0.9448798894882202,"[0.16798290610313416, -0.07147496193647385]",4.1801228523254395
-0.08864129334688187,"[0.40178632736206055, -0.013338705524802208]",1.6411144733428955
-0.16178885102272034,"[0.4444258213043213, -0.006590020842850208]",1.473838210105896
-0.14457416534423828,"[0.29384535551071167, -0.03703082352876663]",2.0272481441497803
0.3004986345767975,"[0.26223433017730713, -0.041986141353845596]",1.2209856510162354
0.27850526571273804,"[0.10754624009132385, -0.036114420741796494]",2.208936929702759
0.017400583252310753,"[0.29037994146347046, -0.032509420067071915]",1.1932584047317505
-0.5158440470695496,"[0.3081808388233185, -0.025982186198234558]",1.4305908679962158
0.3254990875720978,"[0.3161734640598297, -0.03593924641609192]",1.3400882482528687
0.45161956548690796,"[0.16835901141166687, -0.03525528684258461]",1.3976988792419434
0.23385246098041534,"[0.25666818022727966, -0.04999532550573349]",0.8389130234718323
-0.26787257194519043,"[0.4456599950790405, -0.003845255821943283]",1.243410587310791
0.14491261541843414,"[0.3174571394920349, -0.030137645080685616]",1.471738576889038
