b0,b1,sigma
-1.05831778049469,[0.19472149014472961],1.9833606481552124
-0.23016169667243958,[0.5367103219032288],1.3404639959335327
-0.359112024307251,[0.5661150813102722],1.4131412506103516
-0.6396384835243225,[0.48396822810173035],1.6195024251937866
-0.6335957050323486,[0.28074949979782104],1.7416430711746216
-0.6142624020576477,[0.35065317153930664],1.643202781677246
-1.3715218305587769,[0.23550650477409363],2.4677467346191406
-1.2748152017593384,[0.29450175166130066],2.1273622512817383
-1.338971734046936,[0.20082181692123413],2.5822761058807373
-0.9378315210342407,[0.23600897192955017],1.9863148927688599
-0.6108496189117432,[0.41369783878326416],2.6779704093933105
-1.1539392471313477,[0.24089273810386658],2.266536235809326
-1.0252618789672852,[0.2554992139339447],2.465876817703247
-0.4462844431400299,[0.3343215882778168],1.6608309745788574
-0.1725999414920807,[0.2777119576931],2.118156909942627
-0.20089612901210785,[0.34572967886924744],1.504401683807373
-0.2654750943183899,[0.34400802850723267],1.5961291790008545
-0.26360103487968445,[0.3214472532272339],1.8645139932632446
-0.6651418209075928,[0.32513609528541565],1.638400673866272
-0.604174792766571,[0.3841179609298706],1.5473434925079346
-0.6651635766029358,[0.3251578211784363],1.6384001970291138
0.5927600860595703,[0.4307851791381836],2.6080331802368164
-0.5072980523109436,[0.2805730998516083],2.831925392150879
-0.9673323035240173,[0.1953822672367096],2.83046293258667
-0.017047321423888206,[0.3022409975528717],2.0229668617248535
-0.002682001795619726,[0.2512141764163971],1.999445915222168
-0.14592567086219788,[0.2687629759311676],1.7970616817474365
-0.3525776267051697,[0.3471100926399231],1.8462252616882324
-0.9893209934234619,[0.2752078175544739],1.6870596408843994
-0.49212580919265747,[0.33246225118637085],1.5346413850784302
-0.7937515377998352,[0.34771910309791565],1.5915526151657104
0.18897022306919098,[0.6357494592666626],3.4131882190704346
-1.0515151023864746,[0.2940059304237366],2.960012674331665
-0.6378803849220276,[0.18276365101337433],2.3442282676696777
-1.5229125022888184,[0.33680790662765503],4.16629695892334
-0.5256611704826355,[0.3103609085083008],2.345775842666626
-0.42135003209114075,[0.4343147873878479],1.342728853225708
-1.1155799627304077,[0.25141623616218567],4.5894083976745605
-0.3701217770576477,[0.4217216372489929],1.6688648462295532
-0.34702593088150024,[0.44984787702560425],1.4899389743804932
-0.9347726702690125,[0.3558688461780548],2.1803700923919678
-0.6217312216758728,[0.28509265184402466],1.4752779006958008
-0.4280468821525574,[0.1401153802871704],2.302844524383545
-0.5770180821418762,[0.3301207423210144],1.3050655126571655
-0.9536246657371521,[0.35566437244415283],1.4899520874023438
-0.3624644875526428,[0.33869653940200806],1.480449914932251
-0.1511538028717041,[0.22409126162528992],1.5108816623687744
-0.545825719833374,[0.34823474287986755],1.1560487747192383
-0.37243229150772095,[0.45563197135925293],1.256093144416809
-0.5133398771286011,[0.3161097466945648],1.624845027923584
