note,action,label,regret,trial,optimal_action,Q_value_0,Q_value_1,Q_value_2,Q_value_3,Q_value_4,U_value_0,U_value_1,U_value_2,U_value_3,U_value_4,UCB_value_0,UCB_value_1,UCB_value_2,UCB_value_3,UCB_value_4
action = 2,2,0,0.6,0,2,,,,,,,,,,,,,,,
action = 2,2,1,-0.4,1,2,,,,,,,,,,,,,,,
action = 3,3,1,-0.4,2,2,,,,,,,,,,,,,,,
action = 4,4,0,0.6,3,2,,,,,,,,,,,,,,,
action = 0,0,0,0.6,4,2,,,,,,,,,,,,,,,
action = 0,0,1,-0.4,5,2,0.37438,0.41412,0.4059,0.42092,0.38003,0.10227414140436478,0.0,0.03794733192202055,0.0,0.01870828693386971,0.8857507070218238,0.41412,0.5956366596101027,0.42092,0.47357143466934853
action = 2,2,1,-0.4,6,2,0.43323,0.46955,0.4698,0.41437,0.48766,0.0,0.024083189157584593,0.03847076812334269,0.0,0.027202941017470887,0.43323,0.5899659457879229,0.6621538406167135,0.41437,0.6236747050873545
action = 2,2,1,-0.4,7,2,0.54345,0.53731,0.54317,0.53092,0.48771,0.04919349550499537,0.05039841267341661,0.055226805085936304,0.053197744313081545,0.0500999001995014,0.7894174775249768,0.7893020633670831,0.8193040254296815,0.7969087215654076,0.7382095009975069
action = 2,2,1,-0.4,8,2,0.53102,0.57414,0.57992,0.5556,0.49986,0.087692645073575,0.09305912099305473,0.11371015785759864,0.1147170431975999,0.10779610382569492,0.9694832253678751,1.0394356049652735,1.1484707892879933,1.1291852159879996,1.0388405191284746
action = 4,4,1,-0.4,9,2,0.58573,0.62228,0.67068,0.66152,0.52492,0.03646916505762094,0.08006247560499238,0.0,0.06284902544988268,0.11449890829173874,0.7680758252881047,1.022592378024962,0.67068,0.9757651272494134,1.0974145414586938
action = 3,3,0,0.6,10,2,0.60983,0.66589,0.65416,0.67185,0.62689,0.0,0.0,0.0,0.0,0.0,0.60983,0.66589,0.65416,0.67185,0.62689
action = 2,2,1,-0.4,11,2,0.56199,0.58633,0.58633,0.57437,0.56199,0.0,0.0,0.0523450093132096,0.010488088481701515,0.0,0.56199,0.58633,0.848055046566048,0.6268104424085076,0.56199
action = 3,3,1,-0.4,12,2,0.56194,0.57428,0.6333,0.56818,0.54355,0.06276941930590087,0.12243365550370536,0.12271919165313958,0.1467310464761974,0.12008330441822461,0.8757870965295043,1.1864482775185268,1.2468959582656978,1.301835232380987,1.143966522091123
action = 2,2,1,-0.4,13,2,0.61379,0.65812,0.71277,0.67888,0.64982,0.0,0.0,0.0,0.0,0.0,0.61379,0.65812,0.71277,0.67888,0.64982
action = 1,1,0,0.6,14,2,0.5495,0.59144,0.71088,0.64976,0.63689,0.06511528238439883,0.10034938963441681,0.0,0.014491376746189439,0.06410928169929843,0.8750764119219941,1.093186948172084,0.71088,0.7222168837309472,0.9574364084964921
action = 1,1,0,0.6,15,2,0.53097,0.54907,0.67291,0.6099,0.59775,0.05958187643906493,0.07395944834840239,0.0,0.03162277660168379,0.04230839160261236,0.8288793821953246,0.9188672417420118,0.67291,0.7680138830084189,0.8092919580130618
action = 2,2,1,-0.4,16,2,0.49465,0.42629,0.65434,0.5495,0.53125,0.0648074069840786,0.02683281572999748,0.10601886624558857,0.06855654600401044,0.09110433579144299,0.818687034920393,0.5604540786499874,1.1844343312279428,0.8922827300200522,0.986771678957215
action = 3,3,0,0.6,17,2,0.53726,0.46931,0.71232,0.59835,0.56165,0.0382099463490856,0.059329587896765304,0.0,0.08966604708583958,0.0589915248150105,0.7283097317454279,0.7659579394838265,0.71232,1.046680235429198,0.8566076240750524
action = 2,2,1,-0.4,18,2,0.52478,0.51853,0.6613,0.58009,0.57437,0.07106335201775947,0.05692099788303082,0.14696938456699069,0.044045431091090485,0.04571651780264984,0.8800967600887974,0.8031349894151542,1.3961469228349535,0.8003171554554525,0.8029525890132493
action = 4,4,1,-0.4,19,2,0.5617,0.53693,0.73977,0.61106,0.57399,0.0,0.06473020933072904,0.0,0.0,0.05958187643906493,0.5617,0.8605810466536452,0.73977,0.61106,0.8718993821953247
action = 2,2,1,-0.4,20,2,0.55546,0.50619,0.68183,0.57954,0.61568,0.0,0.08056053624449132,0.10373041983911951,0.10862780491200216,0.11502173707608489,0.55546,0.9089926812224567,1.2004820991955976,1.122679024560011,1.1907886853804244
action = 2,2,1,-0.4,21,2,0.57382,0.57832,0.73382,0.64368,0.63804,0.0,0.0,0.0,0.0,0.0,0.57382,0.57832,0.73382,0.64368,0.63804
action = 2,2,0,0.6,22,2,0.55546,0.51318,0.69437,0.59793,0.61632,0.04919349550499537,0.06041522986797286,0.12786711852544422,0.060332412515993424,0.028106938645110394,0.8014274775249768,0.8152561493398642,1.3337055926272212,0.8995920625799672,0.756854693225552
action = 0,0,1,-0.4,23,2,0.53693,0.52492,0.69214,0.59733,0.58943,0.04722287581247038,0.042544094772365294,0.0,0.0,0.02449489742783178,0.7730443790623519,0.7376404738618265,0.69214,0.59733,0.7119044871391589
action = 3,3,1,-0.4,24,2,0.57995,0.51868,0.6813,0.57949,0.59768,0.0793095202355934,0.05907622195096772,0.0,0.08774964387392122,0.07886697661252141,0.9764976011779669,0.8140611097548387,0.6813,1.018238219369606,0.992014883062607
action = 2,2,1,-0.4,25,2,0.616,0.53716,0.67128,0.63719,0.63194,0.02073644135332772,0.04795831523312719,0.08555699854482975,0.0,0.0,0.7196822067666386,0.7769515761656359,1.0990649927241487,0.63719,0.63194
action = 3,3,0,0.6,26,2,0.60403,0.55532,0.70337,0.63171,0.62133,0.0,0.0483735464897913,0.027748873851023214,0.05665686189686118,0.03872983346207417,0.60403,0.7971877324489566,0.8421143692551161,0.9149943094843058,0.8149791673103709
action = 0,0,0,0.6,27,2,0.57437,0.51863,0.70446,0.59775,0.60849,0.03687817782917155,0.03301514803843836,0.0,0.025298221281347035,0.0,0.7587608891458578,0.6837057401921918,0.70446,0.7242411064067351,0.60849
action = 4,4,1,-0.4,28,2,0.54345,0.50605,0.66203,0.59253,0.57399,0.02097617696340303,0.04878524367060187,0.027568097504180444,0.04979959839195493,0.055677643628300216,0.6483308848170152,0.7499762183530094,0.7998704875209022,0.8415279919597747,0.852378218141501
action = 2,2,1,-0.4,29,2,0.54955,0.53111,0.67185,0.60983,0.59831,0.0679705818718657,0.06670832032063166,0.09818350166906861,0.0,0.09492101980067429,0.8894029093593285,0.8646516016031582,1.162767508345343,0.60983,1.0729150990033713
action = 1,1,0,0.6,30,2,0.58532,0.53097,0.71561,0.60413,0.63681,0.0,0.059833101206606364,0.0,0.0,0.0,0.58532,0.8301355060330319,0.71561,0.60413,0.63681
action = 4,4,1,-0.4,31,2,0.5671,0.46508,0.71775,0.53707,0.61902,0.04505552130427524,0.034496376621320685,0.0,0.07443117626371358,0.06700746227100382,0.7923776065213762,0.6375618831066034,0.71775,0.909225881318568,0.9540573113550191
action = 4,4,1,-0.4,32,2,0.58605,0.45697,0.70388,0.57376,0.64518,0.0,0.055407580708780275,0.10024968827881711,0.08927485648266258,0.1348703080740902,0.58605,0.7340079035439013,1.2051284413940855,1.0201342824133128,1.319531540370451
action = 2,2,0,0.6,33,2,0.54307,0.4505,0.72488,0.63362,0.72236,0.042426406871192854,0.05338539126015656,0.0372827037646145,0.0,0.0,0.7552020343559643,0.7174269563007828,0.9112935188230724,0.63362,0.72236
action = 1,1,1,-0.4,34,2,0.54969,0.445,0.70281,0.61022,0.69272,0.0,0.10114346246792226,0.0,0.0,0.0,0.54969,0.9507173123396113,0.70281,0.61022,0.69272
action = 3,3,0,0.6,35,2,0.56128,0.47546,0.70148,0.57967,0.66528,0.05513619500836089,0.030659419433511782,0.0,0.07582875444051551,0.048682645778552344,0.8369609750418044,0.6287570971675589,0.70148,0.9588137722025776,0.9086932288927617
action = 3,3,0,0.6,36,2,0.57376,0.53069,0.6874,0.57376,0.64912,0.0,0.0396232255123179,0.0,0.07389181280764466,0.053758720222862454,0.57376,0.7288061275615895,0.6874,0.9432190640382234,0.9179136011143123
action = 2,2,1,-0.4,37,2,0.5556,0.53097,0.67763,0.57371,0.66203,0.0458257569495584,0.03987480407475377,0.0776530746332687,0.0,0.0,0.784728784747792,0.7303440203737689,1.0658953731663434,0.57371,0.66203
action = 4,4,0,0.6,38,2,0.56818,0.51244,0.70951,0.53655,0.67337,0.0282842712474619,0.051575187832910506,0.0,0.06928203230275509,0.07409453421137081,0.7096013562373096,0.7703159391645525,0.70951,0.8829601615137754,1.043842671056854
