action,label,regret,note,trial,optimal_action,Q_value_0,Q_value_1,Q_value_2,Q_value_3,Q_value_4,U_value_0,U_value_1,U_value_2,U_value_3,U_value_4,UCB_value_0,UCB_value_1,UCB_value_2,UCB_value_3,UCB_value_4
4,1,-0.4,action = 4,0,4,,,,,,,,,,,,,,,
0,1,-0.4,action = 0,1,4,,,,,,,,,,,,,,,
0,0,0.6,action = 0,2,4,,,,,,,,,,,,,,,
1,0,0.6,action = 1,3,4,,,,,,,,,,,,,,,
0,0,0.6,action = 0,4,4,,,,,,,,,,,,,,,
4,1,-0.4,action = 4,5,4,0.29554,0.32152,0.40183,0.43173,0.549,0.0762889244910426,0.09465727652959385,0.15016657417681206,0.15006665185843254,0.1816865432551349,1.058429244910426,1.2680927652959386,1.9034957417681206,1.9323965185843255,2.365865432551349
4,1,-0.4,action = 4,6,4,0.44456,0.36352,0.43876,0.46912,0.70446,0.18708286933869708,0.11357816691600547,0.12128478882366082,0.12058192235986288,0.17175564037317667,2.315388693386971,1.4993016691600547,1.6516078882366083,1.674939223598629,2.422016403731767
4,0,0.6,action = 4,7,4,0.37981,0.33733,0.4267,0.48147,0.81793,0.11558546621439912,0.12759310326189263,0.15858751527153706,0.14053469322555195,0.1692040188648012,1.535664662143991,1.6132610326189263,2.0125751527153706,1.8868169322555197,2.509970188648012
2,0,0.6,action = 2,8,4,0.40433,0.38439,0.42691,0.46349,0.5845,0.08854377448471462,0.08826097665446492,0.13809417076763233,0.1233288287465668,0.0,1.2897677448471463,1.2669997665446493,1.8078517076763232,1.6967782874656678,0.5845
4,1,-0.4,action = 4,9,4,0.36616,0.30035,0.29954,0.32663,0.51853,0.041352146256270664,0.0,0.0,0.0,0.06841052550594828,0.7796814625627067,0.30035,0.29954,0.32663,1.2026352550594828
4,1,-0.4,action = 4,10,4,0.4094,0.31417,0.3089,0.33125,0.58464,0.061806148561449774,0.09027735042633894,0.0,0.0,0.12324771803161307,1.0274614856144977,1.2169435042633894,0.3089,0.33125,1.8171171803161308
3,0,0.6,action = 3,11,4,0.42163,0.30583,0.32373,0.37889,0.69488,0.0,0.0762889244910426,0.039496835316262996,0.10392304845413264,0.0,0.42163,1.0687192449104261,0.71869835316263,1.4181204845413264,0.69488
4,1,-0.4,action = 4,12,4,0.42681,0.28124,0.30132,0.30031,0.64241,0.07899367063252599,0.11095043938624127,0.12973048986263794,0.12918978287774927,0.1233288287465668,1.21674670632526,1.3907443938624127,1.5986248986263794,1.5922078287774928,1.875698287465668
1,1,-0.4,action = 1,13,4,0.42071,0.26219,0.26827,0.28212,0.72965,0.12058192235986288,0.1967993902429578,0.1267675037223657,0.15836666315863324,0.14377065069060513,1.6265292235986288,2.230183902429578,1.535945037223657,1.8657866315863323,2.167356506906051
0,1,-0.4,action = 0,14,4,0.44454,0.46302,0.33222,0.36292,0.7204,0.08348652585896721,0.07042726744663604,0.0,0.027928480087537882,0.0,1.279405258589672,1.1672926744663603,0.33222,0.6422048008753789,0.7204
4,1,-0.4,action = 4,15,4,0.51853,0.5,0.3976,0.40338,0.71006,0.05263078946776307,0.06640783086353597,0.09602083107326244,0.06789698078707182,0.06999999999999999,1.0448378946776309,1.1640783086353597,1.3578083107326244,1.0823498078707183,1.41006
4,0,0.6,action = 4,16,4,0.50634,0.44577,0.36036,0.3599,0.75113,0.05059644256269407,0.033166247903554,0.0,0.0,0.0354964786985977,1.0123044256269407,0.77743247903554,0.36036,0.3599,1.106094786985977
1,1,-0.4,action = 1,17,4,0.52492,0.48756,0.42114,0.45059,0.67291,0.03286335345030997,0.05431390245600108,0.0,0.03834057902536163,0.0,0.8535535345030998,1.0306990245600107,0.42114,0.8339957902536164,0.67291
4,1,-0.4,action = 4,18,4,0.54317,0.57925,0.46898,0.45683,0.6475,0.030822070014844882,0.030166206257996712,0.0705691150575094,0.06526867548832288,0.08944271909999159,0.8513907001484489,0.8809120625799671,1.174671150575094,1.1095167548832288,1.5419271909999157
