z_x1,z_note,x_x1,x_note,"p(y=0|x,D)","p(y=1|x,D)","p(u=0|z,D)","p(u=1|z,D)","p(y=0|x,u=0,z,D)","p(y=1|x,u=0,z,D)","p(y=0|x,u=1,z,D)","p(y=1|x,u=1,z,D)","p(y=0|x,z,D)","p(y=1|x,z,D)","H[p(u|z,D)]","H[p(y|x,u=0,z,D)]","H[p(y|x,u=1,z,D)]","H[p(y|x,D)]",Va,Ve,kl_pyx_pyxz,kl_pyxz_pyx
8.9,x1 = 8.9,1.6,x1 = 1.6,0.41610103654993413,0.5838989634500659,0.030160557243748658,0.9698394427562516,0.4283564774901441,0.571643522509856,0.40731061865869495,0.5926893813413051,0.40794537348872484,0.5920546265112755,0.1952,0.98514,0.97507,0.97959,0.97537,0.0042200000000000015,0.00013741890022626012,0.00013714781925052572
5.1,x1 = 5.1,1.6,x1 = 1.6,0.41610103654993413,0.5838989634500659,0.052371018248652715,0.9476289817513474,0.4640225953029466,0.5359774046970534,0.4061989734690948,0.5938010265309053,0.40922725542335864,0.5907727445766415,0.29638,0.99626,0.97446,0.97959,0.9756,0.003989999999999938,9.755387592030786e-05,9.73929155690216e-05
-1.8,x1 = -1.8,1.6,x1 = 1.6,0.41610103654993413,0.5838989634500659,0.8332421572648446,0.16675784273515534,0.4135657005345482,0.5864342994654516,0.4170268412150451,0.5829731587849549,0.41414287288783075,0.585857127112169,0.65023,0.97833,0.98004,0.97959,0.97862,0.0009699999999999154,7.898173743647614e-06,7.894570104704807e-06
9.1,x1 = 9.1,1.6,x1 = 1.6,0.41610103654993413,0.5838989634500659,0.032339145945065206,0.967660854054935,0.43124602902772846,0.5687539709722715,0.4042271159550257,0.5957728840449744,0.40510088452816095,0.5948991154718393,0.20599,0.98632,0.97337,0.97959,0.97379,0.005799999999999916,0.00025034931292478024,0.0002496719548057188
0.6,x1 = 0.6,1.6,x1 = 1.6,0.41610103654993413,0.5838989634500659,0.4477671526280626,0.5522328473719373,0.46156624416039904,0.5384337558396011,0.3027781326952802,0.6972218673047197,0.37387823323720387,0.6261217667627961,0.99211,0.99573,0.88466,0.97959,0.93439,0.04519999999999991,0.0037559346444543326,0.0037096839890664313
6.8,x1 = 6.8,1.6,x1 = 1.6,0.41610103654993413,0.5838989634500659,0.031273887475908785,0.9687261125240912,0.4312880458310243,0.5687119541689757,0.4075730750797925,0.5924269249202074,0.408314734406561,0.5916852655934389,0.20074,0.98633,0.97521,0.97959,0.97556,0.004029999999999978,0.00012523073222571977,0.0001249953993588378
1.6,x1 = 1.6,1.6,x1 = 1.6,0.41610103654993413,0.5838989634500659,0.4136213855527172,0.5863786144472827,0.7773484987767703,0.2226515012232298,0.15150439778659527,0.8484956022134048,0.4103669019781461,0.5896330980218538,0.97836,0.76498,0.61359,0.97959,0.67621,0.30338,6.78495944262036e-05,6.775684122078442e-05
1.9,x1 = 1.9,1.6,x1 = 1.6,0.41610103654993413,0.5838989634500659,0.36839594910043033,0.6316040508995696,0.6383731238434099,0.3616268761565902,0.22380622151312876,0.7761937784868712,0.3765309889627181,0.6234690110372819,0.94943,0.94403,0.76706,0.97959,0.83226,0.14732999999999996,0.0032931439333592563,0.0032556537307539615
1.4,x1 = 1.4,1.6,x1 = 1.6,0.41610103654993413,0.5838989634500659,0.4394514894871516,0.5605485105128484,0.6726758603929952,0.32732413960700474,0.18205116090325663,0.8179488390967435,0.3976569158732084,0.6023430841267916,0.9894,0.91217,0.68454,0.97959,0.78457,0.19501999999999997,0.0007065861270057656,0.0007032404800390371
-0.5,x1 = -0.5,1.6,x1 = 1.6,0.41610103654993413,0.5838989634500659,0.7048445861824698,0.2951554138175303,0.38933278811108496,0.610667211888915,0.3815194927537527,0.6184805072462474,0.387026651686613,0.6129733483133871,0.87529,0.96437,0.95911,0.97959,0.96282,0.01676999999999995,0.0017663981378200112,0.0017524178648804165
