x1,label,note,p(u=0|z),p(u=1|z),"p(u=0|z,x)","p(u=1|z,x)","p(y=0|x,u=0,z)","p(y=1|x,u=0,z)","p(y=0|x,u=1,z)","p(y=1|x,u=1,z)","p(y=0|x,z)","p(y=1|x,z)",p(y=0|x),p(y=1|x),"H[p(y|x,u=0,z)]","H[p(y|x,u=1,z)]",H[p(y|x)],"H[p(y|x,z)]","Va = E[H[p(y|x,u,z)]]",true_x,within_threshold,min_Va,max_Ve
-3.7,0,x1 = -3.7,1.0,0.0,0.9999800000000001,2e-05,0.8534219999999999,0.146578,0.49001400000000006,0.5099859999999999,0.8534219999999999,0.146578,0.97069,0.029309999999999996,0.60121,0.99971,0.19092,0.60121,0.60122,2.0,True,0.15786,0.03306
9.2,0,x1 = 9.2,0.0,1.0,0.0,1.0,0.640258,0.35974199999999995,0.6933720000000001,0.306628,0.6933720000000001,0.306628,0.97069,0.029309999999999996,0.94247,0.88924,0.19092,0.88924,0.88924,2.0,True,0.15786,0.03306
-6.9,0,x1 = -6.9,1.0,0.0,1.0,0.0,0.821026,0.17897400000000002,0.5350839999999999,0.464916,0.821026,0.17897400000000002,0.97069,0.029309999999999996,0.67783,0.99645,0.19092,0.67783,0.67783,2.0,True,0.15786,0.03306
2.2,0,x1 = 2.2,0.0,1.0,1e-05,0.99999,0.98235,0.01765,0.02298,0.9770199999999999,0.02298,0.9770199999999999,0.97069,0.029309999999999996,0.12803,0.15786,0.19092,0.15786,0.15786,2.0,True,0.15786,0.03306
-18.4,0,x1 = -18.4,0.99999,1e-05,0.9999499999999999,5e-05,0.7820360000000001,0.217964,0.584828,0.415172,0.7820340279200002,0.21796597208000001,0.97069,0.029309999999999996,0.75643,0.97914,0.19092,0.75644,0.75644,2.0,True,0.15786,0.03306
11.0,0,x1 = 11.0,2e-05,0.9999800000000001,0.00012000000000000002,0.9998799999999999,0.7838040000000002,0.216196,0.597188,0.40281199999999995,0.5971917323200001,0.40280826768,0.97069,0.029309999999999996,0.75316,0.97257,0.19092,0.97257,0.97254,2.0,True,0.15786,0.03306
12.7,0,x1 = 12.7,0.0,1.0,5e-05,0.9999499999999999,0.6933720000000001,0.306628,0.6461460000000001,0.35385399999999995,0.6461460000000001,0.35385399999999995,0.97069,0.029309999999999996,0.88924,0.93746,0.19092,0.93746,0.93746,2.0,True,0.15786,0.03306
-11.9,0,x1 = -11.9,1.0,0.0,0.99996,4e-05,0.7416280000000001,0.258372,0.592534,0.407466,0.7416280000000001,0.258372,0.97069,0.029309999999999996,0.82428,0.97515,0.19092,0.82428,0.82429,2.0,True,0.15786,0.03306
15.0,0,x1 = 15.0,4e-05,0.99996,0.0002,0.9998000000000001,0.6951560000000001,0.304844,0.5443939999999999,0.45560600000000007,0.5444000304799999,0.45559996952000004,0.97069,0.029309999999999996,0.88713,0.99431,0.19092,0.9943,0.99429,2.0,True,0.15786,0.03306
-7.7,0,x1 = -7.7,1.0,0.0,0.99999,1e-05,0.742006,0.25799399999999995,0.4868599999999999,0.51314,0.742006,0.25799399999999995,0.97069,0.029309999999999996,0.8237,0.9995,0.19092,0.8237,0.8237,2.0,True,0.15786,0.03306
