x1,label,note,p(u=0|z),p(u=1|z),"p(u=0|z,x)","p(u=1|z,x)","p(y=0|x,u=0,z)","p(y=1|x,u=0,z)","p(y=0|x,u=1,z)","p(y=1|x,u=1,z)","p(y=0|x,z)","p(y=1|x,z)",p(y=0|x),p(y=1|x),"H[p(y|x,u=0,z)]","H[p(y|x,u=1,z)]",H[p(y|x)],"H[p(y|x,z)]","Va = E[H[p(y|x,u,z)]]",true_x,within_threshold,min_Va,max_Ve
-3.5,0,x1 = -3.5,1.0,0.0,0.99997,3.0000000000000004e-05,0.999992,8.000000000000001e-06,0.997444,0.002556,0.999992,8.000000000000001e-06,1.0,0.0,0.00015,0.02569,0.0,0.00015,0.00015,0.8,False,0.00015,-0.00015
12.3,0,x1 = 12.3,0.0,1.0,0.0,1.0,0.999964,3.6e-05,0.999742,0.000258,0.999742,0.000258,1.0,0.0,0.00058,0.00345,0.0,0.00345,0.00345,0.8,False,0.00015,-0.00015
-7.5,0,x1 = -7.5,1.0,0.0,1.0,0.0,0.9999520000000001,4.8e-05,0.994702,0.005298000000000001,0.9999520000000001,4.8e-05,1.0,0.0,0.00076,0.04768,0.0,0.00076,0.00076,0.8,False,0.00015,-0.00015
3.8,0,x1 = 3.8,0.9999499999999999,5e-05,0.9994499999999998,0.00055,0.9999879999999999,1.2000000000000002e-05,0.999792,0.00020800000000000001,0.9999879901999998,1.2009800000000001e-05,1.0,0.0,0.00021,0.00284,0.0,0.00021,0.00021,0.8,False,0.00015,-0.00015
-21.7,0,x1 = -21.7,1.0,0.0,0.9999499999999999,5e-05,0.9999399999999999,6.000000000000001e-05,0.995914,0.004085999999999999,0.9999399999999999,6.000000000000001e-05,1.0,0.0,0.00093,0.03831,0.0,0.00093,0.00093,0.8,False,0.00015,-0.00015
14.6,0,x1 = 14.6,0.0,1.0,1e-05,0.99999,0.999738,0.00026199999999999997,0.9994460000000001,0.000554,0.9994460000000001,0.000554,1.0,0.0,0.0035,0.00679,0.0,0.00679,0.00679,0.8,False,0.00015,-0.00015
16.6,0,x1 = 16.6,1e-05,0.99999,3.0000000000000004e-05,0.99997,0.999662,0.00033800000000000003,0.9995660000000001,0.00043400000000000003,0.9995660009600001,0.00043399904,1.0,0.0,0.00438,0.00547,0.0,0.00547,0.00547,0.8,False,0.00015,-0.00015
-13.6,0,x1 = -13.6,1.0,0.0,0.9999400000000002,6.000000000000001e-05,0.999958,4.2e-05,0.9958500000000001,0.004149999999999999,0.999958,4.2e-05,1.0,0.0,0.00067,0.03881,0.0,0.00067,0.00067,0.8,False,0.00015,-0.00015
19.5,0,x1 = 19.5,1e-05,0.99999,3.0000000000000004e-05,0.99997,0.999738,0.00026199999999999997,0.9990920000000001,0.0009080000000000002,0.9990920064600001,0.0009079935400000003,1.0,0.0,0.0035,0.01048,0.0,0.01048,0.01048,0.8,False,0.00015,-0.00015
-8.5,0,x1 = -8.5,1.0,0.0,0.9999800000000001,2e-05,0.999792,0.000208,0.9761660000000001,0.023834,0.999792,0.000208,1.0,0.0,0.00284,0.16246,0.0,0.00284,0.00284,0.8,False,0.00015,-0.00015
