x1,label,note,p(u=0|z),p(u=1|z),"p(u=0|z,x)","p(u=1|z,x)","p(y=0|x,u=0,z)","p(y=1|x,u=0,z)","p(y=0|x,u=1,z)","p(y=1|x,u=1,z)","p(y=0|x,z)","p(y=1|x,z)",p(y=0|x),p(y=1|x),"H[p(y|x,u=0,z)]","H[p(y|x,u=1,z)]",H[p(y|x)],"H[p(y|x,z)]","Va = E[H[p(y|x,u,z)]]",true_x,within_threshold,min_Va,max_Ve
1.8,0,x1 = 1.8,1.0,0.0,0.9999499999999999,5e-05,0.9998419999999999,0.00015800000000000002,0.24138,0.7586200000000001,0.9998419999999999,0.00015800000000000002,0.99997,3.0000000000000004e-05,0.00222,0.79733,0.00049,0.00222,0.00226,0.2,True,5e-05,0.00044
5.9,0,x1 = 5.9,0.8519500000000001,0.14805,0.86249,0.13751,0.9991579999999999,0.0008420000000000001,0.998454,0.0015459999999999998,0.9990537728,0.0009462272000000001,0.99997,3.0000000000000004e-05,0.00981,0.01666,0.00049,0.01087,0.01075,0.2,True,5e-05,0.00044
0.7,0,x1 = 0.7,0.99999,1e-05,0.9988300000000001,0.00117,0.999996,4.000000000000001e-06,0.0029159999999999998,0.9970840000000001,0.9999860292,1.3970800000000004e-05,0.99997,3.0000000000000004e-05,8e-05,0.02876,0.00049,0.00025,0.00011,0.2,True,5e-05,0.00044
3.7,0,x1 = 3.7,0.9985000000000002,0.0015,0.8894680000000001,0.110532,0.9999600000000001,4e-05,0.9954660000000001,0.004534000000000001,0.9999532590000002,4.6741000000000005e-05,0.99997,3.0000000000000004e-05,0.00064,0.04182,0.00049,0.00074,0.00519,0.2,True,5e-05,0.00044
-3.0,0,x1 = -3.0,0.9997399999999999,0.00026,0.9968299999999999,0.00317,0.999994,6e-06,0.948072,0.051927999999999995,0.99998050028,1.9499719999999997e-05,0.99997,3.0000000000000004e-05,0.00011,0.29453,0.00049,0.00033,0.00104,0.2,True,5e-05,0.00044
6.5,0,x1 = 6.5,0.95257,0.04743,0.9241399999999999,0.07586,0.9989139999999999,0.001086,0.9987960000000001,0.0012039999999999998,0.99890840326,0.0010915967399999999,0.99997,3.0000000000000004e-05,0.01226,0.01341,0.00049,0.01231,0.01235,0.2,True,5e-05,0.00044
7.1,0,x1 = 7.1,0.9770199999999999,0.02298,0.93991,0.06009,0.9986840000000001,0.001316,0.9985339999999999,0.001466,0.998680553,0.0013194469999999996,0.99997,3.0000000000000004e-05,0.01449,0.01591,0.00049,0.01452,0.01458,0.2,True,5e-05,0.00044
-0.9,0,x1 = -0.9,0.9999,0.0001,0.9968299999999999,0.00317,0.999996,4.000000000000001e-06,0.02298,0.9770199999999999,0.9998982984,0.0001017016,0.99997,3.0000000000000004e-05,8e-05,0.15786,0.00049,0.0015,0.00058,0.2,True,5e-05,0.00044
7.8,0,x1 = 7.8,0.99142,0.00858,0.97069,0.029309999999999996,0.9972340000000001,0.0027660000000000002,0.9980119999999999,0.001988,0.99724067524,0.00275932476,0.99997,3.0000000000000004e-05,0.02749,0.02071,0.00049,0.02743,0.02729,0.2,True,5e-05,0.00044
0.5,0,x1 = 0.5,0.9999800000000001,2e-05,0.99929,0.00071,0.999998,2.0000000000000003e-06,0.001022,0.9989779999999999,0.9999780204800002,2.1979520000000003e-05,0.99997,3.0000000000000004e-05,4e-05,0.01163,0.00049,0.00037,5e-05,0.2,True,5e-05,0.00044
