x1,label,note,p(u=0|z),p(u=1|z),"p(u=0|z,x)","p(u=1|z,x)","p(y=0|x,u=0,z)","p(y=1|x,u=0,z)","p(y=0|x,u=1,z)","p(y=1|x,u=1,z)","p(y=0|x,z)","p(y=1|x,z)",p(y=0|x),p(y=1|x),"H[p(y|x,u=0,z)]","H[p(y|x,u=1,z)]",H[p(y|x)],"H[p(y|x,z)]","Va = E[H[p(y|x,u,z)]]",true_x,within_threshold,min_Va,max_Ve
1.4,0,x1 = 1.4,1.0,0.0,1.0,0.0,0.999998,2.0000000000000003e-06,0.881616,0.118384,0.999998,2.0000000000000003e-06,1.0,0.0,4e-05,0.5247,0.0,4e-05,4e-05,0.6,False,4e-05,-4e-05
6.8,0,x1 = 6.8,0.0,1.0,1e-05,0.99999,0.99698,0.0030199999999999997,0.9926,0.0073999999999999995,0.9926,0.0073999999999999995,1.0,0.0,0.02963,0.06302,0.0,0.06302,0.06302,0.6,False,4e-05,-4e-05
0.0,0,x1 = 0.0,0.99999,1e-05,1.0,0.0,0.999998,2.0000000000000003e-06,0.107802,0.8921979999999999,0.9999890780400001,1.0921960000000002e-05,1.0,0.0,4e-05,0.49325,0.0,0.0002,4e-05,0.6,False,4e-05,-4e-05
3.9,0,x1 = 3.9,0.99999,1e-05,0.9996600000000001,0.00034,0.9999839999999999,1.6000000000000003e-05,0.9975180000000001,0.0024820000000000003,0.9999839753399999,1.6024660000000007e-05,1.0,0.0,0.00028,0.02506,0.0,0.00028,0.00029,0.6,False,4e-05,-4e-05
-4.8,0,x1 = -4.8,0.9999400000000002,6.000000000000001e-05,0.99957,0.00043,0.999992,8.000000000000001e-06,0.989034,0.010966,0.9999913425200002,8.657480000000003e-06,1.0,0.0,0.00015,0.08713,0.0,0.00016,0.00019,0.6,False,4e-05,-4e-05
7.6,0,x1 = 7.6,2e-05,0.9999800000000001,0.0001,0.9999,0.999106,0.000894,0.9948119999999999,0.005188,0.99481208588,0.0051879141200000005,1.0,0.0,0.01034,0.04685,0.0,0.04684,0.04685,0.6,False,4e-05,-4e-05
8.3,0,x1 = 8.3,6.000000000000001e-05,0.9999400000000002,0.0001,0.9999,0.999924,7.600000000000002e-05,0.9995900000000001,0.00041000000000000005,0.9995900200400003,0.0004099799600000001,1.0,0.0,0.00115,0.0052,0.0,0.0052,0.0052,0.6,False,4e-05,-4e-05
-2.1,0,x1 = -2.1,0.99999,1e-05,0.9999400000000002,6.000000000000001e-05,0.999994,6.000000000000001e-06,0.971074,0.028926,0.9999937108000001,6.289200000000001e-06,1.0,0.0,0.00011,0.18898,0.0,0.00012,0.00012,0.6,False,4e-05,-4e-05
9.3,0,x1 = 9.3,0.00034,0.9996600000000001,0.00071,0.99929,0.9999399999999999,6.000000000000001e-05,0.9983419999999998,0.0016579999999999998,0.9983425433199999,0.00165745668,1.0,0.0,0.00093,0.0177,0.0,0.0177,0.01769,0.6,False,4e-05,-4e-05
-0.3,0,x1 = -0.3,0.99999,1e-05,0.9999800000000001,2e-05,0.999998,2.0000000000000003e-06,0.59618,0.40381999999999996,0.9999939618200001,6.03818e-06,1.0,0.0,4e-05,0.97314,0.0,0.00011,6e-05,0.6,False,4e-05,-4e-05
