x1,label,note,p(u=0|z),p(u=1|z),"p(u=0|z,x)","p(u=1|z,x)","p(y=0|x,u=0,z)","p(y=1|x,u=0,z)","p(y=0|x,u=1,z)","p(y=1|x,u=1,z)","p(y=0|x,z)","p(y=1|x,z)",p(y=0|x),p(y=1|x),"H[p(y|x,u=0,z)]","H[p(y|x,u=1,z)]",H[p(y|x)],"H[p(y|x,z)]","Va = E[H[p(y|x,u,z)]]",true_x,within_threshold,min_Va,max_Ve
-4.2,0,x1 = -4.2,1.0,0.0,0.99993,7e-05,0.9998020000000001,0.000198,0.11753799999999999,0.882462,0.9998020000000001,0.000198,0.9996600000000001,0.00034,0.00272,0.52224,0.00441,0.00272,0.00276,3.5,True,0.00276,0.00165
11.1,0,x1 = 11.1,0.0002,0.9998000000000001,0.00317,0.9968299999999999,0.9820500000000001,0.01795,0.862948,0.137052,0.8629718204000002,0.13702817960000002,0.9996600000000001,0.00034,0.12977,0.57647,0.00441,0.5764,0.57505,3.5,True,0.00276,0.00165
-8.1,0,x1 = -8.1,1.0,0.0,0.99999,1e-05,0.9975419999999999,0.0024579999999999997,0.5542819999999999,0.445718,0.9975419999999999,0.0024579999999999997,0.9996600000000001,0.00034,0.02485,0.99148,0.00441,0.02485,0.02486,3.5,True,0.00276,0.00165
2.8,0,x1 = 2.8,0.9999800000000001,2e-05,0.99993,7e-05,0.997028,0.002972,0.06687,0.93313,0.9970093968400001,0.00299060316,0.9996600000000001,0.00034,0.02923,0.35413,0.00441,0.02939,0.02925,3.5,True,0.00276,0.00165
-21.9,0,x1 = -21.9,0.99999,1e-05,0.9998799999999999,0.00012000000000000002,0.9906880000000001,0.009312,0.42195599999999994,0.578044,0.9906823126800002,0.009317687320000002,0.9996600000000001,0.00034,0.0762,0.98235,0.00441,0.07624,0.07631,3.5,True,0.00276,0.00165
13.3,0,x1 = 13.3,0.00043,0.99957,0.00858,0.99142,0.991598,0.008402,0.8591840000000002,0.140816,0.8592409380200001,0.14075906198,0.9996600000000001,0.00034,0.07,0.58637,0.00441,0.58622,0.58194,3.5,True,0.00276,0.00165
15.3,0,x1 = 15.3,7e-05,0.99993,0.00091,0.99909,0.923014,0.076986,0.675964,0.324036,0.6759812935,0.32401870650000003,0.9996600000000001,0.00034,0.39147,0.90872,0.00441,0.9087,0.90825,3.5,True,0.00276,0.00165
-14.1,0,x1 = -14.1,1.0,0.0,0.9999400000000002,6.000000000000001e-05,0.9933779999999999,0.006622,0.48839200000000005,0.5116080000000001,0.9933779999999999,0.006622,0.9996600000000001,0.00034,0.05746,0.99961,0.00441,0.05746,0.05752,3.5,True,0.00276,0.00165
18.1,0,x1 = 18.1,0.00071,0.99929,0.00858,0.99142,0.888454,0.111546,0.764284,0.23571599999999998,0.7643721607,0.23562783929999997,0.9996600000000001,0.00034,0.50456,0.78784,0.00441,0.78769,0.78541,3.5,True,0.00276,0.00165
-9.1,0,x1 = -9.1,1.0,0.0,0.99999,1e-05,0.9985060000000001,0.001494,0.614688,0.385312,0.9985060000000001,0.001494,0.9996600000000001,0.00034,0.01618,0.96171,0.00441,0.01618,0.01619,3.5,True,0.00276,0.00165
