x1,label,note,p(u=0|z),p(u=1|z),"p(u=0|z,x)","p(u=1|z,x)","p(y=0|x,u=0,z)","p(y=1|x,u=0,z)","p(y=0|x,u=1,z)","p(y=1|x,u=1,z)","p(y=0|x,z)","p(y=1|x,z)",p(y=0|x),p(y=1|x),"H[p(y|x,u=0,z)]","H[p(y|x,u=1,z)]",H[p(y|x)],"H[p(y|x,z)]","Va = E[H[p(y|x,u,z)]]",true_x,within_threshold,min_Va,max_Ve
1.8,0,x1 = 1.8,1.0,0.0,1.0,0.0,0.231948,0.768052,0.11286599999999998,0.887134,0.231948,0.768052,0.233508,0.7664920000000001,0.78139,0.5085,0.78408,0.78139,0.78139,4.2,True,0.40523,0.37885
5.9,0,x1 = 5.9,0.8519500000000001,0.14805,0.320504,0.679496,0.197184,0.802816,0.061738,0.9382620000000002,0.1771312197,0.8228687803000001,0.233508,0.7664920000000001,0.71626,0.33431,0.78408,0.67376,0.45673,4.2,True,0.40523,0.37885
0.7,0,x1 = 0.7,0.99999,1e-05,0.99999,1e-05,0.029309999999999996,0.97069,0.104846,0.895154,0.029310755359999996,0.9706892446400002,0.233508,0.7664920000000001,0.19092,0.48417,0.78408,0.19092,0.19092,4.2,True,0.40523,0.37885
3.7,0,x1 = 3.7,0.9985000000000002,0.0015,0.9998799999999999,0.00012000000000000002,0.080876,0.919124,0.015436,0.984564,0.08077784000000002,0.9192221600000002,0.233508,0.7664920000000001,0.40526,0.11498,0.78408,0.40491,0.40523,4.2,True,0.40523,0.37885
-3.0,0,x1 = -3.0,0.9997399999999999,0.00026,0.9998400000000001,0.00016,0.049962,0.9500379999999999,0.00499,0.99501,0.049950307279999995,0.9500496927199998,0.233508,0.7664920000000001,0.28624,0.04534,0.78408,0.28619,0.2862,4.2,True,0.40523,0.37885
6.5,0,x1 = 6.5,0.95257,0.04743,0.780148,0.21985200000000002,0.199952,0.800048,0.088298,0.911702,0.19465625077999998,0.8053437492200001,0.233508,0.7664920000000001,0.72183,0.43076,0.78408,0.71111,0.65784,4.2,True,0.40523,0.37885
7.1,0,x1 = 7.1,0.9770199999999999,0.02298,0.9626699999999999,0.03733,0.231176,0.7688240000000001,0.055538,0.944462,0.22713983875999996,0.77286016124,0.233508,0.7664920000000001,0.78006,0.30947,0.78408,0.77299,0.76249,4.2,True,0.40523,0.37885
-0.9,0,x1 = -0.9,0.9999,0.0001,0.9998799999999999,0.00012000000000000002,0.049962,0.9500379999999999,0.065284,0.9347159999999999,0.049963532199999994,0.9500364678,0.233508,0.7664920000000001,0.28624,0.34807,0.78408,0.28624,0.28625,4.2,True,0.40523,0.37885
7.8,0,x1 = 7.8,0.99142,0.00858,0.98594,0.01406,0.24709399999999998,0.7529060000000001,0.088298,0.911702,0.24573153031999997,0.75426846968,0.233508,0.7664920000000001,0.80664,0.43076,0.78408,0.80444,0.80136,4.2,True,0.40523,0.37885
0.5,0,x1 = 0.5,0.9999800000000001,2e-05,0.99999,1e-05,0.09535,0.90465,0.10122199999999999,0.8987779999999999,0.09535011744,0.9046498825600001,0.233508,0.7664920000000001,0.45408,0.47286,0.78408,0.45408,0.45408,4.2,True,0.40523,0.37885
