x1,label,note,p(u=0|z),p(u=1|z),"p(u=0|z,x)","p(u=1|z,x)","p(y=0|x,u=0,z)","p(y=1|x,u=0,z)","p(y=0|x,u=1,z)","p(y=1|x,u=1,z)","p(y=0|x,z)","p(y=1|x,z)",p(y=0|x),p(y=1|x),"H[p(y|x,u=0,z)]","H[p(y|x,u=1,z)]",H[p(y|x)],"H[p(y|x,z)]","Va = E[H[p(y|x,u,z)]]",true_x,within_threshold,min_Va,max_Ve
1.4,0,x1 = 1.4,1.0,0.0,1.0,0.0,0.9999880000000001,1.2e-05,0.763946,0.23605399999999999,0.9999880000000001,1.2e-05,1.0,0.0,0.00021,0.78842,0.0,0.00021,0.00021,0.5,False,0.00013,-0.00013
6.8,0,x1 = 6.8,0.0,1.0,1e-05,0.99999,0.999286,0.000714,0.9955079999999998,0.004492,0.9955079999999998,0.004492,1.0,0.0,0.00849,0.0415,0.0,0.0415,0.0415,0.5,False,0.00013,-0.00013
0.0,0,x1 = 0.0,0.99999,1e-05,1.0,0.0,0.999992,8.000000000000001e-06,0.010026,0.9899739999999998,0.99998210034,1.789966e-05,1.0,0.0,0.00015,0.08097,0.0,0.00031,0.00015,0.5,False,0.00013,-0.00013
3.9,0,x1 = 3.9,0.99999,1e-05,0.9996600000000001,0.00034,0.9999800000000001,2e-05,0.99146,0.00854,0.9999799148000001,2.0085200000000002e-05,1.0,0.0,0.00034,0.07095,0.0,0.00034,0.00036,0.5,False,0.00013,-0.00013
-4.8,0,x1 = -4.8,0.9999400000000002,6.000000000000001e-05,0.99957,0.00043,0.999976,2.4e-05,0.9707699999999999,0.02923,0.9999742476400001,2.5752360000000005e-05,1.0,0.0,0.0004,0.19052,0.0,0.00043,0.00048,0.5,False,0.00013,-0.00013
7.6,0,x1 = 7.6,2e-05,0.9999800000000001,7e-05,0.99993,0.99886,0.00114,0.9906520000000001,0.009348,0.9906521641600002,0.009347835840000002,1.0,0.0,0.01279,0.07644,0.0,0.07644,0.07644,0.5,False,0.00013,-0.00013
8.3,0,x1 = 8.3,6.000000000000001e-05,0.9999400000000002,0.00012000000000000002,0.9998799999999999,0.999668,0.00033200000000000005,0.9955320000000001,0.004468,0.9955322481600002,0.004467751840000001,1.0,0.0,0.00432,0.04131,0.0,0.04131,0.04131,0.5,False,0.00013,-0.00013
-2.1,0,x1 = -2.1,0.99999,1e-05,0.9999499999999999,5e-05,0.999994,6.000000000000001e-06,0.9407019999999999,0.059298000000000003,0.9999934070800001,6.592920000000001e-06,1.0,0.0,0.00011,0.32465,0.0,0.00012,0.00013,0.5,False,0.00013,-0.00013
9.3,0,x1 = 9.3,0.00034,0.9996600000000001,0.00117,0.9988300000000001,0.9997940000000002,0.00020600000000000002,0.99706,0.0029400000000000003,0.99706092956,0.0029390704400000006,1.0,0.0,0.00282,0.02896,0.0,0.02895,0.02893,0.5,False,0.00013,-0.00013
-0.3,0,x1 = -0.3,0.99999,1e-05,0.9999499999999999,5e-05,0.999996,4.000000000000001e-06,0.33433,0.66567,0.99998934334,1.0656660000000001e-05,1.0,0.0,8e-05,0.91929,0.0,0.00019,0.00013,0.5,False,0.00013,-0.00013
