x1,label,note,p(u=0|z),p(u=1|z),"p(u=0|z,x)","p(u=1|z,x)","p(y=0|x,u=0,z)","p(y=1|x,u=0,z)","p(y=0|x,u=1,z)","p(y=1|x,u=1,z)","p(y=0|x,z)","p(y=1|x,z)",p(y=0|x),p(y=1|x),"H[p(y|x,u=0,z)]","H[p(y|x,u=1,z)]",H[p(y|x)],"H[p(y|x,z)]","Va = E[H[p(y|x,u,z)]]",true_x,within_threshold,min_Va,max_Ve
-3.5,0,x1 = -3.5,1.0,0.0,0.9999800000000001,2e-05,0.999976,2.4e-05,0.9980819999999999,0.0019180000000000002,0.999976,2.4e-05,1.0,0.0,0.0004,0.02008,0.0,0.0004,0.0004,2.0,False,0.00011,-0.00011
12.3,0,x1 = 12.3,0.0,1.0,0.0,1.0,0.9998799999999999,0.00012000000000000002,0.9992940000000001,0.000706,0.9992940000000001,0.000706,1.0,0.0,0.00174,0.00841,0.0,0.00841,0.00841,2.0,False,0.00011,-0.00011
-7.5,0,x1 = -7.5,1.0,0.0,1.0,0.0,0.9999040000000001,9.6e-05,0.9967320000000001,0.003268,0.9999040000000001,9.6e-05,1.0,0.0,0.00142,0.03169,0.0,0.00142,0.00142,2.0,False,0.00011,-0.00011
3.8,0,x1 = 3.8,0.9999499999999999,5e-05,0.9996600000000001,0.00034,0.999994,6.000000000000001e-06,0.999742,0.000258,0.9999939874,6.012600000000001e-06,1.0,0.0,0.00011,0.00345,0.0,0.00011,0.00011,2.0,False,0.00011,-0.00011
-21.7,0,x1 = -21.7,1.0,0.0,0.99996,4e-05,0.9998400000000001,0.00016,0.996736,0.0032640000000000004,0.9998400000000001,0.00016,1.0,0.0,0.00225,0.03166,0.0,0.00225,0.00225,2.0,False,0.00011,-0.00011
14.6,0,x1 = 14.6,0.0,1.0,1e-05,0.99999,0.9992940000000001,0.000706,0.9988379999999999,0.001162,0.9988379999999999,0.001162,1.0,0.0,0.00841,0.013,0.0,0.013,0.013,2.0,False,0.00011,-0.00011
16.6,0,x1 = 16.6,1e-05,0.99999,4e-05,0.99996,0.9994500000000001,0.0005499999999999999,0.99957,0.00043,0.9995699988000001,0.00043000119999999996,1.0,0.0,0.00675,0.00543,0.0,0.00543,0.00543,2.0,False,0.00011,-0.00011
-13.6,0,x1 = -13.6,1.0,0.0,0.9999499999999999,5e-05,0.999928,7.2e-05,0.996852,0.0031479999999999993,0.999928,7.2e-05,1.0,0.0,0.00109,0.0307,0.0,0.00109,0.00109,2.0,False,0.00011,-0.00011
19.5,0,x1 = 19.5,1e-05,0.99999,3.0000000000000004e-05,0.99997,0.9990920000000001,0.0009080000000000002,0.9988379999999999,0.001162,0.9988380025399999,0.00116199746,1.0,0.0,0.01048,0.013,0.0,0.013,0.013,2.0,False,0.00011,-0.00011
-8.5,0,x1 = -8.5,1.0,0.0,0.99999,1e-05,0.9999439999999999,5.599999999999999e-05,0.9980840000000001,0.001916,0.9999439999999999,5.599999999999999e-05,1.0,0.0,0.00087,0.02006,0.0,0.00087,0.00087,2.0,False,0.00011,-0.00011
