x1,label,note,p(u=0|z),p(u=1|z),"p(u=0|z,x)","p(u=1|z,x)","p(y=0|x,u=0,z)","p(y=1|x,u=0,z)","p(y=0|x,u=1,z)","p(y=1|x,u=1,z)","p(y=0|x,z)","p(y=1|x,z)",p(y=0|x),p(y=1|x),"H[p(y|x,u=0,z)]","H[p(y|x,u=1,z)]",H[p(y|x)],"H[p(y|x,z)]","Va = E[H[p(y|x,u,z)]]",true_x,within_threshold,min_Va,max_Ve
-4.2,0,x1 = -4.2,1.0,0.0,0.9999,0.0001,0.999976,2.4e-05,0.9711779999999999,0.028821999999999997,0.999976,2.4e-05,0.99999,1e-05,0.0004,0.18845,0.00018,0.0004,0.00042,2.0,True,0.00045,-0.00027
11.1,0,x1 = 11.1,0.0002,0.9998000000000001,0.00247,0.99753,0.998494,0.001506,0.993234,0.0067659999999999994,0.9932350520000002,0.006764948000000001,0.99999,1e-05,0.01629,0.05849,0.00018,0.05849,0.05839,2.0,True,0.00045,-0.00027
-8.1,0,x1 = -8.1,1.0,0.0,0.99999,1e-05,0.9997959999999999,0.00020400000000000003,0.938818,0.06118199999999999,0.9997959999999999,0.00020400000000000003,0.99999,1e-05,0.0028,0.33212,0.00018,0.0028,0.0028,2.0,True,0.00045,-0.00027
2.8,0,x1 = 2.8,0.9999800000000001,2e-05,0.9985000000000002,0.0015,0.999994,6e-06,0.9633460000000001,0.036654,0.9999932670400001,6.732960000000001e-06,0.99999,1e-05,0.00011,0.22673,0.00018,0.00013,0.00045,2.0,True,0.00045,-0.00027
-21.9,0,x1 = -21.9,0.99999,1e-05,0.9999,0.0001,0.998498,0.0015019999999999999,0.909902,0.09009799999999998,0.9984971140400001,0.00150288596,0.99999,1e-05,0.01625,0.4368,0.00018,0.01626,0.01629,2.0,True,0.00045,-0.00027
13.3,0,x1 = 13.3,0.00043,0.99957,0.00407,0.9959299999999999,0.997228,0.002772,0.9859280000000001,0.014072000000000001,0.985932859,0.014067141000000002,0.99999,1e-05,0.02754,0.10672,0.00018,0.10669,0.1064,2.0,True,0.00045,-0.00027
15.3,0,x1 = 15.3,7e-05,0.99993,0.00043,0.99957,0.984366,0.015634000000000002,0.9633460000000001,0.036654,0.9633474714000001,0.0366525286,0.99999,1e-05,0.11617,0.22673,0.00018,0.22673,0.22668,2.0,True,0.00045,-0.00027
-14.1,0,x1 = -14.1,1.0,0.0,0.99993,7e-05,0.9980819999999999,0.0019180000000000002,0.9537120000000001,0.046287999999999996,0.9980819999999999,0.0019180000000000002,0.99999,1e-05,0.02008,0.27041,0.00018,0.02008,0.0201,2.0,True,0.00045,-0.00027
18.1,0,x1 = 18.1,0.00071,0.99929,0.00522,0.9947800000000001,0.9821300000000001,0.01787,0.9619139999999999,0.038086,0.9619283533599999,0.038071646640000005,0.99999,1e-05,0.12931,0.23345,0.00018,0.23338,0.23291,2.0,True,0.00045,-0.00027
-9.1,0,x1 = -9.1,1.0,0.0,0.9999800000000001,2e-05,0.9997959999999999,0.00020400000000000003,0.9537120000000001,0.046287999999999996,0.9997959999999999,0.00020400000000000003,0.99999,1e-05,0.0028,0.27041,0.00018,0.0028,0.00281,2.0,True,0.00045,-0.00027
