x1,label,note,p(u=0|z),p(u=1|z),"p(u=0|z,x)","p(u=1|z,x)","p(y=0|x,u=0,z)","p(y=1|x,u=0,z)","p(y=0|x,u=1,z)","p(y=1|x,u=1,z)","p(y=0|x,z)","p(y=1|x,z)",p(y=0|x),p(y=1|x),"H[p(y|x,u=0,z)]","H[p(y|x,u=1,z)]",H[p(y|x)],"H[p(y|x,z)]","Va = E[H[p(y|x,u,z)]]",true_x,within_threshold,min_Va,max_Ve
1.8,0,x1 = 1.8,1.0,0.0,0.99999,1e-05,0.996242,0.0037579999999999996,0.40404399999999996,0.595956,0.996242,0.0037579999999999996,0.9947800000000001,0.00522,0.03569,0.97327,0.04709,0.03569,0.0357,3.5,True,0.0357,0.01139
5.9,0,x1 = 5.9,0.8519500000000001,0.14805,0.762214,0.237786,0.717136,0.282864,0.909442,0.090558,0.7456069033000001,0.25439309670000004,0.9947800000000001,0.00522,0.85932,0.43833,0.04709,0.81817,0.75921,3.5,True,0.0357,0.01139
0.7,0,x1 = 0.7,0.99999,1e-05,0.9999,0.0001,0.999058,0.0009420000000000001,0.5425080000000001,0.45749199999999995,0.9990534345000001,0.0009465655000000002,0.9947800000000001,0.00522,0.01083,0.99478,0.04709,0.01087,0.01093,3.5,True,0.0357,0.01139
3.7,0,x1 = 3.7,0.9985000000000002,0.0015,0.791774,0.20822599999999997,0.999986,1.3999999999999998e-05,0.066402,0.9335979999999999,0.9985856240000002,0.0014143759999999997,0.9947800000000001,0.00522,0.00025,0.35235,0.04709,0.01543,0.07357,3.5,True,0.0357,0.01139
-3.0,0,x1 = -3.0,0.9997399999999999,0.00026,0.9985000000000002,0.0015,0.998748,0.0012519999999999999,0.155202,0.8447980000000002,0.9985286780399998,0.0014713219599999997,0.9947800000000001,0.00522,0.01388,0.62271,0.04709,0.01596,0.01479,3.5,True,0.0357,0.01139
6.5,0,x1 = 6.5,0.95257,0.04743,0.824446,0.17555400000000002,0.8487739999999999,0.151226,0.944212,0.055788000000000004,0.85330062434,0.14669937566000002,0.9947800000000001,0.00522,0.6129,0.31049,0.04709,0.60152,0.55981,3.5,True,0.0357,0.01139
7.1,0,x1 = 7.1,0.9770199999999999,0.02298,0.8998799999999999,0.10012000000000001,0.9466680000000001,0.053332000000000004,0.990558,0.009442,0.9476765921999999,0.0523234078,0.9947800000000001,0.00522,0.30039,0.07707,0.04709,0.29619,0.27803,3.5,True,0.0357,0.01139
-0.9,0,x1 = -0.9,0.9999,0.0001,0.9985000000000002,0.0015,0.9980119999999999,0.001988,0.47866,0.52134,0.9979600647999999,0.0020399352,0.9947800000000001,0.00522,0.02071,0.99869,0.04709,0.02117,0.02218,3.5,True,0.0357,0.01139
7.8,0,x1 = 7.8,0.99142,0.00858,0.9626699999999999,0.03733,0.8620560000000002,0.13794399999999998,0.987258,0.012742,0.8631302331600001,0.13686976683999996,0.9947800000000001,0.00522,0.57883,0.09847,0.04709,0.57598,0.5609,3.5,True,0.0357,0.01139
0.5,0,x1 = 0.5,0.9999800000000001,2e-05,0.9998000000000001,0.0002,0.9996600000000001,0.00033999999999999997,0.6089800000000001,0.39102,0.9996521864000002,0.00034781359999999997,0.9947800000000001,0.00522,0.00441,0.96545,0.04709,0.0045,0.0046,3.5,True,0.0357,0.01139
