x1,label,note,p(u=0|z),p(u=1|z),"p(u=0|z,x)","p(u=1|z,x)","p(y=0|x,u=0,z)","p(y=1|x,u=0,z)","p(y=0|x,u=1,z)","p(y=1|x,u=1,z)","p(y=0|x,z)","p(y=1|x,z)",p(y=0|x),p(y=1|x),"H[p(y|x,u=0,z)]","H[p(y|x,u=1,z)]",H[p(y|x)],"H[p(y|x,z)]","Va = E[H[p(y|x,u,z)]]",true_x,within_threshold,min_Va,max_Ve
-4.0,0,x1 = -4.0,0.99996,4e-05,0.9997399999999999,0.00026,0.9996659999999998,0.000334,0.9948359999999999,0.005164,0.9996658067999998,0.00033419319999999995,0.99993,7e-05,0.00434,0.04666,0.00107,0.00434,0.00435,2.8,False,0.00432,-0.00325
10.4,0,x1 = 10.4,0.0,1.0,0.0,1.0,0.9968499999999999,0.003149999999999999,0.986116,0.013884000000000002,0.986116,0.013884000000000002,0.99993,7e-05,0.03072,0.10556,0.00107,0.10556,0.10556,2.8,False,0.00432,-0.00325
-7.7,0,x1 = -7.7,1.0,0.0,0.9999800000000001,2e-05,0.99957,0.00043,0.9948079999999999,0.0051920000000000004,0.99957,0.00043,0.99993,7e-05,0.00543,0.04688,0.00107,0.00543,0.00543,2.8,False,0.00432,-0.00325
2.6,0,x1 = 2.6,1.0,0.0,1.0,0.0,0.9985120000000001,0.0014880000000000002,0.25721000000000005,0.74279,0.9985120000000001,0.0014880000000000002,0.99993,7e-05,0.01612,0.82251,0.00107,0.01612,0.01612,2.8,False,0.00432,-0.00325
-20.6,0,x1 = -20.6,0.9999499999999999,5e-05,0.9998000000000001,0.0002,0.9992699999999999,0.0007300000000000001,0.9948159999999999,0.005184,0.9992697772999998,0.0007302227,0.99993,7e-05,0.00866,0.04681,0.00107,0.00866,0.00867,2.8,False,0.00432,-0.00325
12.4,0,x1 = 12.4,0.0,1.0,1e-05,0.99999,0.9980879999999999,0.0019119999999999999,0.9764100000000001,0.02359,0.9764100000000001,0.02359,0.99993,7e-05,0.02002,0.16115,0.00107,0.16115,0.16115,2.8,False,0.00432,-0.00325
14.3,0,x1 = 14.3,0.0001,0.9999,0.00034,0.9996600000000001,0.995946,0.0040539999999999994,0.9618220000000001,0.038178000000000004,0.9618254124000001,0.038174587600000004,0.99993,7e-05,0.03805,0.23388,0.00107,0.23386,0.23381,2.8,False,0.00432,-0.00325
-13.3,0,x1 = -13.3,0.9999800000000001,2e-05,0.99993,7e-05,0.99929,0.00071,0.9948159999999999,0.005184,0.99928991052,0.00071008948,0.99993,7e-05,0.00845,0.04681,0.00107,0.00845,0.00845,2.8,False,0.00432,-0.00325
16.9,0,x1 = 16.9,0.0002,0.9998000000000001,0.00043,0.99957,0.9933820000000001,0.006617999999999999,0.9516280000000001,0.048372,0.9516363508000003,0.048363649200000004,0.99993,7e-05,0.05743,0.27944,0.00107,0.2794,0.27934,2.8,False,0.00432,-0.00325
-8.6,0,x1 = -8.6,0.99999,1e-05,0.9999400000000002,6.000000000000001e-05,0.999668,0.000332,0.994772,0.005228,0.9996679510400001,0.00033204896000000006,0.99993,7e-05,0.00432,0.04715,0.00107,0.00432,0.00432,2.8,False,0.00432,-0.00325
