x1,label,note,p(u=0|z),p(u=1|z),"p(u=0|z,x)","p(u=1|z,x)","p(y=0|x,u=0,z)","p(y=1|x,u=0,z)","p(y=0|x,u=1,z)","p(y=1|x,u=1,z)","p(y=0|x,z)","p(y=1|x,z)",p(y=0|x),p(y=1|x),"H[p(y|x,u=0,z)]","H[p(y|x,u=1,z)]",H[p(y|x)],"H[p(y|x,z)]","Va = E[H[p(y|x,u,z)]]",true_x,within_threshold,min_Va,max_Ve
-3.7,0,x1 = -3.7,1.0,0.0,0.9999800000000001,2e-05,0.995974,0.004026,0.407686,0.592314,0.995974,0.004026,0.9998799999999999,0.00012000000000000002,0.03783,0.97527,0.00174,0.03783,0.03785,-2.7,False,0.03785,-0.03611
9.2,0,x1 = 9.2,0.0,1.0,0.0,1.0,0.881174,0.11882599999999999,0.962004,0.037996,0.962004,0.037996,0.9998799999999999,0.00012000000000000002,0.52598,0.23303,0.00174,0.23303,0.23303,-2.7,False,0.03785,-0.03611
-6.9,0,x1 = -6.9,1.0,0.0,1.0,0.0,0.993398,0.006601999999999999,0.6469320000000001,0.35306799999999994,0.993398,0.006601999999999999,0.9998799999999999,0.00012000000000000002,0.05731,0.93678,0.00174,0.05731,0.05731,-2.7,False,0.03785,-0.03611
2.2,0,x1 = 2.2,0.0,1.0,1e-05,0.99999,0.9815760000000001,0.018424000000000003,0.9518420000000001,0.048158,0.9518420000000001,0.048158,0.9998799999999999,0.00012000000000000002,0.1325,0.27852,0.00174,0.27852,0.27852,-2.7,False,0.03785,-0.03611
-18.4,0,x1 = -18.4,0.99999,1e-05,0.99996,4e-05,0.993398,0.006601999999999999,0.742006,0.25799399999999995,0.9933954860800001,0.006604513919999999,0.9998799999999999,0.00012000000000000002,0.05731,0.8237,0.00174,0.05733,0.05734,-2.7,False,0.03785,-0.03611
11.0,0,x1 = 11.0,2e-05,0.9999800000000001,7e-05,0.99993,0.962004,0.037996,0.9518960000000002,0.048104,0.9518962021600003,0.04810379784000001,0.9998799999999999,0.00012000000000000002,0.23303,0.27829,0.00174,0.27829,0.27829,-2.7,False,0.03785,-0.03611
12.7,0,x1 = 12.7,0.0,1.0,0.00034,0.9996600000000001,0.742006,0.25799399999999995,0.7425300000000001,0.25747,0.7425300000000001,0.25747,0.9998799999999999,0.00012000000000000002,0.8237,0.8229,0.00174,0.8229,0.8229,-2.7,False,0.03785,-0.03611
-11.9,0,x1 = -11.9,1.0,0.0,0.9999499999999999,5e-05,0.993398,0.006601999999999999,0.7842140000000001,0.21578599999999998,0.993398,0.006601999999999999,0.9998799999999999,0.00012000000000000002,0.05731,0.7524,0.00174,0.05731,0.05734,-2.7,False,0.03785,-0.03611
15.0,0,x1 = 15.0,4e-05,0.99996,0.0002,0.9998000000000001,0.9392440000000001,0.06075599999999999,0.962016,0.037984000000000004,0.96201508912,0.03798491088,0.9998799999999999,0.00012000000000000002,0.33044,0.23297,0.00174,0.23298,0.23299,-2.7,False,0.03785,-0.03611
-7.7,0,x1 = -7.7,1.0,0.0,0.99999,1e-05,0.9948460000000001,0.005154000000000001,0.597802,0.402198,0.9948460000000001,0.005154000000000001,0.9998799999999999,0.00012000000000000002,0.04659,0.97222,0.00174,0.04659,0.0466,-2.7,False,0.03785,-0.03611
