x1,label,note,p(u=0|z),p(u=1|z),"p(u=0|z,x)","p(u=1|z,x)","p(y=0|x,u=0,z)","p(y=1|x,u=0,z)","p(y=0|x,u=1,z)","p(y=1|x,u=1,z)","p(y=0|x,z)","p(y=1|x,z)",p(y=0|x),p(y=1|x),"H[p(y|x,u=0,z)]","H[p(y|x,u=1,z)]",H[p(y|x)],"H[p(y|x,z)]","Va = E[H[p(y|x,u,z)]]",true_x,within_threshold,min_Va,max_Ve
-4.5,0,x1 = -4.5,0.9999499999999999,5e-05,0.9997399999999999,0.00026,0.99929,0.00071,0.9077379999999998,0.09226199999999998,0.9992854224,0.0007145776,0.99993,7e-05,0.00845,0.44398,0.00107,0.0085,0.00856,2.0,False,0.00467,-0.0036
11.5,0,x1 = 11.5,0.0,1.0,1e-05,0.99999,0.9933019999999999,0.006698,0.9764420000000001,0.023558000000000003,0.9764420000000001,0.023558000000000003,0.99993,7e-05,0.058,0.16098,0.00107,0.16098,0.16098,2.0,False,0.00467,-0.0036
-8.5,0,x1 = -8.5,0.99997,3.0000000000000004e-05,0.9999,0.0001,0.9984520000000001,0.0015480000000000001,0.922676,0.077324,0.9984497267200001,0.00155027328,0.99993,7e-05,0.01668,0.39268,0.00107,0.0167,0.01672,2.0,False,0.00467,-0.0036
2.9,0,x1 = 2.9,0.9998400000000001,0.00016,0.99753,0.00247,0.9998400000000001,0.00015999999999999999,0.5788439999999999,0.42115600000000003,0.9997726406400002,0.00022735936,0.99993,7e-05,0.00225,0.98199,0.00107,0.00308,0.00467,2.0,False,0.00467,-0.0036
-22.8,0,x1 = -22.8,0.9998000000000001,0.0002,0.99929,0.00071,0.998498,0.0015019999999999999,0.9631740000000001,0.036826,0.9984909352000001,0.0015090648,0.99993,7e-05,0.01625,0.22755,0.00107,0.01632,0.0164,2.0,False,0.00467,-0.0036
13.8,0,x1 = 13.8,5e-05,0.9999499999999999,7e-05,0.99993,0.99146,0.00854,0.986076,0.013924,0.9860762691999998,0.0139237308,0.99993,7e-05,0.07095,0.10581,0.00107,0.10581,0.10581,2.0,False,0.00467,-0.0036
15.9,0,x1 = 15.9,2e-05,0.9999800000000001,3.0000000000000004e-05,0.99997,0.971258,0.028742,0.9711779999999999,0.028821999999999997,0.9711780015999999,0.0288219984,0.99993,7e-05,0.18804,0.18845,0.00107,0.18845,0.18845,2.0,False,0.00467,-0.0036
-14.7,0,x1 = -14.7,0.9998400000000001,0.00016,0.9994499999999998,0.00055,0.998498,0.0015019999999999999,0.9532160000000001,0.046784000000000006,0.99849075488,0.00150924512,0.99993,7e-05,0.01625,0.27258,0.00107,0.01632,0.01639,2.0,False,0.00467,-0.0036
18.8,0,x1 = 18.8,7e-05,0.99993,0.0001,0.9999,0.9821300000000001,0.01787,0.970026,0.029974,0.97002684728,0.02997315272,0.99993,7e-05,0.12931,0.19426,0.00107,0.19426,0.19425,2.0,False,0.00467,-0.0036
-9.5,0,x1 = -9.5,0.99996,4e-05,0.9999,0.0001,0.9990840000000001,0.0009160000000000001,0.9528559999999999,0.047144,0.9990821508800001,0.00091784912,0.99993,7e-05,0.01057,0.27414,0.00107,0.01058,0.0106,2.0,False,0.00467,-0.0036
