x1,label,note,p(u=0|z),p(u=1|z),"p(u=0|z,x)","p(u=1|z,x)","p(y=0|x,u=0,z)","p(y=1|x,u=0,z)","p(y=0|x,u=1,z)","p(y=1|x,u=1,z)","p(y=0|x,z)","p(y=1|x,z)",p(y=0|x),p(y=1|x),"H[p(y|x,u=0,z)]","H[p(y|x,u=1,z)]",H[p(y|x)],"H[p(y|x,z)]","Va = E[H[p(y|x,u,z)]]",true_x,within_threshold,min_Va,max_Ve
1.4,0,x1 = 1.4,1.0,0.0,1.0,0.0,0.999146,0.0008539999999999999,0.717918,0.28208200000000005,0.999146,0.0008539999999999999,0.99996,4e-05,0.00994,0.85827,0.00064,0.00994,0.00994,-2.7,True,0.00048,0.00016
6.8,0,x1 = 6.8,0.0,1.0,0.0,1.0,0.9793860000000001,0.020614,0.924586,0.07541400000000001,0.924586,0.07541400000000001,0.99996,4e-05,0.14487,0.38581,0.00064,0.38581,0.38581,-2.7,True,0.00048,0.00016
0.0,0,x1 = 0.0,0.99999,1e-05,0.9998000000000001,0.0002,0.9998100000000001,0.00019,0.61887,0.38113,0.9998061906000002,0.0001938094,0.99996,4e-05,0.00262,0.95884,0.00064,0.00267,0.00281,-2.7,True,0.00048,0.00016
3.9,0,x1 = 3.9,0.99999,1e-05,0.9994499999999998,0.00055,0.999684,0.00031600000000000004,0.927492,0.07250799999999999,0.9996832780800001,0.00031672192,0.99996,4e-05,0.00413,0.37521,0.00064,0.00414,0.00433,-2.7,True,0.00048,0.00016
-4.8,0,x1 = -4.8,0.9999400000000002,6.000000000000001e-05,0.9997399999999999,0.00026,0.999358,0.000642,0.45941400000000004,0.540586,0.9993256033600001,0.0006743966400000001,0.99996,4e-05,0.00773,0.99524,0.00064,0.00808,0.00799,-2.7,True,0.00048,0.00016
7.6,0,x1 = 7.6,2e-05,0.9999800000000001,2e-05,0.9999800000000001,0.9741840000000002,0.025816,0.889292,0.110708,0.8892936978400001,0.11070630216000002,0.99996,4e-05,0.17295,0.50205,0.00064,0.50204,0.50204,-2.7,True,0.00048,0.00016
8.3,0,x1 = 8.3,6.000000000000001e-05,0.9999400000000002,4e-05,0.99996,0.987414,0.012586,0.9442360000000001,0.055763999999999994,0.9442385906800002,0.055761409320000004,0.99996,4e-05,0.09749,0.31039,0.00064,0.31038,0.31038,-2.7,True,0.00048,0.00016
-2.1,0,x1 = -2.1,0.99999,1e-05,0.99993,7e-05,0.999972,2.7999999999999996e-05,0.046434,0.953566,0.99996246462,3.753538e-05,0.99996,4e-05,0.00046,0.27105,0.00064,0.00061,0.00048,-2.7,True,0.00048,0.00016
9.3,0,x1 = 9.3,0.00034,0.9996600000000001,0.00012000000000000002,0.9998799999999999,0.992094,0.007906,0.951284,0.048716,0.9512978754000001,0.04870212460000001,0.99996,4e-05,0.06657,0.28092,0.00064,0.28086,0.28089,-2.7,True,0.00048,0.00016
-0.3,0,x1 = -0.3,0.99999,1e-05,0.9994499999999998,0.00055,0.9999140000000001,8.6e-05,0.030914000000000004,0.9690860000000001,0.9999043100000001,9.569000000000001e-05,0.99996,4e-05,0.00129,0.19896,0.00064,0.00142,0.0014,-2.7,True,0.00048,0.00016
