x1,label,note,p(u=0|z),p(u=1|z),"p(u=0|z,x)","p(u=1|z,x)","p(y=0|x,u=0,z)","p(y=1|x,u=0,z)","p(y=0|x,u=1,z)","p(y=1|x,u=1,z)","p(y=0|x,z)","p(y=1|x,z)",p(y=0|x),p(y=1|x),"H[p(y|x,u=0,z)]","H[p(y|x,u=1,z)]",H[p(y|x)],"H[p(y|x,z)]","Va = E[H[p(y|x,u,z)]]",true_x,within_threshold,min_Va,max_Ve
1.3,0,x1 = 1.3,1.0,0.0,0.99999,1e-05,0.9997260000000001,0.000274,0.656808,0.343192,0.9997260000000001,0.000274,0.99807,0.00193,0.00364,0.92784,0.02018,0.00364,0.00365,2.8,True,0.01105,0.00913
5.7,0,x1 = 5.7,0.8519500000000001,0.14805,0.524872,0.47512799999999994,0.9708080000000001,0.029192000000000003,0.758544,0.24145599999999998,0.9393823148000002,0.0606176852,0.99807,0.00193,0.19032,0.79745,0.02018,0.32989,0.47878,2.8,True,0.01105,0.00913
0.2,0,x1 = 0.2,0.9999499999999999,5e-05,0.9998799999999999,0.00012000000000000002,0.999426,0.000574,0.713272,0.286728,0.9994116922999999,0.0005883077,0.99807,0.00193,0.00701,0.86446,0.02018,0.00716,0.00711,2.8,True,0.01105,0.00913
3.3,0,x1 = 3.3,0.99142,0.00858,0.94973,0.050269999999999995,0.999968,3.2000000000000005e-05,0.9822919999999999,0.017708,0.9998163399199999,0.00018366008000000002,0.99807,0.00193,0.00052,0.12837,0.02018,0.00254,0.00695,2.8,True,0.01105,0.00913
-3.7,0,x1 = -3.7,0.9997399999999999,0.00026,0.9988300000000001,0.00117,0.9989760000000001,0.001024,0.9407019999999999,0.059298000000000003,0.99896084876,0.0010391512399999998,0.99807,0.00193,0.01165,0.32465,0.02018,0.0118,0.01202,2.8,True,0.01105,0.00913
6.3,0,x1 = 6.3,0.98201,0.01799,0.868154,0.131846,0.977674,0.022326000000000002,0.944212,0.055788000000000004,0.9770720186200001,0.022927981380000004,0.99807,0.00193,0.15431,0.31049,0.02018,0.15758,0.1749,2.8,True,0.01105,0.00913
6.9,0,x1 = 6.9,0.9241399999999999,0.07586,0.26894,0.73106,0.9815719999999999,0.018428,0.9522660000000001,0.047734,0.9793488468399998,0.020651153159999998,0.99807,0.00193,0.13252,0.27669,0.02018,0.14508,0.23792,2.8,True,0.01105,0.00913
-1.5,0,x1 = -1.5,0.9999400000000002,6.000000000000001e-05,0.99909,0.00091,0.9988020000000001,0.001198,0.88163,0.11837,0.9987949696800001,0.0012050303200000002,0.99807,0.00193,0.01335,0.52466,0.02018,0.01342,0.01382,2.8,True,0.01105,0.00913
7.7,0,x1 = 7.7,0.98201,0.01799,0.6270279999999999,0.372972,0.984726,0.015274000000000001,0.857884,0.142116,0.98244411242,0.017555887580000002,0.99807,0.00193,0.11401,0.58975,0.02018,0.12749,0.29145,2.8,True,0.01105,0.00913
-0.1,0,x1 = -0.1,0.9999400000000002,6.000000000000001e-05,0.99957,0.00043,0.999052,0.0009480000000000001,0.9269919999999999,0.07300799999999999,0.9990476764000003,0.0009523236000000002,0.99807,0.00193,0.01089,0.37705,0.02018,0.01093,0.01105,2.8,True,0.01105,0.00913
