x1,label,note,p(u=0|z),p(u=1|z),"p(u=0|z,x)","p(u=1|z,x)","p(y=0|x,u=0,z)","p(y=1|x,u=0,z)","p(y=0|x,u=1,z)","p(y=1|x,u=1,z)","p(y=0|x,z)","p(y=1|x,z)",p(y=0|x),p(y=1|x),"H[p(y|x,u=0,z)]","H[p(y|x,u=1,z)]",H[p(y|x)],"H[p(y|x,z)]","Va = E[H[p(y|x,u,z)]]",true_x,within_threshold,min_Va,max_Ve
-4.0,0,x1 = -4.0,0.99996,4e-05,0.9997399999999999,0.00026,0.0036420000000000003,0.9963580000000001,0.001286,0.998714,0.00364190576,0.99635809424,0.06009,0.93991,0.03475,0.0142,0.3278,0.03475,0.03474,0.6,False,0.02752,0.30028
10.4,0,x1 = 10.4,0.0,1.0,0.0,1.0,0.01659,0.9834099999999999,0.0028359999999999995,0.997164,0.0028359999999999995,0.997164,0.06009,0.93991,0.12184,0.02808,0.3278,0.02808,0.02808,0.6,False,0.02752,0.30028
-7.7,0,x1 = -7.7,1.0,0.0,0.9999800000000001,2e-05,0.0036420000000000003,0.9963580000000001,0.001286,0.998714,0.0036420000000000003,0.9963580000000001,0.06009,0.93991,0.03475,0.0142,0.3278,0.03475,0.03475,0.6,False,0.02752,0.30028
2.6,0,x1 = 2.6,1.0,0.0,1.0,0.0,0.279316,0.7206840000000001,0.012586,0.987414,0.279316,0.7206840000000001,0.06009,0.93991,0.85452,0.09749,0.3278,0.85452,0.85452,0.6,False,0.02752,0.30028
-20.6,0,x1 = -20.6,0.9999499999999999,5e-05,0.9998000000000001,0.0002,0.007358000000000001,0.9926419999999998,0.001702,0.9982979999999999,0.0073577172,0.9926422827999997,0.06009,0.93991,0.06272,0.01811,0.3278,0.06272,0.06271,0.6,False,0.02752,0.30028
12.4,0,x1 = 12.4,0.0,1.0,1e-05,0.99999,0.021196,0.978804,0.0027700000000000003,0.9972300000000001,0.0027700000000000003,0.9972300000000001,0.06009,0.93991,0.1481,0.02752,0.3278,0.02752,0.02752,0.6,False,0.02752,0.30028
14.3,0,x1 = 14.3,0.0001,0.9999,0.00026,0.9997399999999999,0.021196,0.978804,0.0027700000000000003,0.9972300000000001,0.0027718426000000003,0.9972281574000001,0.06009,0.93991,0.1481,0.02752,0.3278,0.02754,0.02755,0.6,False,0.02752,0.30028
-13.3,0,x1 = -13.3,0.9999800000000001,2e-05,0.9999400000000002,6.000000000000001e-05,0.00481,0.99519,0.0016300000000000002,0.9983700000000001,0.0048099364,0.9951900636000001,0.06009,0.93991,0.04396,0.01744,0.3278,0.04396,0.04396,0.6,False,0.02752,0.30028
16.9,0,x1 = 16.9,0.0002,0.9998000000000001,0.00055,0.9994499999999998,0.029309999999999996,0.97069,0.003556,0.996444,0.0035611508000000006,0.9964388492000001,0.06009,0.93991,0.19092,0.03405,0.3278,0.03409,0.03414,0.6,False,0.02752,0.30028
-8.6,0,x1 = -8.6,0.99999,1e-05,0.9999400000000002,6.000000000000001e-05,0.003556,0.996444,0.0016300000000000002,0.9983700000000001,0.0035559807400000003,0.99644401926,0.06009,0.93991,0.03405,0.01744,0.3278,0.03405,0.03405,0.6,False,0.02752,0.30028
