x1,label,note,p(u=0|z),p(u=1|z),"p(u=0|z,x)","p(u=1|z,x)","p(y=0|x,u=0,z)","p(y=1|x,u=0,z)","p(y=0|x,u=1,z)","p(y=1|x,u=1,z)","p(y=0|x,z)","p(y=1|x,z)",p(y=0|x),p(y=1|x),"H[p(y|x,u=0,z)]","H[p(y|x,u=1,z)]",H[p(y|x)],"H[p(y|x,z)]","Va = E[H[p(y|x,u,z)]]",true_x,within_threshold,min_Va,max_Ve
-3.5,0,x1 = -3.5,1.0,0.0,0.9999800000000001,2e-05,0.99992,8e-05,0.9915160000000001,0.008484,0.99992,8e-05,1.0,0.0,0.0012,0.07057,0.0,0.0012,0.0012,1.0,False,0.00021,-0.00021
12.3,0,x1 = 12.3,0.0,1.0,0.0,1.0,0.9998440000000001,0.00015599999999999997,0.9990960000000001,0.000904,0.9990960000000001,0.000904,1.0,0.0,0.0022,0.01044,0.0,0.01044,0.01044,1.0,False,0.00021,-0.00021
-7.5,0,x1 = -7.5,1.0,0.0,1.0,0.0,0.999742,0.000258,0.9764100000000001,0.02359,0.999742,0.000258,1.0,0.0,0.00345,0.16115,0.0,0.00345,0.00345,1.0,False,0.00021,-0.00021
3.8,0,x1 = 3.8,0.9999499999999999,5e-05,0.9996600000000001,0.00034,0.9999879999999999,1.2000000000000002e-05,0.9996700000000001,0.00033,0.9999879840999998,1.2015900000000001e-05,1.0,0.0,0.00021,0.00429,0.0,0.00021,0.00021,1.0,False,0.00021,-0.00021
-21.7,0,x1 = -21.7,1.0,0.0,0.99996,4e-05,0.99956,0.00044,0.9815480000000001,0.018452000000000003,0.99956,0.00044,1.0,0.0,0.00554,0.13266,0.0,0.00554,0.00555,1.0,False,0.00021,-0.00021
14.6,0,x1 = 14.6,0.0,1.0,1e-05,0.99999,0.9990960000000001,0.000904,0.9985139999999999,0.001486,0.9985139999999999,0.001486,1.0,0.0,0.01044,0.0161,0.0,0.0161,0.0161,1.0,False,0.00021,-0.00021
16.6,0,x1 = 16.6,1e-05,0.99999,3.0000000000000004e-05,0.99997,0.9985060000000001,0.001494,0.9985100000000001,0.00149,0.9985099999600002,0.00149000004,1.0,0.0,0.01618,0.01614,0.0,0.01614,0.01614,1.0,False,0.00021,-0.00021
-13.6,0,x1 = -13.6,1.0,0.0,0.99996,4e-05,0.9996700000000001,0.00033,0.9764420000000001,0.023558000000000003,0.9996700000000001,0.00033,1.0,0.0,0.00429,0.16098,0.0,0.00429,0.0043,1.0,False,0.00021,-0.00021
19.5,0,x1 = 19.5,1e-05,0.99999,3.0000000000000004e-05,0.99997,0.9994500000000001,0.0005499999999999999,0.9988379999999999,0.001162,0.99883800612,0.00116199388,1.0,0.0,0.00675,0.013,0.0,0.013,0.013,1.0,False,0.00021,-0.00021
-8.5,0,x1 = -8.5,1.0,0.0,0.99999,1e-05,0.999792,0.000208,0.989128,0.010872,0.999792,0.000208,1.0,0.0,0.00284,0.08652,0.0,0.00284,0.00284,1.0,False,0.00021,-0.00021
