x1,label,note,p(u=0|z),p(u=1|z),"p(u=0|z,x)","p(u=1|z,x)","p(y=0|x,u=0,z)","p(y=1|x,u=0,z)","p(y=0|x,u=1,z)","p(y=1|x,u=1,z)","p(y=0|x,z)","p(y=1|x,z)",p(y=0|x),p(y=1|x),"H[p(y|x,u=0,z)]","H[p(y|x,u=1,z)]",H[p(y|x)],"H[p(y|x,z)]","Va = E[H[p(y|x,u,z)]]",true_x,within_threshold,min_Va,max_Ve
1.8,0,x1 = 1.8,1.0,0.0,0.9999499999999999,5e-05,0.9999600000000001,4e-05,0.283004,0.716996,0.9999600000000001,4e-05,0.99999,1e-05,0.00064,0.85951,0.00018,0.00064,0.00068,0.8,True,0.00043,-0.00025
5.9,0,x1 = 5.9,0.8519500000000001,0.14805,0.86249,0.13751,0.9993779999999999,0.0006219999999999999,0.9991920000000001,0.000808,0.9993504626999999,0.0006495372999999999,0.99999,1e-05,0.00752,0.00947,0.00018,0.00781,0.00779,0.8,True,0.00043,-0.00025
0.7,0,x1 = 0.7,0.99999,1e-05,0.99997,3.0000000000000004e-05,0.999992,8.000000000000001e-06,0.000508,0.999492,0.99998200516,1.7994840000000002e-05,0.99999,1e-05,0.00015,0.00629,0.00018,0.00031,0.00015,0.8,True,0.00043,-0.00025
3.7,0,x1 = 3.7,0.9985000000000002,0.0015,0.95257,0.04743,0.999992,8.000000000000001e-06,0.9989779999999999,0.001022,0.9999904790000002,9.521000000000003e-06,0.99999,1e-05,0.00015,0.01163,0.00018,0.00017,0.00069,0.8,True,0.00043,-0.00025
-3.0,0,x1 = -3.0,0.9997399999999999,0.00026,0.99753,0.00247,0.999996,4.000000000000001e-06,0.979738,0.020262,0.9999907329199998,9.26708e-06,0.99999,1e-05,8e-05,0.14291,0.00018,0.00017,0.00043,0.8,True,0.00043,-0.00025
6.5,0,x1 = 6.5,0.95257,0.04743,0.9241399999999999,0.07586,0.999604,0.000396,0.9997339999999999,0.00026600000000000007,0.9996101659000001,0.0003898341,0.99999,1e-05,0.00505,0.00354,0.00018,0.00498,0.00494,0.8,True,0.00043,-0.00025
7.1,0,x1 = 7.1,0.9770199999999999,0.02298,0.93991,0.06009,0.9995179999999999,0.00048199999999999995,0.999204,0.000796,0.9995107842799997,0.0004892157199999999,0.99999,1e-05,0.00601,0.00934,0.00018,0.00609,0.00621,0.8,True,0.00043,-0.00025
-0.9,0,x1 = -0.9,0.9999,0.0001,0.9988300000000001,0.00117,0.999998,2.0000000000000003e-06,0.055538,0.944462,0.9999035540000001,9.6446e-05,0.99999,1e-05,4e-05,0.30947,0.00018,0.00143,0.0004,0.8,True,0.00043,-0.00025
7.8,0,x1 = 7.8,0.99142,0.00858,0.98201,0.01799,0.994468,0.0055320000000000005,0.9934099999999999,0.00659,0.99445892236,0.00554107764,0.99999,1e-05,0.04944,0.05722,0.00018,0.04951,0.04958,0.8,True,0.00043,-0.00025
0.5,0,x1 = 0.5,0.9999800000000001,2e-05,0.9998799999999999,0.00012000000000000002,0.999998,2.0000000000000003e-06,0.000954,0.9990460000000001,0.9999780191200002,2.1980880000000007e-05,0.99999,1e-05,4e-05,0.01095,0.00018,0.00037,4e-05,0.8,True,0.00043,-0.00025
