x1,label,note,p(u=0|z),p(u=1|z),"p(u=0|z,x)","p(u=1|z,x)","p(y=0|x,u=0,z)","p(y=1|x,u=0,z)","p(y=0|x,u=1,z)","p(y=1|x,u=1,z)","p(y=0|x,z)","p(y=1|x,z)",p(y=0|x),p(y=1|x),"H[p(y|x,u=0,z)]","H[p(y|x,u=1,z)]",H[p(y|x)],"H[p(y|x,z)]","Va = E[H[p(y|x,u,z)]]",true_x,within_threshold,min_Va,max_Ve
-3.5,0,x1 = -3.5,1.0,0.0,0.99997,3.0000000000000004e-05,0.9999439999999999,5.599999999999999e-05,0.9859280000000001,0.014072000000000001,0.9999439999999999,5.599999999999999e-05,1.0,0.0,0.00087,0.10672,0.0,0.00087,0.00087,0.6,False,0.00021,-0.00021
12.3,0,x1 = 12.3,0.0,1.0,0.0,1.0,0.9998799999999999,0.00012000000000000002,0.9988340000000001,0.001166,0.9988340000000001,0.001166,1.0,0.0,0.00174,0.01304,0.0,0.01304,0.01304,0.6,False,0.00021,-0.00021
-7.5,0,x1 = -7.5,1.0,0.0,1.0,0.0,0.9998400000000001,0.00016,0.969642,0.030358000000000003,0.9998400000000001,0.00016,1.0,0.0,0.00225,0.19618,0.0,0.00225,0.00225,0.6,False,0.00021,-0.00021
3.8,0,x1 = 3.8,0.9999499999999999,5e-05,0.9994499999999998,0.00055,0.9999879999999999,1.2000000000000002e-05,0.99957,0.00043,0.9999879790999998,1.20209e-05,1.0,0.0,0.00021,0.00543,0.0,0.00021,0.00021,0.6,False,0.00021,-0.00021
-21.7,0,x1 = -21.7,1.0,0.0,0.99996,4e-05,0.999792,0.00020800000000000001,0.969642,0.030358000000000003,0.999792,0.00020800000000000001,1.0,0.0,0.00284,0.19618,0.0,0.00284,0.00285,0.6,False,0.00021,-0.00021
14.6,0,x1 = 14.6,0.0,1.0,1e-05,0.99999,0.9975100000000001,0.00249,0.99146,0.00854,0.99146,0.00854,1.0,0.0,0.02513,0.07095,0.0,0.07095,0.07095,0.6,False,0.00021,-0.00021
16.6,0,x1 = 16.6,1e-05,0.99999,4e-05,0.99996,0.9967880000000001,0.0032120000000000004,0.9890700000000001,0.010929999999999999,0.9890700771800002,0.01092992282,1.0,0.0,0.03123,0.0869,0.0,0.0869,0.0869,0.6,False,0.00021,-0.00021
-13.6,0,x1 = -13.6,1.0,0.0,0.9999400000000002,6.000000000000001e-05,0.9996659999999998,0.000334,0.9384979999999998,0.06150199999999999,0.9996659999999998,0.000334,1.0,0.0,0.00434,0.33338,0.0,0.00434,0.00436,0.6,False,0.00021,-0.00021
19.5,0,x1 = 19.5,1e-05,0.99999,3.0000000000000004e-05,0.99997,0.9990840000000001,0.0009160000000000001,0.9948039999999999,0.005196000000000001,0.9948040427999999,0.005195957200000001,1.0,0.0,0.01057,0.04691,0.0,0.04691,0.04691,0.6,False,0.00021,-0.00021
-8.5,0,x1 = -8.5,1.0,0.0,0.99999,1e-05,0.9997400000000001,0.00026,0.961422,0.038578,0.9997400000000001,0.00026,1.0,0.0,0.00347,0.23573,0.0,0.00347,0.00347,0.6,False,0.00021,-0.00021
