x1,x2,label
0.74,0.43,0
0.2,-0.34,1
0.88,-0.31,0
0.61,-0.15,0
0.65,-0.45,0
1.15,-0.3,1
1.03,0.37,0
0.45,-0.24,1
-0.85,-0.92,0
0.92,0.45,0
-0.79,0.66,0
0.22,-0.82,1
-0.48,0.45,0
0.96,0.49,0
-0.1,0.77,0
-0.16,0.23,0
1.05,0.08,0
1.35,-0.35,1
0.22,-0.35,1
-0.73,-0.83,0
0.42,0.73,0
-0.03,-0.74,0
-0.19,-0.66,1
0.08,0.83,0
-0.07,0.55,1
0.67,-0.83,0
0.61,-0.28,1
0.38,0.39,0
0.54,0.08,0
-0.27,-0.37,1
0.76,-0.78,0
0.27,1.04,0
-0.31,-0.17,1
-0.36,-0.45,0
-1.08,-0.04,0
0.86,-0.22,1
-0.07,0.59,0
-0.44,0.89,0
-0.62,-0.27,1
-0.13,0.09,1
-0.25,1.04,0
-0.31,-0.33,0
-0.48,-0.01,0
0.66,-0.33,1
1.27,-0.16,0
-0.4,-0.25,1
1.41,-0.29,0
0.55,-0.12,0
1.33,0.09,0
0.51,0.44,0
