x1,x2,label
1.33,0.09,0
0.51,1.34,0
0.91,0.6,0
1.37,-0.32,1
1.24,-0.69,1
0.29,-0.54,0
0.96,-0.05,1
-0.24,0.84,0
0.97,0.43,0
-1.39,0.39,0
1.24,0.02,1
-0.17,-0.91,1
-0.78,0.4,0
-0.12,0.3,1
1.67,0.51,0
1.3,0.73,1
0.46,-0.46,1
0.8,0.17,0
0.51,1.17,0
0.36,0.35,0
-0.53,0.54,1
-1.41,-0.64,1
0.3,-0.94,0
1.84,0.42,0
0.7,0.05,0
-0.08,0.04,0
1.03,0.49,0
0.02,1.09,0
0.26,0.38,1
0.72,0.71,0
1.16,0.28,0
1.16,-0.45,0
-0.31,0.69,0
-0.76,0.38,1
1.43,-0.62,0
-0.52,0.43,0
-0.57,-0.19,1
-0.15,0.42,0
-1.12,0.07,0
0.26,-0.06,0
1.65,0.51,1
1.11,0.01,1
1.22,-0.19,1
-0.44,-0.15,1
0.51,0.8,0
-0.62,0.02,0
0.01,0.06,1
-0.63,-0.36,0
-1.13,-0.4,0
0.08,-0.03,0
