x1,x2,label
0.59,-0.16,1
-0.42,-0.05,1
1.01,0.87,0
1.78,-0.45,1
-0.07,1.16,0
-0.36,-0.18,1
0.95,0.59,0
0.51,-0.47,1
-0.02,-0.29,1
-1.26,-0.19,0
0.28,-0.39,1
-0.33,0.12,1
0.1,-0.39,1
1.52,0.31,0
-0.37,-0.43,1
0.85,0.83,0
0.61,-0.3,1
0.93,-0.15,0
0.37,0.24,1
-0.92,0.57,0
1.37,0.04,0
-0.78,-0.55,0
0.09,1.24,0
1.67,-0.1,1
-0.66,0.33,0
-0.1,-0.05,1
0.56,-0.14,0
-1.58,-0.11,0
-0.08,0.07,1
-1.43,0.4,0
0.71,-0.49,1
0.02,-0.32,1
-0.22,-0.09,1
-0.74,-0.78,0
1.53,-0.08,1
0.35,0.33,1
-0.3,1.01,0
0.65,0.22,0
1.56,-0.08,1
-1.28,-0.59,0
0.74,0.43,0
0.2,-0.34,1
1.42,-0.31,1
0.61,-0.15,0
0.65,-0.45,1
1.15,-0.3,1
1.03,0.32,0
0.45,-0.24,1
-0.85,-0.07,0
0.92,0.45,0
