x1,x2,label
1.78,0.08,1
0.89,-0.39,0
-1.42,-0.02,0
-0.9,0.32,0
1.34,-0.37,1
0.29,0.79,0
-1.17,-0.4,0
-0.79,0.16,0
-0.83,-0.13,0
0.85,-0.54,1
1.54,-0.49,1
0.06,0.57,1
0.59,-0.24,1
0.24,1.11,0
0.35,1.21,0
1.61,0.94,1
-0.67,-0.01,0
-0.88,0.69,0
0.46,-0.58,1
-0.47,-0.48,0
-0.4,1.03,0
0.67,-0.2,1
-1.04,-0.11,0
-1.13,-0.91,0
0.01,-0.66,1
-0.2,-0.2,1
-0.37,0.47,0
0.7,0.51,0
-0.33,0.59,1
-0.2,1.23,0
0.49,-0.51,0
-0.73,-0.21,0
0.41,0.64,1
-0.1,0.63,1
0.44,0.86,0
-1.29,0.01,0
1.21,-0.65,1
0.12,1.38,0
-0.12,-0.78,1
0.69,0.13,0
0.76,0.35,0
-0.44,0.76,0
-0.23,1.02,0
0.61,0.89,0
-1.33,-0.36,0
-0.89,0.01,0
0.33,-0.3,1
-1.04,0.48,0
0.26,0.97,0
-0.59,-0.08,0
