x1,x2,label
-0.18,0.95,0
0.85,-0.54,1
1.54,-0.49,1
0.99,0.57,0
0.59,-0.24,1
0.91,1.11,0
0.21,1.21,0
1.61,0.94,0
-0.4,-0.01,1
0.88,1.01,0
0.46,-0.61,1
-0.47,-0.48,0
-0.4,1.03,0
0.67,-0.2,1
-1.04,-0.11,0
-1.13,-0.91,0
0.01,-0.66,0
-0.2,-0.2,0
-0.37,0.47,0
0.25,0.51,0
-0.33,0.59,0
-0.2,1.23,0
0.49,-0.91,0
-0.73,-0.21,1
0.96,0.94,0
-0.1,0.95,0
0.96,0.86,0
-1.29,0.01,0
0.51,-0.65,1
0.12,1.1,0
-0.12,-0.03,1
0.69,0.13,0
0.76,0.35,0
-0.44,0.76,0
-0.23,1.02,0
0.61,0.89,0
-0.33,-0.36,1
-0.89,1.01,0
0.33,-0.8,1
-0.04,1.22,0
0.26,0.97,0
-0.59,-0.08,0
1.55,0.17,0
0.43,0.75,0
1.59,-0.51,1
0.63,0.92,0
-1.26,-0.29,1
-0.47,0.47,0
1.54,-0.94,1
1.53,0.03,0
