x1,x2,label
-0.25,1.16,0
-0.31,-0.33,0
-0.48,-0.01,0
1.66,-0.33,1
0.27,-0.16,0
-0.92,-0.25,0
1.41,-0.29,1
0.29,-0.12,0
1.33,0.09,0
0.51,1.21,0
0.91,0.6,0
1.37,-0.32,1
1.24,-0.69,1
0.29,-0.54,0
0.96,-0.05,1
-0.24,-0.06,0
0.97,0.43,0
-1.39,0.39,0
1.24,0.02,1
-0.17,-0.42,1
-0.78,0.4,0
-0.12,0.12,1
1.67,0.28,0
1.3,0.14,1
0.46,-0.07,1
-0.44,1.05,0
0.51,1.17,0
0.18,0.35,1
-0.53,0.54,1
-0.41,-0.64,1
0.3,-0.57,0
1.63,0.42,0
0.7,0.05,0
-0.08,0.25,1
1.03,0.49,0
0.02,1.09,0
0.26,0.38,1
0.72,0.71,0
1.16,0.28,0
1.16,-0.45,0
-0.31,0.69,0
-0.76,0.38,0
1.43,-0.62,0
-0.52,0.43,0
-0.57,-0.19,1
-0.15,0.42,0
-0.12,0.61,0
0.26,-0.06,0
1.65,0.26,1
1.11,0.01,1
