x1,x2,label
0.03,0.8,0
-0.62,0.89,0
0.01,0.06,1
-0.63,-0.36,0
-1.13,0.4,0
0.08,-0.03,1
-0.74,0.83,0
-0.47,0.63,0
1.59,-0.79,1
-0.48,-0.23,1
0.36,-0.86,1
0.03,0.29,1
1.62,-0.52,1
-0.7,-0.44,0
0.2,-0.4,1
-0.79,0.54,0
-0.37,-0.17,1
-0.13,-0.68,1
-0.27,-0.63,1
0.24,-0.51,1
-0.18,-0.43,1
-0.48,-0.62,1
-0.88,-0.14,1
-0.2,-0.89,1
0.6,0.91,0
1.65,-0.45,1
1.62,0.12,0
0.09,0.38,1
-0.56,-0.31,1
-0.17,-0.65,1
-1.61,-0.02,0
1.24,-0.61,1
-0.2,0.2,1
-0.29,-0.58,1
0.26,1.09,0
0.15,-0.09,1
1.05,0.08,0
0.89,-0.39,0
-0.42,-0.02,1
-0.32,0.97,0
0.34,-0.37,1
0.29,0.79,0
-1.17,-0.4,1
-0.79,-0.16,0
-0.83,-0.13,0
0.85,-0.54,1
1.54,-0.49,1
0.06,0.57,1
0.59,-0.24,1
0.24,1.11,0
