x1,x2,label
1.05,0.08,1
-1.35,-0.06,1
-0.22,-0.35,0
-0.73,-0.83,1
0.42,0.73,0
-0.03,-0.74,0
-0.19,-0.66,1
1.0,0.17,0
-1.07,0.0,1
0.67,-0.14,1
0.61,-0.28,1
0.38,0.54,0
0.54,0.08,0
-0.27,-0.37,0
0.76,-0.78,1
0.27,1.04,0
-0.31,-0.17,0
-0.36,-0.45,0
-1.08,-0.04,1
-0.86,-0.22,1
-0.07,0.59,0
-0.44,0.89,0
-0.62,-0.27,1
-0.13,0.09,0
-0.25,1.16,0
-0.31,-1.03,0
-0.48,-0.01,0
0.62,-0.33,1
1.27,-0.16,0
-0.4,-0.25,0
-1.08,-0.29,0
0.29,-1.12,0
1.33,0.09,0
0.51,0.44,0
0.91,0.6,0
1.37,-0.32,1
0.24,-0.69,1
0.29,-0.54,0
0.56,-0.05,1
-1.12,-0.06,1
0.74,0.43,0
-1.39,0.39,1
1.24,0.02,1
-0.17,-0.91,1
-0.78,0.4,0
-0.12,0.12,1
1.67,0.45,0
1.3,0.73,1
0.46,-1.07,0
-0.44,1.05,0
