x1,x2,label
-0.48,0.45,0
0.96,0.49,0
-0.9,0.77,0
-0.95,0.13,0
1.05,0.08,1
-1.35,-0.06,0
-0.22,-0.35,0
-0.73,-0.83,0
0.42,0.73,0
-0.73,-0.07,0
-0.71,-0.66,0
1.08,0.17,0
-1.07,0.55,0
0.67,-0.83,1
0.61,-0.28,1
0.38,0.54,0
0.54,0.08,0
-0.27,-0.37,0
0.76,-0.78,0
-0.27,1.04,0
-0.31,-0.17,0
-0.36,-0.45,0
-1.08,-0.85,0
-0.86,-0.86,0
-0.07,0.59,1
-0.44,0.89,0
-0.62,-0.27,0
-0.13,0.09,0
-0.25,1.04,0
-0.31,-0.33,0
-0.48,-0.25,0
1.66,-0.33,1
1.27,-0.16,0
-0.92,-0.25,0
-1.08,-0.52,0
0.29,-0.12,0
-1.33,0.09,0
0.09,0.44,0
0.91,0.6,0
1.37,-0.32,1
1.24,-0.69,1
0.29,-0.54,0
0.96,-0.05,1
-1.12,-0.84,0
0.74,0.43,0
-1.39,0.39,0
1.24,0.02,1
-0.17,-0.91,0
-0.78,0.4,0
-0.12,0.12,1
