b0,b1
0.7960748672485352,"[-0.9252813458442688, -0.8198810815811157, 0.2873061001300812, -0.7843605279922485, -0.14131510257720947, -0.04044588282704353, -0.8335621356964111, 0.0940336361527443, -0.6337630748748779]"
-0.04016641899943352,"[-0.7957488894462585, -0.7384051084518433, 0.2470579743385315, -0.8745444416999817, 0.8587982058525085, -0.09277135878801346, -0.8837394714355469, -0.8755630850791931, -0.46857747435569763]"
0.3856057822704315,"[-0.8325101137161255, -0.8370635509490967, 0.3418678641319275, 0.013369875960052013, -0.9307332038879395, -0.11635762453079224, -0.908061146736145, -0.04854230955243111, -0.2181430160999298]"
0.9550666809082031,"[-0.8534215688705444, -0.7455187439918518, -0.024777911603450775, -0.8956031799316406, -0.8782145977020264, 0.02809138223528862, -0.7387752532958984, -0.7035470008850098, -0.6102734804153442]"
0.10382639616727829,"[0.06345517933368683, -0.8656429052352905, -0.811846137046814, -0.8627564311027527, -0.7683623433113098, 0.48384663462638855, -0.8751437664031982, -0.7341499924659729, -0.8256611824035645]"
0.23384875059127808,"[0.3942190408706665, -0.7363021969795227, -0.8577278256416321, -0.8746786117553711, -0.838775634765625, 0.34715691208839417, -0.8470904231071472, -0.7091571092605591, -0.557733416557312]"
0.18434642255306244,"[-0.32828712463378906, -0.8195062875747681, -0.9005738496780396, -0.8318610787391663, -0.8025240302085876, 0.8763676285743713, -0.7234219908714294, -0.5470789670944214, -0.7098661065101624]"
-0.09268877655267715,"[0.6770246028900146, -0.7319390177726746, -0.8506861329078674, -0.7933509945869446, -0.5909773707389832, 0.35243046283721924, -0.8348540663719177, -0.7219396233558655, -0.6481661796569824]"
0.5488945245742798,"[-0.7763261198997498, -0.909986674785614, 0.04524414241313934, -0.9166910648345947, -0.5848586559295654, -0.08676495403051376, -0.8530126214027405, -0.8034114837646484, 0.1715158075094223]"
0.05334707722067833,"[-0.8042981624603271, -0.9691596627235413, 0.015435145236551762, -0.8376666903495789, 0.5703147053718567, 0.23766759037971497, 0.8880019783973694, 0.36454007029533386, 0.14262555539608002]"
0.24532946944236755,"[-0.9052861332893372, -0.8812573552131653, 0.4199657440185547, -0.5935184359550476, 0.21761378645896912, 0.37388932704925537, 0.828738272190094, 0.9371554255485535, -0.4873727560043335]"
-0.0343102402985096,"[-0.8727195858955383, -0.7483142614364624, -0.18394404649734497, -0.9376892447471619, -0.04258482903242111, 0.34487730264663696, -0.3223952651023865, 0.6463521122932434, 0.13088154792785645]"
0.25509780645370483,"[-0.7364951372146606, -0.8422192335128784, -0.47789788246154785, -0.8486363291740417, -0.6333374381065369, 0.26134830713272095, -0.8588390350341797, 0.7940688729286194, 0.342646062374115]"
-0.5862787961959839,"[0.10890157520771027, -0.781769871711731, -0.10574281215667725, -0.8830777406692505, -0.7693763375282288, -0.09284503757953644, -0.7361081838607788, 1.024983525276184, -0.6267744302749634]"
-0.1327049285173416,"[-0.5003814101219177, -0.7386940121650696, -0.6693459153175354, -0.8148216009140015, -0.8092492818832397, 0.4796625077724457, -0.8934313654899597, 0.5853787660598755, -0.042257923632860184]"
0.15259172022342682,"[0.7677720785140991, -0.48234298825263977, -0.7323530912399292, -0.9257692694664001, -0.8660880923271179, -0.4468275308609009, -0.5028278827667236, -0.6607753038406372, -0.1636776328086853]"
-0.12404775619506836,"[-0.24922966957092285, -0.845345675945282, -0.7364173531532288, -0.8781611323356628, -0.6433244943618774, 0.37380072474479675, -0.8788819909095764, -0.9101688265800476, -0.7599045038223267]"
0.17199791967868805,"[-0.7284048199653625, -0.8079342246055603, -0.8329811096191406, -0.8988825678825378, -0.6755584478378296, 0.6450424194335938, -0.7903105020523071, 0.5960877537727356, -0.4393117427825928]"
0.48768946528434753,"[-0.8797600269317627, -0.8233246803283691, -0.20851987600326538, -0.9188966155052185, -0.343813955783844, -0.05098177120089531, -0.7659657001495361, -0.7933119535446167, -0.7053347826004028]"
0.6781657934188843,"[-0.7565996646881104, -0.8384129405021667, -0.199097141623497, -0.8779983520507812, -0.7643988728523254, -0.1435169130563736, -0.8121944665908813, -0.15143747627735138, -0.7660371661186218]"
0.9091995358467102,"[-0.7971186637878418, -0.8016806840896606, -0.0994749516248703, -0.7970979809761047, -0.7051102519035339, -0.09260333329439163, -0.08033733069896698, -0.8292071223258972, -0.5834671258926392]"
0.48278647661209106,"[-0.6498816013336182, -0.8430997729301453, -0.9141066670417786, -0.8287997841835022, 0.1521882265806198, 0.6035647988319397, -0.8463981747627258, 0.18049389123916626, -0.5601743459701538]"
0.6685890555381775,"[-0.9596262574195862, -0.8117817044258118, -0.7972299456596375, -0.8231040835380554, -0.8889899849891663, 0.7797861099243164, 0.40680602192878723, -0.9002373814582825, 0.40067258477211]"
-0.3927432596683502,"[-0.3285036087036133, -0.816785454750061, -0.8921424746513367, -0.7742738127708435, -0.8174523711204529, 0.7633199691772461, -0.1303073763847351, -0.9121072888374329, 0.04635593295097351]"
-0.07221155613660812,"[-0.7316160202026367, -0.8762122392654419, -0.9440122246742249, -0.863475501537323, 0.39251649379730225, 0.8165167570114136, -0.007616817019879818, -0.9329525232315063, -0.0009031561785377562]"
0.25700274109840393,"[-0.8327422142028809, -0.7906306385993958, -0.9175192713737488, -0.6865391135215759, -0.767810046672821, 0.8630176782608032, -0.8069389462471008, -0.7740384340286255, -0.70656418800354]"
0.9903205633163452,"[-0.937333345413208, -0.8358974456787109, -0.9077842831611633, -0.8290615081787109, -0.11501937359571457, 0.640706479549408, -0.8555088043212891, 0.39072808623313904, -0.6478182673454285]"
1.002946376800537,"[-0.9607567191123962, -0.8188554048538208, -1.1208882331848145, -0.8713492751121521, -0.20510777831077576, 0.7743661999702454, -0.9017659425735474, 0.4565548300743103, -0.5210201740264893]"
-0.18842022120952606,"[-0.25941434502601624, -0.7446911334991455, -0.911651611328125, -0.8422865867614746, -0.7721284627914429, 0.8357117772102356, -0.8781870603561401, -0.394956111907959, -0.6688079833984375]"
0.44247254729270935,"[-0.8773972988128662, -0.8194440603256226, -0.7415516972541809, -0.847979724407196, -0.7369579076766968, 0.7752913236618042, -0.859210729598999, -0.48397505283355713, -0.7525666356086731]"
0.4008389413356781,"[-0.8133394122123718, -0.8578963875770569, -0.9118247628211975, -0.8648051619529724, -0.7829938530921936, 0.8717473745346069, -0.8957796096801758, -0.15263046324253082, -0.8153907656669617]"
0.010429676622152328,"[-0.8159360289573669, -0.878899335861206, -0.8834851384162903, -0.5187498927116394, -0.7687463760375977, 0.9440550804138184, 0.9031950235366821, 0.9470571279525757, -0.22388659417629242]"
0.8458503484725952,"[-0.6398961544036865, -0.8908870220184326, -0.914084255695343, -0.8807557821273804, -0.8478949666023254, 0.7873765826225281, -0.9169049263000488, -0.4114777743816376, -0.8479002118110657]"
0.35241448879241943,"[-0.8557474613189697, -0.9064103364944458, -0.4512260854244232, -0.8649786710739136, -0.7603591680526733, 0.7379156351089478, 1.1611241102218628, 0.9731075167655945, -0.6642895340919495]"
0.6265307068824768,"[-1.000800609588623, -0.9084932208061218, -0.7519279718399048, 0.6061111688613892, -0.7007648944854736, 0.9175872802734375, -0.6834406852722168, 0.6740513443946838, 0.3202413022518158]"
0.7599327564239502,"[-1.0404833555221558, -0.8940300345420837, -0.3121006190776825, -0.6432623267173767, -0.7950137853622437, 0.5463916063308716, 0.24695059657096863, 0.8868984580039978, 0.2759707570075989]"
0.7900729179382324,"[-0.6905149817466736, -0.9410865902900696, -0.6487836837768555, -0.05965986102819443, -1.063630223274231, 0.6940678954124451, -0.1873215287923813, 0.7677847146987915, 0.9229680299758911]"
0.9228673577308655,"[0.3357681334018707, -0.8841568827629089, -0.8956745266914368, -0.41256090998649597, -0.5007091760635376, -0.10413994640111923, -0.7163408994674683, 0.8500853180885315, 0.13567976653575897]"
0.5093546509742737,"[-0.634604811668396, -0.8595820069313049, -0.3698682188987732, -0.1521044671535492, -0.716618537902832, 0.5880796313285828, 0.762127697467804, 0.9841336607933044, -0.7603441476821899]"
-0.41946497559547424,"[0.119635209441185, -0.7662452459335327, -0.9705336093902588, -0.8563252091407776, -0.7044878005981445, 0.6780709028244019, 0.37652480602264404, 0.8547599911689758, 0.03983702138066292]"
0.2915568947792053,"[-0.7792125344276428, -0.9574037194252014, -0.10381219536066055, 0.06190929934382439, -0.5993537902832031, 0.4621908366680145, -0.1565067023038864, 0.6007141470909119, 0.7892047762870789]"
0.07967620342969894,"[-0.7275947332382202, -0.910056471824646, -0.4192259609699249, 0.6258984804153442, 0.10961002856492996, 0.5481933355331421, -0.4670191705226898, 0.7268904447555542, 0.013777261599898338]"
-0.16343943774700165,"[0.6094233989715576, -0.6397412419319153, -0.926093578338623, -0.8088809251785278, -0.23802246153354645, 0.4126737117767334, 0.7380964159965515, 0.21279534697532654, 0.1429075449705124]"
0.14974217116832733,"[-0.4215455651283264, -0.6373116970062256, -0.10037738084793091, -0.771196722984314, -0.7512729167938232, 0.1385967880487442, -0.805298924446106, 0.50157231092453, -0.4615458846092224]"
0.7681316137313843,"[-0.8046349287033081, -0.8693767786026001, 0.6859761476516724, -0.6075794696807861, -0.29623615741729736, 0.33050620555877686, -0.6469640731811523, 0.3832744359970093, -0.0732652097940445]"
0.7482914924621582,"[-0.28638574481010437, -0.5618085265159607, -0.8245643973350525, -0.21354515850543976, -0.5678214430809021, 0.2825053632259369, -0.823586106300354, -0.16973814368247986, -0.5297679305076599]"
0.09218700230121613,"[0.2807270288467407, -0.7818734645843506, -0.9274910688400269, -0.025333218276500702, -0.5371858477592468, 0.6486608386039734, 0.0911327674984932, -0.2646774351596832, 0.15390729904174805]"
-0.6012223362922668,"[-0.3819304406642914, 0.17307855188846588, -0.8872066140174866, -0.735298216342926, -0.7719119787216187, 0.7619776725769043, -0.7944594621658325, -0.5659464597702026, 0.30634286999702454]"
-0.4245055913925171,"[0.4321952760219574, -0.8690000176429749, 0.17091092467308044, 0.13390333950519562, 0.195119708776474, -0.07353007048368454, 0.572780191898346, 0.8125652074813843, 0.07585790753364563]"
-0.29071372747421265,"[0.000934423936996609, -0.8240612149238586, -0.03370659425854683, -0.7283915281295776, -0.7121394276618958, -0.09687944501638412, 0.36330294609069824, 0.8284280300140381, -0.3889757990837097]"
