note,action,label,regret,trial,optimal_action,Q_value_0,Q_value_1,Q_value_2,Q_value_3,Q_value_4,U_value_0,U_value_1,U_value_2,U_value_3,U_value_4,UCB_value_0,UCB_value_1,UCB_value_2,UCB_value_3,UCB_value_4
action = 4,4,1,-0.4,0,4,,,,,,,,,,,,,,,
action = 3,3,0,0.6,1,4,,,,,,,,,,,,,,,
action = 2,2,0,0.6,2,4,,,,,,,,,,,,,,,
action = 1,1,1,-0.4,3,4,,,,,,,,,,,,,,,
action = 1,1,1,-0.4,4,4,,,,,,,,,,,,,,,
action = 3,3,1,-0.4,5,4,0.4505,0.71298,0.45773,0.48202,0.68412,0.49754396790635497,0.4523715287239019,0.498206784377732,0.49967989753441155,0.46486557196677836,5.42593967906355,5.236695287239019,5.4397978437773205,5.478818975344116,5.332775719667784
action = 4,4,0,0.6,6,4,0.44854,0.56269,0.50218,0.53893,0.54444,0.4973429400323282,0.4960544324970799,0.5,0.49847768254958014,0.49801606399793974,5.421969400323283,5.523234324970799,5.50218,5.523706825495801,5.524600639979397
action = 0,0,0,0.6,7,4,0.55318,0.60339,0.67413,0.62684,0.59911,0.4971619454463505,0.48919321336257315,0.4687003307018249,0.48364242990043793,0.49008162585430604,5.524799454463506,5.495322133625732,5.361133307018249,5.463264299004379,5.499926258543061
action = 0,0,1,-0.4,8,4,0.59966,0.64121,0.71164,0.65805,0.64576,0.4899693867988081,0.4796457025763913,0.4530011037514147,0.4743627304078599,0.4782781617427248,5.499353867988081,5.437667025763913,5.241651037514147,5.401677304078599,5.428541617427248
action = 0,0,1,-0.4,9,4,0.54275,0.57004,0.5875,0.57585,0.52417,0.49816663878666145,0.4950656522119061,0.4922804078977753,0.4942165517260627,0.4994196632092093,5.524416387866614,5.520696522119061,5.510304078977753,5.518015517260627,5.518366632092093
action = 2,2,0,0.6,10,4,0.48761,0.44135,0.49381,0.48175,0.45693,0.49984997749324744,0.49654808427784713,0.499959998399872,0.49966989102806664,0.49813652747013043,5.4861097749324745,5.406830842778471,5.49340998399872,5.478448910280666,5.4382952747013045
action = 2,2,1,-0.4,11,4,0.44017,0.44017,0.55437,0.45729,0.46354,0.49640709100495334,0.49640709100495334,0.49703118614429015,0.49817667548772293,0.4986682263790225,5.404240910049533,5.404240910049533,5.524681861442902,5.43905675487723,5.4502222637902245
action = 2,2,0,0.6,12,4,0.46317,0.47551,0.50014,0.48132,0.46898,0.49863814535191747,0.4993996395673509,0.5,0.4996498774141749,0.49903907662626984,5.449551453519175,5.469506395673509,5.50014,5.477818774141749,5.4593707662626985
action = 4,4,0,0.6,13,4,0.45655,0.46265,0.47508,0.47508,0.49333,0.498106414333323,0.4985980344927164,0.49937961512260387,0.49937961512260387,0.499959998399872,5.43761414333323,5.448630344927164,5.468876151226039,5.468876151226039,5.49292998399872
action = 0,0,0,0.6,14,4,0.48147,0.47597,0.45064,0.46293,0.45059,0.49965988432132513,0.4994196632092093,0.4975540171679855,0.49862811793961237,0.4975540171679855,5.478068843213251,5.470166632092093,5.426180171679855,5.449211179396124,5.426130171679855
action = 1,1,1,-0.4,15,4,0.44449,0.46903,0.46302,0.46284,0.41976,0.4969104547099004,0.49903907662626984,0.49862811793961237,0.49861809032565196,0.49351798346159587,5.413594547099004,5.459420766262698,5.449301179396124,5.449020903256519,5.3549398346159585
action = 1,1,0,0.6,16,4,0.46922,0.55437,0.45073,0.48118,0.43835,0.4990490957811666,0.49703118614429015,0.4975640662266519,0.4996498774141749,0.4961854492022111,5.459710957811666,5.524681861442902,5.426370662266519,5.477678774141749,5.400204492022111
action = 1,1,0,0.6,17,4,0.45059,0.48132,0.45683,0.47508,0.45054,0.4975540171679855,0.4996498774141749,0.49813652747013043,0.49937961512260387,0.49754396790635497,5.426130171679855,5.477818774141749,5.438195274701305,5.468876151226039,5.42597967906355
action = 3,3,0,0.6,18,4,0.43792,0.42572,0.42586,0.45645,0.41357,0.4961350622562368,0.4944491884915982,0.4944694126030446,0.49809637621649083,0.49247334953274374,5.399270622562368,5.370211884915982,5.370554126030446,5.437413762164908,5.3383034953274375
