action,label,regret,note,trial,optimal_action,Q_value_0,Q_value_1,Q_value_2,Q_value_3,Q_value_4,U_value_0,U_value_1,U_value_2,U_value_3,U_value_4,UCB_value_0,UCB_value_1,UCB_value_2,UCB_value_3,UCB_value_4
2,0,0.6,action = 2,0,2,,,,,,,,,,,,,,,
2,1,-0.4,action = 2,1,2,,,,,,,,,,,,,,,
3,1,-0.4,action = 3,2,2,,,,,,,,,,,,,,,
4,0,0.6,action = 4,3,2,,,,,,,,,,,,,,,
0,0,0.6,action = 0,4,2,,,,,,,,,,,,,,,
3,1,-0.4,action = 3,5,2,0.31862,0.36177,0.36249,0.4209,0.33105,0.4659399102888698,0.48051014557447175,0.48071821267765585,0.4937003139557438,0.4705953675930098,0.5515899551444349,0.6020250727872358,0.6028491063388279,0.6677501569778719,0.5663476837965049
3,0,0.6,action = 3,6,2,0.356,0.41454,0.4267,0.53082,0.41475,0.4788110274419335,0.4926459174701441,0.4946008491703183,0.4990490957811666,0.4926763643610276,0.5954055137209667,0.6608629587350721,0.6740004245851592,0.7803445478905833,0.6610881821805138
3,0,0.6,action = 3,7,2,0.48179,0.53231,0.55345,0.58618,0.55001,0.49966989102806664,0.49895891614440563,0.4971317732754566,0.4925139591930365,0.49749371855331,0.7316249455140333,0.7817894580722028,0.8020158866377283,0.8324369795965183,0.798756859276655
2,1,-0.4,action = 2,8,2,0.39556,0.41381,0.48147,0.43173,0.41976,0.48896830163109756,0.4925139591930365,0.49965988432132513,0.49531807962157004,0.49351798346159587,0.6400441508155488,0.6600669795965183,0.7312999421606625,0.679389039810785,0.666518991730798
2,0,0.6,action = 2,9,2,0.40225,0.39341,0.46973,0.42154,0.37979,0.49034681603942326,0.4885079323818601,0.4990791520390328,0.4938015795843509,0.4853349358947901,0.6474234080197117,0.63766396619093,0.7192695760195164,0.6684407897921755,0.6224574679473951
3,0,0.6,action = 3,10,2,0.40733,0.44402,0.46279,0.48127,0.4382,0.4913349163249036,0.4968601412872641,0.49861809032565196,0.4996498774141749,0.4961652950378533,0.6529974581624518,0.6924500706436321,0.712099045162826,0.7310949387070874,0.6862826475189266
2,1,-0.4,action = 2,11,2,0.35719,0.37164,0.40278,0.36491,0.35404,0.4791659420284376,0.4832390712680422,0.4904589687221552,0.48140419607643636,0.4782258880487337,0.5967729710142188,0.6132595356340211,0.6480094843610776,0.6056120980382182,0.5931529440243669
