z_x1,z_x2,z_note,x_x1,x_x2,x_note,"p(y=0|x,D)","p(y=1|x,D)","p(u=0|z,D)","p(u=1|z,D)","p(y=0|x,u=0,z,D)","p(y=1|x,u=0,z,D)","p(y=0|x,u=1,z,D)","p(y=1|x,u=1,z,D)","p(y=0|x,z,D)","p(y=1|x,z,D)","H[p(u|z,D)]","H[p(y|x,u=0,z,D)]","H[p(y|x,u=1,z,D)]","H[p(y|x,D)]",Va,Ve,kl_pyx_pyxz,kl_pyxz_pyx
0.13,0.94,x1 = 0.13; x2 = 0.94,0.2,1.0,x1 = 0.2; x2 = 1.0,0.7688307874219454,0.2311692125780545,0.8656795356671119,0.13432046433288816,0.8370985962440758,0.16290140375592432,0.6581375272929911,0.3418624727070089,0.8130604623650561,0.18693953763494403,0.56917,0.64121,0.92659,0.78004,0.67954,0.10049999999999992,0.0060879648940565245,0.005778825986792982
0.1,1.05,x1 = 0.1; x2 = 1.05,0.2,1.0,x1 = 0.2; x2 = 1.0,0.7688307874219454,0.2311692125780545,0.803794874349309,0.19620512565069112,0.8695069542814823,0.13049304571851766,0.37127181485399097,0.6287281851460091,0.7717506661465218,0.22824933385347826,0.71427,0.55879,0.95164,0.78004,0.63587,0.1441699999999999,2.4127719842293067e-05,2.4056080861565438e-05
0.19,1.01,x1 = 0.19; x2 = 1.01,0.2,1.0,x1 = 0.2; x2 = 1.0,0.7688307874219454,0.2311692125780545,0.807859421124595,0.19214057887540506,0.88603505236285,0.11396494763714993,0.44921814208145383,0.5507818579185461,0.8021047983588167,0.19789520164118327,0.70593,0.51176,0.99255,0.78004,0.60414,0.17589999999999995,0.003352447039371452,0.003228511003273163
0.27,0.94,x1 = 0.27; x2 = 0.94,0.2,1.0,x1 = 0.2; x2 = 1.0,0.7688307874219454,0.2311692125780545,0.9108047755170341,0.08919522448296593,0.8478038243118992,0.15219617568810087,0.6080012837850043,0.3919987162149957,0.8264145828780173,0.1735854171219828,0.43378,0.61531,0.96608,0.78004,0.6466,0.13344,0.010696083135207,0.009959559973136453
0.14,1.01,x1 = 0.14; x2 = 1.01,0.2,1.0,x1 = 0.2; x2 = 1.0,0.7688307874219454,0.2311692125780545,0.8477617515870811,0.15223824841291883,0.878084075041652,0.12191592495834802,0.4662115625908691,0.5337884374091308,0.8153813251767167,0.1846186748232833,0.61541,0.53484,0.9967,0.78004,0.60515,0.17489,0.006784421487947383,0.006419287937150506
0.09,0.97,x1 = 0.09; x2 = 0.97,0.2,1.0,x1 = 0.2; x2 = 1.0,0.7688307874219454,0.2311692125780545,0.8028410793362152,0.19715892066378476,0.836935905271446,0.16306409472855413,0.6890078460236498,0.3109921539763501,0.8077705687742621,0.192229431225738,0.71621,0.64159,0.89432,0.78004,0.69142,0.08861999999999992,0.004655804049720456,0.004450945932965619
0.14,1.02,x1 = 0.14; x2 = 1.02,0.2,1.0,x1 = 0.2; x2 = 1.0,0.7688307874219454,0.2311692125780545,0.8425978381576884,0.1574021618423116,0.8819853008239813,0.11801469917601873,0.47235728660247245,0.5276427133975276,0.8175089658343426,0.18249103416565737,0.62806,0.52363,0.99779,0.78004,0.59826,0.18177999999999994,0.007460445114928604,0.007037858069462055
0.17,1.11,x1 = 0.17; x2 = 1.11,0.2,1.0,x1 = 0.2; x2 = 1.0,0.7688307874219454,0.2311692125780545,0.8816700078646542,0.11832999213534579,0.8515897596589361,0.14841024034106376,0.554938997652302,0.4450610023476981,0.8164870773237467,0.18351292267625313,0.52454,0.60585,0.99127,0.78004,0.65146,0.12857999999999992,0.007131227779848773,0.00673699364914862
0.26,0.96,x1 = 0.26; x2 = 0.96,0.2,1.0,x1 = 0.2; x2 = 1.0,0.7688307874219454,0.2311692125780545,0.8916746972332288,0.10832530276677128,0.8509839439130593,0.1490160560869406,0.5901313308907419,0.40986866910925823,0.8227270056299134,0.1772729943700866,0.49484,0.60737,0.97643,0.78004,0.64735,0.13268999999999997,0.009274961558197438,0.008683938260103871
0.18,0.98,x1 = 0.18; x2 = 0.98,0.2,1.0,x1 = 0.2; x2 = 1.0,0.7688307874219454,0.2311692125780545,0.8475814142430741,0.15241858575692588,0.8504722579197027,0.1495277420802973,0.6306780036975101,0.3693219963024899,0.8169715285336578,0.1830284714663421,0.61586,0.60866,0.95015,0.78004,0.66071,0.11932999999999994,0.007286252832897494,0.006878755103368044
0.4,0.92,x1 = 0.4; x2 = 0.92,0.2,1.0,x1 = 0.2; x2 = 1.0,0.7688307874219454,0.2311692125780545,0.901510305397608,0.09848969460239193,0.8213069378116478,0.17869306218835224,0.6420019542370875,0.3579980457629124,0.8036472447387023,0.19635275526129756,0.46419,0.67721,0.94101,0.78004,0.70319,0.07684999999999997,0.0036842574001309802,0.0035410860711166184
0.21,0.89,x1 = 0.21; x2 = 0.89,0.2,1.0,x1 = 0.2; x2 = 1.0,0.7688307874219454,0.2311692125780545,0.8313647319655116,0.16863526803448853,0.8377295474362683,0.16227045256373168,0.6571735032988549,0.3428264967011451,0.8072814305379088,0.19271856946209137,0.65457,0.63971,0.9275,0.78004,0.68824,0.09179999999999999,0.004534028152973928,0.004337322306878742
0.2,1.1,x1 = 0.2; x2 = 1.1,0.2,1.0,x1 = 0.2; x2 = 1.0,0.7688307874219454,0.2311692125780545,0.8513391943141118,0.14866080568588833,0.9069176693369899,0.09308233066301011,0.32979893649511915,0.6702010635048807,0.8211227335362985,0.17887726646370156,0.60648,0.44668,0.91472,0.78004,0.51626,0.2637799999999999,0.008692993819706327,0.008158177011443342
0.18,1.06,x1 = 0.18; x2 = 1.06,0.2,1.0,x1 = 0.2; x2 = 1.0,0.7688307874219454,0.2311692125780545,0.8088381765309697,0.19116182346903027,0.8798030555130637,0.12019694448693619,0.4421778811886514,0.5578221188113485,0.7961458291932567,0.20385417080674306,0.7039,0.52993,0.99033,0.78004,0.61794,0.1620999999999999,0.0022273780739502126,0.002160962129411973
0.2,0.98,x1 = 0.2; x2 = 0.98,0.2,1.0,x1 = 0.2; x2 = 1.0,0.7688307874219454,0.2311692125780545,0.8632017810488236,0.13679821895117625,0.8619601433841793,0.1380398566158208,0.47236297183608195,0.527637028163918,0.8086639442079836,0.19133605579201635,0.57579,0.57908,0.9978,0.78004,0.63636,0.14367999999999992,0.0048828150845906665,0.004662450451117128
