b0,b1,sigma
-0.01123013161122799,"[0.2629934549331665, -0.03605583682656288, 0.0006957026780582964]",4.598057746887207
0.8842867016792297,"[0.42992156744003296, -0.08268316090106964, -0.004565659910440445]",4.209037780761719
0.07160264998674393,"[0.2205970734357834, -0.02357807382941246, 0.004387726075947285]",1.5207958221435547
0.18130673468112946,"[0.15575580298900604, -0.04839704930782318, 0.001366327633149922]",4.779055595397949
0.09804654121398926,"[0.2529967129230499, -0.04779495298862457, 0.0017294592689722776]",1.1114985942840576
0.0625554770231247,"[0.28369593620300293, -0.04788113012909889, 0.00031065091025084257]",4.214237689971924
-0.033741120249032974,"[0.08503514528274536, -0.047136832028627396, 0.017496615648269653]",4.371269226074219
0.08103711903095245,"[0.1502959281206131, -0.00747689139097929, 0.006722309626638889]",1.7760698795318604
0.63282310962677,"[0.07139715552330017, -0.01726212166249752, 0.0072065116837620735]",2.130408763885498
-0.6944161653518677,"[-0.1371292769908905, -0.007429780438542366, 0.00982494093477726]",1.8475310802459717
0.03360692784190178,"[-0.08867188543081284, -0.0242147259414196, 0.0109191769734025]",2.942126989364624
0.10801044851541519,"[-0.13285398483276367, -0.03031519614160061, 0.010807360522449017]",1.5832263231277466
0.2761930227279663,"[0.2445673793554306, -0.0456380620598793, -0.007268106564879417]",2.2145538330078125
0.448518842458725,"[0.0446578711271286, -0.0280888844281435, 0.004960027989000082]",2.4761688709259033
0.5239083170890808,"[0.2631882429122925, -0.04143085330724716, -0.004340857733041048]",1.677501916885376
0.42623284459114075,"[0.03076137788593769, -0.007424740586429834, 0.0019437188748270273]",2.894951105117798
0.41925400495529175,"[0.012374749407172203, -0.017651740461587906, 0.0008524586446583271]",2.1493947505950928
0.043869972229003906,"[0.19247394800186157, -0.009845683351159096, 0.0019282586872577667]",2.137521982192993
-0.24250830709934235,"[-0.2645953297615051, -0.0038511722814291716, 0.007821891456842422]",3.732372760772705
-0.1697024554014206,"[-0.04494933784008026, -0.020911606028676033, -0.005226535256952047]",2.4685423374176025
-0.2177584320306778,"[0.0005731082055717707, 0.007293236907571554, 0.0036087636835873127]",2.96236515045166
0.04613780230283737,"[0.08338823169469833, 0.0011066639563068748, -0.001283172401599586]",3.623199224472046
0.14099562168121338,"[0.11106674373149872, 0.015580100007355213, 0.004725154489278793]",4.254971504211426
0.09930649399757385,"[0.025555890053510666, -0.017188452184200287, -0.0008855401538312435]",2.3134334087371826
0.024881727993488312,"[0.08635883778333664, -0.006706560496240854, 0.0037785011809319258]",2.301625967025757
-0.1811835616827011,"[0.07960191369056702, 0.007018372416496277, 0.0038210744969546795]",3.4658737182617188
0.16416217386722565,"[0.08886746317148209, -0.012444227933883667, 0.005349034909158945]",2.123373508453369
-0.03522312641143799,"[0.1727568656206131, -0.018516099080443382, 0.003361773444339633]",1.5740543603897095
-0.16629214584827423,"[-0.08747441321611404, -0.023527367040514946, 0.010376951657235622]",1.0843963623046875
-0.0762861967086792,"[0.06112036481499672, 0.00446244515478611, -0.013655291870236397]",4.613214015960693
-0.0370548851788044,"[0.06517105549573898, -0.02890358306467533, 0.009705694392323494]",1.3176655769348145
-0.2739490270614624,"[0.2268272489309311, 0.0003748935996554792, 0.003617131384089589]",3.546039342880249
0.31512877345085144,"[0.16033656895160675, -0.04110412299633026, 0.011504645459353924]",3.1174468994140625
0.2383873462677002,"[0.4295724630355835, -0.03304920345544815, -0.0029444806277751923]",4.027883052825928
0.666633129119873,"[0.5492726564407349, -0.02591736614704132, 0.0008331104181706905]",5.302753448486328
0.8467668890953064,"[0.3746293783187866, -0.043171897530555725, -0.0012150505790486932]",2.8400204181671143
-0.2597901523113251,"[0.10145580768585205, -0.013036295771598816, 0.0074830204248428345]",2.2043514251708984
-0.3858458697795868,"[0.5491030216217041, -0.019316550344228745, -0.0025921701453626156]",1.7599462270736694
-0.05272836238145828,"[0.45307856798171997, -0.014801670797169209, -0.007488456089049578]",2.5992848873138428
0.2894477844238281,"[0.3518652021884918, -0.021304061636328697, 0.002323466818779707]",3.069437265396118
0.7409586906433105,"[0.8026129007339478, -0.07743792980909348, -0.0004337737336754799]",2.146332025527954
-0.24298053979873657,"[0.6093099117279053, -0.04328113794326782, -0.0031307965982705355]",1.5605984926223755
1.1546151638031006,"[0.5044900178909302, -0.06272803246974945, -0.0034921381156891584]",2.2641491889953613
0.32412293553352356,"[0.22196274995803833, -0.015950366854667664, 0.00596511410549283]",1.4078433513641357
-1.0152192115783691,"[0.01045543048530817, 0.0047826580703258514, 0.016330689191818237]",1.9328482151031494
-0.24400517344474792,"[0.08757425844669342, -0.04140884801745415, 0.021638039499521255]",1.6363221406936646
-0.04389019310474396,"[0.11299993842840195, -0.030866043642163277, 0.006367550231516361]",1.2698419094085693
-0.13023266196250916,"[0.024175571277737617, -0.016732078045606613, 0.008977151475846767]",3.828545331954956
-0.0832127183675766,"[0.09674140065908432, 0.005280535668134689, 0.03495045378804207]",3.0792744159698486
-0.1342034786939621,"[0.08021607249975204, -0.033626165241003036, 0.006571235600858927]",1.245723009109497
