z_x1,z_note,x_x1,x_note,"p(y=0|x,D)","p(y=1|x,D)","p(u=0|z,D)","p(u=1|z,D)","p(y=0|x,u=0,z,D)","p(y=1|x,u=0,z,D)","p(y=0|x,u=1,z,D)","p(y=1|x,u=1,z,D)","p(y=0|x,z,D)","p(y=1|x,z,D)","H[p(u|z,D)]","H[p(y|x,u=0,z,D)]","H[p(y|x,u=1,z,D)]","H[p(y|x,D)]",Va,Ve,kl_pyx_pyxz,kl_pyxz_pyx
4.9,x1 = 4.9,4.4,x1 = 4.4,0.08556174665080421,0.9144382533491957,0.04864486373473012,0.95135513626527,0.3401758728835657,0.6598241271164343,0.0661975892391229,0.9338024107608771,0.07952522551328207,0.920474774486718,0.28061,0.92499,0.35157,0.42148,0.37946,0.04202,0.00024335795109448576,0.00023801642945386718
4.0,x1 = 4.0,4.4,x1 = 4.4,0.08556174665080421,0.9144382533491957,0.08533348920289034,0.9146665107971096,0.3405716589926569,0.6594283410073432,0.048522524815663395,0.9514774751843366,0.07344409645366934,0.9265559035463307,0.4207,0.92536,0.28009,0.42148,0.33515,0.08633000000000002,0.001028393059449748,0.0009816610687322994
5.1,x1 = 5.1,4.4,x1 = 4.4,0.08556174665080421,0.9144382533491957,0.049463306672335054,0.9505366933276649,0.30402800640365646,0.6959719935963434,0.07108807337504174,0.9289119266249584,0.08261005271866928,0.9173899472813307,0.28411,0.88616,0.36997,0.42148,0.3955,0.025980000000000003,5.6869225451558654e-05,5.626802198440773e-05
4.3,x1 = 4.3,4.4,x1 = 4.4,0.08556174665080421,0.9144382533491957,0.09525083973907421,0.9047491602609258,0.3683095785655171,0.631690421434483,0.051725916742286014,0.9482740832577141,0.08188077637861986,0.9181192236213802,0.45376,0.94937,0.29368,0.42148,0.35614,0.06534000000000001,8.891558760350813e-05,8.773920074104779e-05
3.8,x1 = 3.8,4.4,x1 = 4.4,0.08556174665080421,0.9144382533491957,0.10974096660157753,0.8902590333984225,0.2739098305958924,0.7260901694041075,0.06408199742093876,0.9359180025790612,0.08710870665347273,0.9128912933465273,0.49913,0.84702,0.34344,0.42148,0.3987,0.022780000000000022,1.5128221239298469e-05,1.5210263159008783e-05
3.4,x1 = 3.4,4.4,x1 = 4.4,0.08556174665080421,0.9144382533491957,0.15971377481496452,0.8402862251850355,0.24532357314060174,0.7546764268593983,0.06144523290578983,0.93855476709421,0.09081313673140201,0.9091868632685979,0.63362,0.80378,0.33316,0.42148,0.40832,0.013160000000000005,0.0001699853331317636,0.0001730614992795764
4.8,x1 = 4.8,4.4,x1 = 4.4,0.08556174665080421,0.9144382533491957,0.06287107983178114,0.937128920168219,0.39388936104969474,0.6061106389503053,0.05851521047552124,0.9414847895244787,0.0796005454697859,0.9203994545302142,0.33874,0.96726,0.32152,0.42148,0.36212,0.059360000000000024,0.00023718810051560728,0.00023204887828410202
4.4,x1 = 4.4,4.4,x1 = 4.4,0.08556174665080421,0.9144382533491957,0.08556174665080421,0.9144382533491957,0.48650590489527545,0.5134940951047244,0.03787628932189838,0.9621237106781015,0.07626182282963537,0.9237381771703644,0.42148,0.99947,0.23247,0.42148,0.2981,0.12338000000000005,0.0005922828934471647,0.0005719240603698997
3.7,x1 = 3.7,4.4,x1 = 4.4,0.08556174665080421,0.9144382533491957,0.10658893770965927,0.8934110622903407,0.25939812701174364,0.7406018729882564,0.06613207997009062,0.9338679200299096,0.08673210261960546,0.9132678973803947,0.48954,0.82584,0.35132,0.42148,0.4019,0.019580000000000042,8.68169094713953e-06,8.717373726953997e-06
5.0,x1 = 5.0,4.4,x1 = 4.4,0.08556174665080421,0.9144382533491957,0.046715860877252255,0.9532841391227478,0.29646004991907965,0.7035399500809204,0.06878785597130037,0.9312121440286996,0.07942375850938362,0.9205762414906163,0.27228,0.87692,0.36138,0.42148,0.38546,0.036019999999999996,0.00025180069228106054,0.00024617813248093735
4.6,x1 = 4.6,4.4,x1 = 4.4,0.08556174665080421,0.9144382533491957,0.07148899977376903,0.9285110002262309,0.38576612386487363,0.6142338761351265,0.05626972976737985,0.9437302702326201,0.07982509741047329,0.9201749025895266,0.37146,0.96201,0.31246,0.42148,0.3589,0.06258000000000002,0.00021928430258012863,0.00021471705941882458
4.2,x1 = 4.2,4.4,x1 = 4.4,0.08556174665080421,0.9144382533491957,0.08456139450929559,0.9154386054907044,0.374481715306694,0.6255182846933061,0.04926852917856504,0.9507314708214348,0.07676900971037073,0.9232309902896292,0.41805,0.95405,0.28328,0.42148,0.34,0.08148,0.0005273483688564406,0.0005102541747377693
4.7,x1 = 4.7,4.4,x1 = 4.4,0.08556174665080421,0.9144382533491957,0.06929260321011639,0.9307073967898836,0.3819467404374347,0.6180532595625652,0.05851521083343725,0.9414847891665629,0.08092662347992804,0.919073376520072,0.36328,0.95941,0.32152,0.42148,0.36572,0.05576000000000003,0.00014198347290679276,0.00013960700039940786
4.5,x1 = 4.5,4.4,x1 = 4.4,0.08556174665080421,0.9144382533491957,0.06858433180653645,0.9314156681934636,0.39910451612179937,0.6008954838782006,0.05358973902427968,0.9464102609757203,0.07728663914079745,0.9227133608592025,0.36062,0.97042,0.30145,0.42148,0.34733,0.07415,0.00046521191983828723,0.0004510567290303309
3.9,x1 = 3.9,4.4,x1 = 4.4,0.08556174665080421,0.9144382533491957,0.11325759276186975,0.8867424072381302,0.2587545090302741,0.7412454909697259,0.06318773371194442,0.9368122662880556,0.08533715590869988,0.9146628440913,0.50966,0.82486,0.33997,0.42148,0.39489,0.026590000000000003,3.228563831651212e-07,3.2260005385572623e-07
