z_x1,z_note,x_x1,x_note,"p(y=0|x,D)","p(y=1|x,D)","p(u=0|z,D)","p(u=1|z,D)","p(y=0|x,u=0,z,D)","p(y=1|x,u=0,z,D)","p(y=0|x,u=1,z,D)","p(y=1|x,u=1,z,D)","p(y=0|x,z,D)","p(y=1|x,z,D)","H[p(u|z,D)]","H[p(y|x,u=0,z,D)]","H[p(y|x,u=1,z,D)]","H[p(y|x,D)]",Va,Ve,kl_pyx_pyxz,kl_pyxz_pyx
1.6,x1 = 1.6,1.8,x1 = 1.8,0.3982817892950936,0.6017182107049065,0.47261858041320914,0.5273814195867909,0.681918410313258,0.31808158968674205,0.31325775475609824,0.6867422452439018,0.4874936304397261,0.5125063695602738,0.99784,0.90228,0.8969,0.96994,0.89944,0.07050000000000001,0.016061694242153896,0.01628594522223205
1.9,x1 = 1.9,1.8,x1 = 1.8,0.3982817892950936,0.6017182107049065,0.39483128502014153,0.6051687149798584,0.6337989928230533,0.36620100717694676,0.3222279846376724,0.6777720153623276,0.4452459661745273,0.5547540338254726,0.96785,0.94771,0.90679,0.96994,0.92295,0.046989999999999976,0.004502963975444217,0.004548512673021289
1.7,x1 = 1.7,1.8,x1 = 1.8,0.3982817892950936,0.6017182107049065,0.5211395454979888,0.4788604545020112,0.6132485481786668,0.3867514518213332,0.23250003814281262,0.7674999618571874,0.4309231436119341,0.5690768563880659,0.99871,0.96267,0.78234,0.96994,0.87632,0.09362000000000004,0.0021874301332634877,0.0022042595756259914
2.1,x1 = 2.1,1.8,x1 = 1.8,0.3982817892950936,0.6017182107049065,0.6412179354402444,0.3587820645597556,0.5556969308590451,0.44430306914095485,0.36086005549663214,0.6391399445033679,0.48579295446414683,0.5142070455358532,0.94167,0.99103,0.94339,0.96994,0.97394,-0.0040000000000000036,0.015460167440088143,0.015675079616985943
2.2,x1 = 2.2,1.8,x1 = 1.8,0.3982817892950936,0.6017182107049065,0.6628597368765001,0.3371402631235,0.5213531345248272,0.47864686547517277,0.40743647297879226,0.5925635270212076,0.48294724127704636,0.5170527587229536,0.92206,0.99868,0.97513,0.96994,0.99074,-0.02079999999999993,0.01447927670125787,0.0146788258071512
2.4,x1 = 2.4,1.8,x1 = 1.8,0.3982817892950936,0.6017182107049065,0.6147164282031617,0.38528357179683814,0.47555583730437173,0.5244441626956282,0.4309005321801286,0.5690994678198714,0.4583508818464256,0.5416491181535742,0.96169,0.99828,0.98618,0.96994,0.99362,-0.023679999999999923,0.007334478928318504,0.007421258136435446
2.3,x1 = 2.3,1.8,x1 = 1.8,0.3982817892950936,0.6017182107049065,0.778510322835149,0.2214896771648509,0.5586865197095139,0.441313480290486,0.416352022606209,0.583647977393791,0.5271608978966814,0.47283910210331836,0.76288,0.99004,0.97972,0.96994,0.98775,-0.017809999999999993,0.033377872471426207,0.03381713318244474
2.0,x1 = 2.0,1.8,x1 = 1.8,0.3982817892950936,0.6017182107049065,0.6367624727995339,0.3632375272004661,0.5325578101178341,0.467442189882166,0.3819141916281493,0.6180858083718507,0.4778383946491106,0.5221616053508895,0.94534,0.99694,0.95938,0.96994,0.9833,-0.013359999999999927,0.012798714052432894,0.012971654498187421
1.4,x1 = 1.4,1.8,x1 = 1.8,0.3982817892950936,0.6017182107049065,0.5151567747530972,0.48484322524690276,0.5722549022324902,0.4277450977675099,0.3231918150884678,0.6768081849115323,0.4514983517716319,0.5485016482283681,0.99934,0.98488,0.90782,0.96994,0.94752,0.022419999999999995,0.005769184505097988,0.005832607065597337
1.3,x1 = 1.3,1.8,x1 = 1.8,0.3982817892950936,0.6017182107049065,0.5683000993049053,0.4316999006950947,0.6003627514625302,0.3996372485374698,0.2773709472038271,0.7226290527961728,0.46092722163871863,0.5390727783612814,0.9865,0.97074,0.85184,0.96994,0.91941,0.050530000000000075,0.007970934306875323,0.008067489921685003
1.2,x1 = 1.2,1.8,x1 = 1.8,0.3982817892950936,0.6017182107049065,0.512459524763331,0.48754047523666894,0.5604347759983439,0.43956522400165615,0.29886204178947595,0.701137958210524,0.4329074808531975,0.5670925191468025,0.99955,0.98944,0.8799,0.96994,0.93603,0.033909999999999996,0.0024594335953911153,0.0024792651726589718
1.5,x1 = 1.5,1.8,x1 = 1.8,0.3982817892950936,0.6017182107049065,0.46511059493929857,0.5348894050607015,0.6455050627263474,0.3544949372736526,0.2746775310552819,0.725322468944718,0.4471533449306828,0.5528466550693172,0.99648,0.93802,0.8481,0.96994,0.88992,0.08001999999999998,0.004872835861100683,0.004923487103418077
2.8,x1 = 2.8,1.8,x1 = 1.8,0.3982817892950936,0.6017182107049065,0.47771277508534826,0.5222872249146517,0.5658299232539238,0.4341700767460762,0.42800394167466144,0.5719960583253385,0.4938451738137529,0.506154826186247,0.99857,0.98746,0.98499,0.96994,0.98617,-0.016229999999999967,0.018409752892696418,0.018669693754754635
1.8,x1 = 1.8,1.8,x1 = 1.8,0.3982817892950936,0.6017182107049065,0.4534696933109645,0.5465303066890355,0.7903836141019183,0.20961638589808168,0.2873118761064596,0.7126881238935403,0.515439662848674,0.48456033715132574,0.99374,0.74075,0.86522,0.96994,0.80878,0.16115999999999997,0.027599312684991065,0.02798129300833567
1.1,x1 = 1.1,1.8,x1 = 1.8,0.3982817892950936,0.6017182107049065,0.49558315431492667,0.5044168456850733,0.5937829061672051,0.406217093832795,0.2927769051098902,0.7072230948901097,0.4419504085815964,0.5580495914184035,0.99994,0.97447,0.87228,0.96994,0.92292,0.04702000000000006,0.00389789665092026,0.003935350808545922
