z_x1,z_note,x_x1,x_note,"p(y=0|x,D)","p(y=1|x,D)","p(u=0|z,D)","p(u=1|z,D)","p(y=0|x,u=0,z,D)","p(y=1|x,u=0,z,D)","p(y=0|x,u=1,z,D)","p(y=1|x,u=1,z,D)","p(y=0|x,z,D)","p(y=1|x,z,D)","H[p(u|z,D)]","H[p(y|x,u=0,z,D)]","H[p(y|x,u=1,z,D)]","H[p(y|x,D)]",Va,Ve,kl_pyx_pyxz,kl_pyxz_pyx
-1.6,x1 = -1.6,-2.0,x1 = -2.0,0.7592021745824433,0.24079782541755668,0.8031136430391136,0.19688635696088644,0.8148442162043941,0.1851557837956059,0.6942692404413409,0.3057307595586591,0.7911046484857593,0.20889535151424066,0.71566,0.69123,0.88818,0.79636,0.73001,0.06634999999999991,0.0029728232943619717,0.0028744667136525667
-1.9,x1 = -1.9,-2.0,x1 = -2.0,0.7592021745824433,0.24079782541755668,0.8039846784168241,0.19601532158317608,0.8104147960174224,0.1895852039825777,0.5937957901666493,0.40620420983335076,0.7679541519245554,0.2320458480754449,0.71389,0.7006,0.97446,0.79636,0.75428,0.042080000000000006,0.00021307203917479874,0.00021126435566985735
-2.4,x1 = -2.4,-2.0,x1 = -2.0,0.7592021745824433,0.24079782541755668,0.7990024869241324,0.20099751307586758,0.8616114956914945,0.1383885043085053,0.5242529596835328,0.4757470403164671,0.7938032689389787,0.20619673106102115,0.72392,0.58,0.9983,0.79636,0.66408,0.13227999999999995,0.0035184572515918958,0.003391191378191459
-2.2,x1 = -2.2,-2.0,x1 = -2.0,0.7592021745824433,0.24079782541755668,0.8021115182695467,0.1978884817304532,0.8449838902358502,0.15501610976414973,0.5241949850268701,0.47580501497312994,0.7815034608280708,0.21849653917192907,0.71768,0.62225,0.99831,0.79636,0.69667,0.09968999999999995,0.001422523956677732,0.0013905374103521835
-2.8,x1 = -2.8,-2.0,x1 = -2.0,0.7592021745824433,0.24079782541755668,0.8118644671503285,0.18813553284967138,0.8258533344206418,0.1741466655793583,0.5879101644914219,0.41208983550857825,0.781087769358068,0.21891223064193197,0.69755,0.6671,0.97758,0.79636,0.72551,0.07084999999999997,0.0013687759176726454,0.0013386082678559924
-2.1,x1 = -2.1,-2.0,x1 = -2.0,0.7592021745824433,0.24079782541755668,0.7457256274709005,0.25427437252909957,0.800918126968423,0.19908187303157693,0.48761873483273444,0.5123812651672656,0.7212541206193726,0.27874587938062745,0.81798,0.72009,0.99956,0.79636,0.79115,0.005209999999999937,0.0036902496826377446,0.0038090234172845974
-1.8,x1 = -1.8,-2.0,x1 = -2.0,0.7592021745824433,0.24079782541755668,0.8592459239038295,0.1407540760961705,0.7867846172542408,0.2132153827457591,0.6891232388145614,0.3108767611854387,0.7730383801616851,0.22696161983831464,0.58621,0.74758,0.89418,0.79636,0.76821,0.02815000000000001,0.0005379972769704484,0.0005306744629479387
-2.0,x1 = -2.0,-2.0,x1 = -2.0,0.7592021745824433,0.24079782541755668,0.8106938112029617,0.18930618879703848,0.9165826609206851,0.08341733907931496,0.5284976845284884,0.47150231547151156,0.8431157731104898,0.15688422688951037,0.70002,0.41411,0.99766,0.79636,0.52458,0.2717799999999999,0.023577872336620537,0.021172052258903812
-1.7,x1 = -1.7,-2.0,x1 = -2.0,0.7592021745824433,0.24079782541755668,0.7597984007849676,0.24020159921503242,0.85438571227574,0.14561428772425997,0.6731896446672796,0.3268103553327203,0.8108621270647127,0.18913787293528728,0.79538,0.59876,0.91163,0.79636,0.67391,0.12244999999999995,0.008169985571674997,0.0077057052842655765
-1.2,x1 = -1.2,-2.0,x1 = -2.0,0.7592021745824433,0.24079782541755668,0.6524639154330553,0.34753608456694474,0.7848298062434979,0.2151701937565021,0.6936055661632825,0.3063944338367174,0.7531260910284248,0.24687390897157507,0.93185,0.75125,0.88897,0.79636,0.79911,-0.00275000000000003,9.983837982390463e-05,0.00010040186904563403
-1.5,x1 = -1.5,-2.0,x1 = -2.0,0.7592021745824433,0.24079782541755668,0.654291294004169,0.3457087059958309,0.8469526603362022,0.1530473396637978,0.6385515550731246,0.36144844492687545,0.7749065839076026,0.2250934160923973,0.93018,0.61741,0.94388,0.79636,0.73027,0.06608999999999998,0.0006957423069453295,0.0006849353009773865
-2.5,x1 = -2.5,-2.0,x1 = -2.0,0.7592021745824433,0.24079782541755668,0.762706284390691,0.23729371560930904,0.8712489545646431,0.128751045435357,0.4992066564632768,0.5007933435367232,0.7829656552843437,0.21703434471565636,0.79051,0.554,1.0,0.79636,0.65983,0.13652999999999993,0.0016202348016913677,0.001581247656264495
-2.3,x1 = -2.3,-2.0,x1 = -2.0,0.7592021745824433,0.24079782541755668,0.7899942833392493,0.21000571666075069,0.8546391501657193,0.1453608498342806,0.5766310479489374,0.4233689520510625,0.7962558594221888,0.2037441405778111,0.74149,0.59811,0.98299,0.79636,0.67894,0.11741999999999997,0.0040577094119844115,0.003899389436116167
-2.6,x1 = -2.6,-2.0,x1 = -2.0,0.7592021745824433,0.24079782541755668,0.8979609989349449,0.10203900106505517,0.862448863475261,0.13755113652473908,0.5598603597513987,0.44013964024860125,0.8315730348215084,0.1684269651784917,0.47543,0.57779,0.98964,0.79636,0.61981,0.17654999999999998,0.0169483683591629,0.015510431868536914
-1.4,x1 = -1.4,-2.0,x1 = -2.0,0.7592021745824433,0.24079782541755668,0.6604196514120242,0.3395803485879758,0.8575526796510224,0.14244732034897742,0.7728597913128245,0.22714020868717552,0.8287926391062146,0.17120736089378524,0.92442,0.59061,0.77299,0.79636,0.65254,0.14381999999999995,0.015548400990094732,0.014290883887113935
