action,label,regret,note,trial,Q_value_0,Q_value_1,Q_value_2,Q_value_3,Q_value_4,U_value_0,U_value_1,U_value_2,U_value_3,U_value_4,UCB_value_0,UCB_value_1,UCB_value_2,UCB_value_3,UCB_value_4
2,0,0.6,action = 2,0,,,,,,,,,,,,,,,
2,1,-0.4,action = 2,1,,,,,,,,,,,,,,,
3,1,-0.4,action = 3,2,,,,,,,,,,,,,,,
4,0,0.6,action = 4,3,,,,,,,,,,,,,,,
0,0,0.6,action = 0,4,,,,,,,,,,,,,,,
0,1,-0.4,action = 0,5,0.31357,0.36177,0.36249,0.4209,0.33105,0.03834057902536163,0.0,0.0,0.0,0.0,0.6969757902536163,0.36177,0.36249,0.4209,0.33105
4,0,0.6,action = 4,6,0.42071,0.44449,0.43853,0.46322,0.4328,0.0,0.0,0.0,0.0,0.013784048752090222,0.42071,0.44449,0.43853,0.46322,0.5706404875209022
4,0,0.6,action = 4,7,0.45722,0.44384,0.44926,0.49538,0.40887,0.0469041575982343,0.059749476985158624,0.03146426544510455,0.0565685424949238,0.16272676485446394,0.9262615759823429,1.0413347698515862,0.7639026544510454,1.061065424949238,2.0361376485446394
1,0,0.6,action = 1,8,0.44449,0.43825,0.42076,0.49376,0.25833,0.04919349550499537,0.10464224768228175,0.007071067811865475,0.07092249290598858,0.041352146256270664,0.9364249550499537,1.4846724768228174,0.49147067811865475,1.2029849290598857,0.6718514625627066
4,1,-0.4,action = 4,9,0.40747,0.33797,0.38964,0.40817,0.2796,0.09412757300600075,0.10024968827881711,0.08099382692526634,0.07726577508832742,0.15228263197095065,1.3487457300600074,1.3404668827881712,1.1995782692526635,1.1808277508832743,1.8024263197095067
4,0,0.6,action = 4,10,0.4261,0.39017,0.4261,0.45031,0.39615,0.09246621004453465,0.06892024376045111,0.06848357467305573,0.07622335600063802,0.11357816691600547,1.3507621004453465,1.079372437604511,1.1109357467305572,1.21254356000638,1.5319316691600546
3,0,0.6,action = 3,11,0.39587,0.34439,0.40803,0.43206,0.30609,0.0,0.0458257569495584,0.06,0.07463243262818116,0.0,0.39587,0.8026475694955839,1.00803,1.1783843262818117,0.30609
0,1,-0.4,action = 0,12,0.38407,0.34439,0.38439,0.37311,0.32276,0.0659545297913646,0.026076809620810597,0.03834057902536163,0.060083275543199206,0.0,1.0436152979136462,0.605158096208106,0.7677957902536163,0.9739427554319922,0.32276
0,0,0.6,action = 0,13,0.43229,0.35528,0.40151,0.37772,0.34375,0.0,0.0,0.0,0.0,0.0,0.43229,0.35528,0.40151,0.37772,0.34375
0,0,0.6,action = 0,14,0.43792,0.38978,0.43196,0.40733,0.384,0.01673320053068151,0.0,0.0161245154965971,0.0,0.018439088914585774,0.6052520053068151,0.38978,0.593205154965971,0.40733,0.5683908891458578
4,0,0.6,action = 4,15,0.41452,0.35155,0.40223,0.38599,0.36806,0.05244044240850758,0.0,0.034496376621320685,0.0,0.06899275324264137,0.9389244240850758,0.35155,0.7471937662132069,0.38599,1.0579875324264136
2,1,-0.4,action = 2,16,0.40225,0.33438,0.39636,0.39041,0.32799,0.033316662497915366,0.0,0.07395944834840239,0.0506951674225463,0.03974921382870358,0.7354166249791536,0.33438,1.1359544834840238,0.8973616742254631,0.7254821382870358
4,0,0.6,action = 4,17,0.43801,0.35733,0.4383,0.40803,0.35741,0.044045431091090485,0.0,0.0354964786985977,0.02258317958127243,0.05813776741499453,0.8784643109109049,0.35733,0.793264786985977,0.6338617958127243,0.9387876741499454
4,0,0.6,action = 4,18,0.41399,0.35464,0.43182,0.38382,0.32203,0.08461678320522471,0.0916515138991168,0.07224956747275377,0.057965506984757754,0.12684636376341263,1.260157832052247,1.271155138991168,1.1543156747275378,0.9634750698475776,1.5904936376341263
