z_x1,z_note,x_x1,x_note,"p(y=0|x,D)","p(y=1|x,D)","p(u=0|z,D)","p(u=1|z,D)","p(y=0|x,u=0,z,D)","p(y=1|x,u=0,z,D)","p(y=0|x,u=1,z,D)","p(y=1|x,u=1,z,D)","p(y=0|x,z,D)","p(y=1|x,z,D)","H[p(u|z,D)]","H[p(y|x,u=0,z,D)]","H[p(y|x,u=1,z,D)]","H[p(y|x,D)]",Va,Ve,kl_pyx_pyxz,kl_pyxz_pyx
4.2,x1 = 4.2,8.4,x1 = 8.4,0.03155603123538232,0.9684439687646178,0.11233627628678677,0.8876637237132133,0.06860859686549493,0.931391403134505,0.026289855831963027,0.9737101441680371,0.03104378561681485,0.9689562143831854,0.50692,0.36071,0.17543,0.20214,0.19624,0.005899999999999989,4.338587072836957e-06,4.315743649451658e-06
9.8,x1 = 9.8,8.4,x1 = 8.4,0.03155603123538232,0.9684439687646178,0.03308669783300633,0.9669133021669936,0.465467120601585,0.5345328793984149,0.019542678249385274,0.9804573217506146,0.034296845529844355,0.9657031544701554,0.20964,0.99656,0.13887,0.20214,0.16725,0.03488999999999998,0.0001164408747690096,0.00011960567688103175
9.9,x1 = 9.9,8.4,x1 = 8.4,0.03155603123538232,0.9684439687646178,0.03621964425755557,0.9637803557424445,0.41959294327024643,0.5804070567297535,0.021638075698974146,0.9783619243010259,0.036051859432968264,0.9639481405670318,0.22468,0.98126,0.15054,0.20214,0.18063,0.021509999999999974,0.000303231380975778,0.0003165043161182041
6.6,x1 = 6.6,8.4,x1 = 8.4,0.03155603123538232,0.9684439687646178,0.03548102300844609,0.964518976991554,0.2871516265639766,0.7128483734360233,0.02798393360447826,0.9720160663955217,0.03717946848142012,0.9628205315185799,0.22117,0.86501,0.18418,0.20214,0.20834,-0.006200000000000011,0.0004648923176932898,0.0004900547619141648
7.6,x1 = 7.6,8.4,x1 = 8.4,0.03155603123538232,0.9684439687646178,0.030867887268264376,0.9691321127317357,0.3986045260758345,0.6013954739241656,0.025032967310333033,0.9749670326896671,0.036564332072936336,0.9634356679270639,0.19873,0.97013,0.16884,0.20214,0.19357,0.008569999999999994,0.00037282433345500396,0.00039090852809282265
16.0,x1 = 16.0,8.4,x1 = 8.4,0.03155603123538232,0.9684439687646178,0.10232380699399846,0.8976761930060014,0.22350487958198414,0.7764951204180159,0.027477963827987693,0.9725220361720123,0.04753618412122842,0.9524638158787715,0.47632,0.76652,0.18158,0.20214,0.24143,-0.03929000000000002,0.0031841236385879504,0.0036292537157122245
11.8,x1 = 11.8,8.4,x1 = 8.4,0.03155603123538232,0.9684439687646178,0.06195910510736735,0.9380408948926325,0.2649665094993482,0.7350334905006518,0.025706947336222752,0.9742930526637774,0.040531255696230534,0.9594687443037695,0.33517,0.83415,0.17238,0.20214,0.21338,-0.01124,0.0011183242093948248,0.0012118197469947571
0.6,x1 = 0.6,8.4,x1 = 8.4,0.03155603123538232,0.9684439687646178,0.44784420494447347,0.5521557950555265,0.03249145702046392,0.9675085429795359,0.033560116484563245,0.9664398835154367,0.03308152353650729,0.9669184764634926,0.99214,0.20674,0.21194,0.20214,0.20961,-0.007470000000000004,3.692880672928351e-05,3.749482389168155e-05
9.1,x1 = 9.1,8.4,x1 = 8.4,0.03155603123538232,0.9684439687646178,0.03557776853460202,0.9644222314653981,0.45215294755843577,0.5478470524415642,0.020433712298089993,0.9795662877019099,0.035793319322117975,0.9642066806778821,0.22164,0.99338,0.14387,0.20214,0.17409,0.02804999999999999,0.00027063460885889176,0.0002818293113721962
6.5,x1 = 6.5,8.4,x1 = 8.4,0.03155603123538232,0.9684439687646178,0.03543679864016647,0.9645632013598335,0.289957204557475,0.710042795442525,0.027621573037018222,0.9723784269629819,0.036917907987349556,0.9630820920126506,0.22096,0.86867,0.18232,0.20214,0.20664,-0.004500000000000004,0.00042462362771009034,0.0004465954623374072
3.4,x1 = 3.4,8.4,x1 = 8.4,0.03155603123538232,0.9684439687646178,0.14705733186006426,0.8529426681399357,0.05018545744520566,0.9498145425547942,0.025700481674211385,0.9742995183257888,0.02930117688175212,0.970698823118248,0.60243,0.28718,0.17235,0.20214,0.18924,0.012899999999999995,8.723776597043204e-05,8.51744273974277e-05
11.4,x1 = 11.4,8.4,x1 = 8.4,0.03155603123538232,0.9684439687646178,0.06254642313331485,0.9374535768666851,0.2811697784584189,0.7188302215415812,0.025579442144766262,0.9744205578552336,0.041565703468626224,0.9584342965313736,0.33747,0.85704,0.17171,0.20214,0.21457,-0.012430000000000024,0.0013677377208151775,0.001494030292654682
7.7,x1 = 7.7,8.4,x1 = 8.4,0.03155603123538232,0.9684439687646178,0.03028207943522653,0.9697179205647736,0.409488935480449,0.590511064519551,0.024481372057135437,0.9755186279428646,0.036140201675883235,0.9638597983241168,0.1958,0.97623,0.16591,0.20214,0.19045,0.011689999999999978,0.00031475873270129205,0.0003287942126803268
6.0,x1 = 6.0,8.4,x1 = 8.4,0.03155603123538232,0.9684439687646178,0.030348147186515916,0.9696518528134842,0.21872619499286908,0.781273805007131,0.02992797805844505,0.970072021941555,0.035657654134522716,0.9643423458654774,0.19613,0.75783,0.19403,0.20214,0.21114,-0.009000000000000008,0.00025421491268992754,0.0002644080533089222
3.2,x1 = 3.2,8.4,x1 = 8.4,0.03155603123538232,0.9684439687646178,0.18315980126577783,0.8168401987342223,0.04698011827124527,0.9530198817287546,0.026780103982515076,0.973219896017485,0.030479934585204774,0.9695200654147954,0.68694,0.27343,0.17798,0.20214,0.19546,0.0066799999999999915,1.9373571445381512e-05,1.9157892013509613e-05
