z_x1,z_note,x_x1,x_note,"p(y=0|x,D)","p(y=1|x,D)","p(u=0|z,D)","p(u=1|z,D)","p(y=0|x,u=0,z,D)","p(y=1|x,u=0,z,D)","p(y=0|x,u=1,z,D)","p(y=1|x,u=1,z,D)","p(y=0|x,z,D)","p(y=1|x,z,D)","H[p(u|z,D)]","Var[p(u|z,D)]","H[p(y|x,u=0,z,D)]","H[p(y|x,u=1,z,D)]","Var[p(y|x,u=0,z,D)]","Var[p(y|x,u=1,z,D)]","H[p(y|x,D)]","Var[p(y|x,D)]",Va,Ve,Va_variance,Ve_variance,kl_pyx_pyxz,kl_pyxz_pyx,api_calls
-10.5,x1 = -10.5,-10.2,x1 = -10.2,0.8115253814996631,0.1884746185003369,0.8086062182858342,0.19139378171416582,0.8665045976380146,0.13349540236198548,0.41959398893186767,0.5804060110681324,0.7809686861495653,0.21903131385043476,0.70438,0.15476,0.56695,0.98126,0.11567,0.24353,0.69827,0.15295,0.64625,0.052019999999999955,0.14014,0.012810000000000016,0.002828271327521184,0.002935698206373967,7480
-10.2,x1 = -10.2,-10.2,x1 = -10.2,0.8115253814996631,0.1884746185003369,0.8115253814996631,0.1884746185003369,0.8514144519258503,0.14858554807414978,0.3917568984339675,0.6082431015660326,0.7647806698906695,0.2352193301093306,0.69827,0.15295,0.60629,0.96592,0.12651,0.23828,0.69827,0.15295,0.67407,0.0242,0.14758,0.005370000000000014,0.00638751943687467,0.006742211239920026,7510
-10.6,x1 = -10.6,-10.2,x1 = -10.2,0.8115253814996631,0.1884746185003369,0.8114254176870231,0.18857458231297702,0.8676692041606502,0.13233079583934976,0.423334430289713,0.5766655697102869,0.7838789597708073,0.21612104022919285,0.69848,0.15301,0.5638,0.98297,0.11482,0.24412,0.69827,0.15295,0.64284,0.05542999999999998,0.1392,0.013750000000000012,0.0023308013353232973,0.0024115640416062685,7540
-9.9,x1 = -9.9,-10.2,x1 = -10.2,0.8115253814996631,0.1884746185003369,0.7919830552059735,0.2080169447940265,0.8796572326129635,0.12034276738703649,0.4470486023933198,0.5529513976066802,0.7896673070631444,0.21033269293685553,0.73768,0.16475,0.53035,0.99189,0.10586,0.2472,0.69827,0.15295,0.62636,0.07190999999999992,0.13526,0.01769000000000001,0.0014770494852906352,0.0015181869031272756,7570
-10.0,x1 = -10.0,-10.2,x1 = -10.2,0.8115253814996631,0.1884746185003369,0.7966001873091402,0.20339981269085983,0.8722596559710235,0.1277403440289765,0.4577552659008786,0.5422447340991213,0.787949540671217,0.21205045932878305,0.72868,0.16203,0.55121,0.99484,0.11142,0.24822,0.69827,0.15295,0.64144,0.056829999999999936,0.13925,0.01369999999999999,0.0017112844714809033,0.001762439438075518,7600
-10.1,x1 = -10.1,-10.2,x1 = -10.2,0.8115253814996631,0.1884746185003369,0.8122369449898678,0.18776305501013232,0.8672491179223881,0.13275088207761188,0.39610187127495167,0.6038981287250482,0.7787850715322532,0.22121492846774687,0.69677,0.15251,0.56493,0.96862,0.11513,0.23921,0.69827,0.15295,0.64073,0.057539999999999925,0.13843,0.014520000000000005,0.00323082381436721,0.003361501995544698,7630
-9.5,x1 = -9.5,-10.2,x1 = -10.2,0.8115253814996631,0.1884746185003369,0.8046641808886903,0.1953358191113097,0.879742657995202,0.1202573420047981,0.4507086950837139,0.5492913049162861,0.7959369574233152,0.20406304257668487,0.7125,0.15718,0.5301,0.99298,0.1058,0.24757,0.69827,0.15295,0.62052,0.07774999999999999,0.13349,0.019460000000000005,0.0007628324340557078,0.0007782596006924904,7660
-10.4,x1 = -10.4,-10.2,x1 = -10.2,0.8115253814996631,0.1884746185003369,0.8147246170144339,0.18527538298556614,0.8625839060042461,0.13741609399575383,0.41035345415813324,0.5896465458418667,0.778796735840722,0.22120326415927802,0.69148,0.15095,0.57743,0.97669,0.11853,0.24196,0.69827,0.15295,0.6514,0.04686999999999997,0.1414,0.011550000000000005,0.0032286074530517815,0.0033591537589681003,7690
-10.9,x1 = -10.9,-10.2,x1 = -10.2,0.8115253814996631,0.1884746185003369,0.8103971234297607,0.18960287657023955,0.8631481287445298,0.1368518712554701,0.4413315750977806,0.5586684249022194,0.7831704967881616,0.21682950321183855,0.70064,0.15365,0.57593,0.99005,0.11812,0.24656,0.69827,0.15295,0.65445,0.04381999999999997,0.14247,0.01047999999999999,0.002447757324531355,0.00253457135452384,7720
-10.3,x1 = -10.3,-10.2,x1 = -10.2,0.8115253814996631,0.1884746185003369,0.8075478769018801,0.19245212309812,0.8629531426537665,0.13704685734623362,0.39867687554915615,0.6013231244508438,0.7736021893454145,0.2263978106545857,0.70657,0.15541,0.57645,0.97017,0.11827,0.23973,0.69827,0.15295,0.65222,0.046049999999999924,0.14165,0.011300000000000004,0.004284778407610948,0.004482616791909345,7750
