z_x1,z_note,x_x1,x_note,"p(y=0|x,D)","p(y=1|x,D)","p(u=0|z,D)","p(u=1|z,D)","p(y=0|x,u=0,z,D)","p(y=1|x,u=0,z,D)","p(y=0|x,u=1,z,D)","p(y=1|x,u=1,z,D)","p(y=0|x,z,D)","p(y=1|x,z,D)","H[p(u|z,D)]","Var[p(u|z,D)]","H[p(y|x,u=0,z,D)]","H[p(y|x,u=1,z,D)]","Var[p(y|x,u=0,z,D)]","Var[p(y|x,u=1,z,D)]","H[p(y|x,D)]","Var[p(y|x,D)]",Va,Ve,Va_variance,Ve_variance,kl_pyx_pyxz,kl_pyxz_pyx,api_calls
-14.6,x1 = -14.6,-14.2,x1 = -14.2,0.7945280347718074,0.20547196522819258,0.8035016230511397,0.19649837694886035,0.8752887555541647,0.12471124444583528,0.3701723087237257,0.6298276912762744,0.7760341935818083,0.2239658064181919,0.71487,0.15789,0.54275,0.9508,0.10916,0.23314,0.73274,0.16325,0.62293,0.10980999999999996,0.13352,0.029730000000000006,0.0010041243529149181,0.001025306116930403,1280
-14.1,x1 = -14.1,-14.2,x1 = -14.2,0.7945280347718074,0.20547196522819258,0.7939545449638706,0.2060454550361292,0.8657857240303002,0.1342142759696996,0.35295929959252703,0.6470407004074729,0.760120170052468,0.23987982994753168,0.73386,0.16359,0.56888,0.93668,0.1162,0.22838,0.73274,0.16325,0.64466,0.08807999999999994,0.13931,0.023940000000000017,0.0033622188333370037,0.0034883945727594845,1310
-14.4,x1 = -14.4,-14.2,x1 = -14.2,0.7945280347718074,0.20547196522819258,0.7898807530883254,0.21011924691167452,0.8753763167053062,0.12462368329469384,0.3431601422746965,0.6568398577253035,0.7635474549397341,0.23645254506026592,0.74171,0.16597,0.54251,0.92781,0.10909,0.2254,0.73274,0.16325,0.62347,0.10926999999999998,0.13353,0.029719999999999996,0.0027447014004084655,0.002838337532345723,1340
-14.5,x1 = -14.5,-14.2,x1 = -14.2,0.7945280347718074,0.20547196522819258,0.7910812838720812,0.20891871612791885,0.8771814646637985,0.12281853533620142,0.3604998967583829,0.6395001032416172,0.769237014850039,0.23076298514996102,0.73941,0.16527,0.53741,0.9431,0.10773,0.23054,0.73274,0.16325,0.62217,0.11056999999999995,0.13339,0.029859999999999998,0.0018507939575260722,0.001903169345386143,1370
-14.3,x1 = -14.3,-14.2,x1 = -14.2,0.7945280347718074,0.20547196522819258,0.7830162370871342,0.21698376291286592,0.8729026253224728,0.12709737467752727,0.33946146157440066,0.6605385384255994,0.757154554319798,0.24284544568020228,0.75462,0.1699,0.54942,0.9243,0.11094,0.22423,0.73274,0.16325,0.63076,0.10197999999999996,0.13552,0.027730000000000005,0.0039434801575448306,0.004102898798900002,1400
-14.2,x1 = -14.2,-14.2,x1 = -14.2,0.7945280347718074,0.20547196522819258,0.7945280347718074,0.20547196522819258,0.8636108119185193,0.1363891880814806,0.3542751023941933,0.6457248976058068,0.7589566027216602,0.24104339727833973,0.73274,0.16325,0.5747,0.93783,0.11779,0.22876,0.73274,0.16325,0.64931,0.0834299999999999,0.14059,0.022660000000000013,0.0035851302421906553,0.003723769576815056,1430
-13.9,x1 = -13.9,-14.2,x1 = -14.2,0.7945280347718074,0.20547196522819258,0.7866190447478327,0.21338095525216733,0.8764380787526804,0.12356192124731957,0.3733787241919658,0.6266212758080343,0.7690947931279765,0.2309052068720236,0.7479,0.16785,0.53951,0.95323,0.10829,0.23397,0.73274,0.16325,0.62779,0.10494999999999999,0.13511,0.02814,0.001871109649136303,0.0019243363780609979,1460
-14.0,x1 = -14.0,-14.2,x1 = -14.2,0.7945280347718074,0.20547196522819258,0.7898707738004238,0.21012922619957627,0.878941687858284,0.12105831214171606,0.3979142149617747,0.6020857850382253,0.7778637571978029,0.22213624280219718,0.74173,0.16597,0.5324,0.96972,0.1064,0.23958,0.73274,0.16325,0.62429,0.10844999999999994,0.13439,0.028859999999999997,0.0008185464181744637,0.0008341862928837179,1490
-14.7,x1 = -14.7,-14.2,x1 = -14.2,0.7945280347718074,0.20547196522819258,0.7836887937081777,0.21631120629182235,0.8730124819673065,0.12698751803269337,0.36510434550836923,0.6348956544916308,0.7631462602844423,0.23685373971555762,0.75337,0.16952,0.54912,0.94684,0.11086,0.2318,0.73274,0.16325,0.63515,0.09758999999999995,0.13702,0.026230000000000003,0.002813950317262049,0.0029110827773444897,1520
-13.7,x1 = -13.7,-14.2,x1 = -14.2,0.7945280347718074,0.20547196522819258,0.783538999664324,0.21646100033567595,0.8824561585991588,0.1175438414008411,0.3647925516558257,0.6352074483441743,0.7704021764028307,0.22959782359716918,0.75365,0.16961,0.52226,0.94659,0.10373,0.23172,0.73274,0.16325,0.61411,0.1186299999999999,0.13143,0.031820000000000015,0.001688325587390075,0.0017340521242732547,1550
