x1,note,p(u=0|z),p(u=1|z),H[p(u|z)],"p(y=0|x,u=0,z)","p(y=1|x,u=0,z)","p(y=0|x,u=1,z)","p(y=1|x,u=1,z)","p(y=0|x,z)","p(y=1|x,z)",p(y=0|x),p(y=1|x),"H[p(y|x,u=0,z)]","H[p(y|x,u=1,z)]",H[p(y|x)],"H[p(y|x,z)]","Va = E[H[p(y|x,u,z)]]",kl_pyx_pyxz,kl_pyxz_pyx,true_x1,within_threshold,z_value_for_min_Va,min_Va,max_Ve
-7.9,x1 = -7.9,0.9160656692298458,0.08393433077015416,0.41589,0.22270012850745963,0.7772998714925404,0.320821300824607,0.6791786991753931,0.23093586344028236,0.7690641365597176,0.45343016141321685,0.5465698385867832,0.76507,0.90527,0.99373,0.77964,0.77684,0.11927,0.10683,1.2,False,False,0.72554,0.26819
4.7,x1 = 4.7,0.06929260321011639,0.9307073967898836,0.36328,0.320821300824607,0.6791786991753931,0.24508500761839525,0.7549149923816048,0.2503329725321383,0.7496670274678617,0.45343016141321685,0.5465698385867832,0.90527,0.80339,0.99373,0.81181,0.81045,0.09666,0.08816,1.2,False,False,0.72554,0.26819
1.8,x1 = 1.8,0.3877333634169052,0.6122666365830948,0.96332,0.43782349911420193,0.562176500885798,0.2942149783515163,0.7057850216484837,0.3498967931221588,0.6501032068778411,0.45343016141321685,0.5465698385867832,0.98882,0.8741,0.99373,0.93398,0.91858,0.02272,0.02208,1.2,False,False,0.72554,0.26819
3.7,x1 = 3.7,0.10658893770965927,0.8934110622903407,0.48954,0.3486451285660856,0.6513548714339146,0.26894142136999516,0.731058578630005,0.2774369548515482,0.7225630451484519,0.45343016141321685,0.5465698385867832,0.93285,0.83994,0.99373,0.85193,0.84984,0.07018,0.06541,1.2,False,False,0.72554,0.26819
-1.5,x1 = -1.5,0.7020554430900539,0.29794455690994615,0.87876,0.2018132198600306,0.7981867801399696,0.20181323186177208,0.798186768138228,0.20181322343588415,0.798186776564116,0.45343016141321685,0.5465698385867832,0.72554,0.72554,0.99373,0.72554,0.72554,0.16008,0.13889,1.2,False,False,0.72554,0.26819
-6.4,x1 = -6.4,0.9252538081851018,0.07474619181489832,0.38339,0.2018132246607271,0.798186775339273,0.3208213073183838,0.6791786926816162,0.21070862563457962,0.7892913743654206,0.45343016141321685,0.5465698385867832,0.72554,0.90527,0.99373,0.74284,0.73897,0.14664,0.12856,1.2,False,False,0.72554,0.26819
-6.8,x1 = -6.8,0.9276975678160116,0.07230243218398821,0.37446,0.20181321745968234,0.7981867825403175,0.320821307318384,0.6791786926816162,0.21041779180603704,0.7895822081939627,0.45343016141321685,0.5465698385867832,0.72554,0.90527,0.99373,0.74228,0.73853,0.14707,0.12889,1.2,False,False,0.72554,0.26819
1.6,x1 = 1.6,0.4136213855527172,0.5863786144472827,0.97836,0.4687906266262437,0.5312093733737563,0.2689414096510108,0.7310585903489891,0.35160331967793224,0.6483966803220675,0.45343016141321685,0.5465698385867832,0.99719,0.83994,0.99373,0.93549,0.90498,0.02195,0.02135,1.2,False,False,0.72554,0.26819
-6.8,x1 = -6.8,0.9276975678160116,0.07230243218398821,0.37446,0.20181321745968234,0.7981867825403175,0.320821307318384,0.6791786926816162,0.21041779180603704,0.7895822081939627,0.45343016141321685,0.5465698385867832,0.72554,0.90527,0.99373,0.74228,0.73853,0.14707,0.12889,1.2,False,False,0.72554,0.26819
-6.8,x1 = -6.8,0.9276975678160116,0.07230243218398821,0.37446,0.20181321745968234,0.7981867825403175,0.320821307318384,0.6791786926816162,0.21041779180603704,0.7895822081939627,0.45343016141321685,0.5465698385867832,0.72554,0.90527,0.99373,0.74228,0.73853,0.14707,0.12889,1.2,False,False,0.72554,0.26819
10.0,x1 = 10.0,0.050699309588510835,0.9493006904114892,0.28936,0.2942149845400438,0.7057850154599564,0.2942149783515163,0.7057850216484837,0.2942149786652704,0.7057850213347296,0.45343016141321685,0.5465698385867832,0.8741,0.8741,0.99373,0.8741,0.8741,0.05639,0.05318,1.2,False,False,0.72554,0.26819
-7.1,x1 = -7.1,0.920777544140118,0.07922245585988189,0.39943,0.22270013882530884,0.7772998611746911,0.320821300824607,0.6791786991753931,0.23047353825071853,0.7695264617492813,0.45343016141321685,0.5465698385867832,0.76507,0.90527,0.99373,0.77884,0.77618,0.11985,0.1073,1.2,False,False,0.72554,0.26819
-6.3,x1 = -6.3,0.9316626503847344,0.06833734961526568,0.35969,0.22270012850745963,0.7772998714925404,0.348645142101806,0.6513548578981939,0.2313068769337559,0.7686931230662443,0.45343016141321685,0.5465698385867832,0.76507,0.93285,0.99373,0.78028,0.77654,0.11881,0.10646,1.2,False,False,0.72554,0.26819
-6.8,x1 = -6.8,0.9276975678160116,0.07230243218398821,0.37446,0.20181321745968234,0.7981867825403175,0.320821307318384,0.6791786926816162,0.21041779180603704,0.7895822081939627,0.45343016141321685,0.5465698385867832,0.72554,0.90527,0.99373,0.74228,0.73853,0.14707,0.12889,1.2,False,False,0.72554,0.26819
-6.8,x1 = -6.8,0.9276975678160116,0.07230243218398821,0.37446,0.20181321745968234,0.7981867825403175,0.320821307318384,0.6791786926816162,0.21041779180603704,0.7895822081939627,0.45343016141321685,0.5465698385867832,0.72554,0.90527,0.99373,0.74228,0.73853,0.14707,0.12889,1.2,False,False,0.72554,0.26819
