x1,note,p(u=0|z),p(u=1|z),H[p(u|z)],"p(y=0|x,u=0,z)","p(y=1|x,u=0,z)","p(y=0|x,u=1,z)","p(y=1|x,u=1,z)","p(y=0|x,z)","p(y=1|x,z)",p(y=0|x),p(y=1|x),"H[p(y|x,u=0,z)]","H[p(y|x,u=1,z)]",H[p(y|x)],"H[p(y|x,z)]","Va = E[H[p(y|x,u,z)]]",kl_pyx_pyxz,kl_pyxz_pyx,true_x1,within_threshold,z_value_for_min_Va,min_Va,max_Ve
13.5,x1 = 13.5,0.051979128236621305,0.9480208717633788,0.29475,0.731058584489497,0.2689414155105029,0.8354835411997896,0.1645164588002102,0.8300556229838418,0.16994437701615814,0.8725861040793303,0.12741389592066976,0.83994,0.64501,0.5503,0.65758,0.65514,0.0069,0.00747,-3.0,False,False,0.56551,-0.01521
-16.8,x1 = -16.8,0.9041806509041102,0.09581934909588988,0.4556,0.8354835391516133,0.1645164608483867,0.6791786991753931,0.320821300824607,0.8205065111245546,0.17949348887544536,0.8725861040793303,0.12741389592066976,0.64501,0.90527,0.5503,0.67897,0.66995,0.01003,0.01102,-3.0,False,False,0.56551,-0.01521
-13.4,x1 = -13.4,0.9098270236405576,0.0901729763594424,0.43705,0.8354835411997896,0.16451645880021024,0.6791786991753931,0.320821300824607,0.8213890683750573,0.17861093162494254,0.8725861040793303,0.12741389592066976,0.64501,0.90527,0.5503,0.67703,0.66848,0.00972,0.01066,-3.0,False,False,0.56551,-0.01521
-20.8,x1 = -20.8,0.9110379821760748,0.08896201782392535,0.433,0.8354835350552603,0.16451646494473968,0.6791786926816162,0.320821307318384,0.8215783408820505,0.1784216591179497,0.8725861040793303,0.12741389592066976,0.64501,0.90527,0.5503,0.67661,0.66816,0.00966,0.01059,-3.0,False,False,0.56551,-0.01521
17.9,x1 = 17.9,0.06664024230926929,0.9333597576907307,0.35326,0.7310585727705127,0.26894142722948733,0.8175744695262777,0.1824255304737224,0.8118090292028697,0.1881909707971303,0.8725861040793303,0.12741389592066976,0.83994,0.68535,0.5503,0.69767,0.69565,0.0133,0.01479,-3.0,False,False,0.56551,-0.01521
2.2,x1 = 2.2,0.6155297272348992,0.3844702727651006,0.96114,0.8519528000888386,0.14804719991116141,0.8175744695262777,0.18242553047372237,0.8387353539602418,0.161264646039758,0.8725861040793303,0.12741389592066976,0.60493,0.68535,0.5503,0.63733,0.63585,0.00451,0.00481,-3.0,False,False,0.56551,-0.01521
1.9,x1 = 1.9,0.36832402449597335,0.6316759755040268,0.94938,0.8670357580842942,0.13296424191570594,0.8670357718273072,0.1329642281726931,0.8670357667654254,0.1329642332345749,0.8725861040793303,0.12741389592066976,0.56551,0.56551,0.5503,0.56551,0.56551,0.00014,0.00014,-3.0,True,True,0.56551,-0.01521
-7.2,x1 = -7.2,0.9160128380503952,0.08398716194960479,0.41607,0.8519528076067262,0.14804719239327382,0.6791787056691697,0.3208212943308303,0.8374420011265992,0.16255799887340092,0.8725861040793303,0.12741389592066976,0.60493,0.90527,0.5503,0.64039,0.63015,0.00483,0.00517,-3.0,False,False,0.56551,-0.01521
-7.1,x1 = -7.1,0.920777544140118,0.07922245585988189,0.39943,0.835483537103437,0.16451646289656316,0.6791787056691697,0.32082129433083023,0.8231006844944495,0.17689931550555066,0.8725861040793303,0.12741389592066976,0.64501,0.90527,0.5503,0.67325,0.66563,0.00913,0.00999,-3.0,False,False,0.56551,-0.01521
2.3,x1 = 2.3,0.7827114413379263,0.21728855866207386,0.75519,0.8519528057272543,0.14804719427274568,0.817574478416099,0.18242552158390105,0.8444827885366004,0.15551721146339964,0.8725861040793303,0.12741389592066976,0.60493,0.68535,0.5503,0.62348,0.6224,0.00317,0.00335,-3.0,False,False,0.56551,-0.01521
2.1,x1 = 2.1,0.5883174837021689,0.41168251629783104,0.97738,0.8670357580842942,0.13296424191570597,0.817574478416099,0.18242552158390102,0.8466734140111807,0.15332658598881924,0.8725861040793303,0.12741389592066976,0.56551,0.68535,0.5503,0.6181,0.61485,0.00272,0.00286,-3.0,False,False,0.56551,-0.01521
2.0,x1 = 2.0,0.5569596992812618,0.44304030071873823,0.99062,0.8354835411997896,0.16451645880021024,0.835483537103437,0.16451646289656316,0.8354835393849404,0.16451646061505967,0.8725861040793303,0.12741389592066976,0.64501,0.64501,0.5503,0.64501,0.64501,0.00535,0.00574,-3.0,False,False,0.56551,-0.01521
-10.5,x1 = -10.5,0.9215575364089416,0.07844246359105819,0.39667,0.8519528019683105,0.14804719803168948,0.6513548714339145,0.3486451285660856,0.8362174061059243,0.16378259389407543,0.8725861040793303,0.12741389592066976,0.60493,0.93285,0.5503,0.64328,0.63065,0.00515,0.00553,-3.0,False,False,0.56551,-0.01521
-10.2,x1 = -10.2,0.9221032600563926,0.0778967399436073,0.39472,0.8519527963298945,0.1480472036701053,0.6513548782017746,0.34864512179822554,0.8363268724682393,0.1636731275317605,0.8725861040793303,0.12741389592066976,0.60493,0.93285,0.5503,0.64302,0.63047,0.00513,0.00549,-3.0,False,False,0.56551,-0.01521
-6.3,x1 = -6.3,0.9316626503847344,0.06833734961526568,0.35969,0.8519527944504228,0.14804720554957732,0.6791786991753931,0.320821300824607,0.8401458706971519,0.15985412930284826,0.8725861040793303,0.12741389592066976,0.60493,0.90527,0.5503,0.63396,0.62545,0.00416,0.00443,-3.0,False,False,0.56551,-0.01521
