x1,note,p(u=0|z),p(u=1|z),H[p(u|z)],"p(y=0|x,u=0,z)","p(y=1|x,u=0,z)","p(y=0|x,u=1,z)","p(y=1|x,u=1,z)","p(y=0|x,z)","p(y=1|x,z)",p(y=0|x),p(y=1|x),"H[p(y|x,u=0,z)]","H[p(y|x,u=1,z)]",H[p(y|x)],"H[p(y|x,z)]","Va = E[H[p(y|x,u,z)]]",kl_pyx_pyxz,kl_pyxz_pyx,true_x1,within_threshold,z_value_for_min_Va,min_Va,max_Ve
3.0,x1 = 3.0,0.15229754961923875,0.8477024503807613,0.61556,0.9046505351008902,0.09534946489910948,0.9465966715184067,0.05340332848159339,0.9402083777260246,0.05979162227397541,0.9194626522342482,0.08053734776575193,0.45408,0.30068,0.40407,0.32662,0.32404,0.00347,0.00317,-7.4,False,False,0.33701,0.06706
4.1,x1 = 4.1,0.0997629749537605,0.9002370250462393,0.46824,0.8807970685907238,0.11920293140927593,0.9399133483532596,0.06008665164674047,0.93401573241595,0.06598426758404978,0.9194626522342482,0.08053734776575193,0.52707,0.32779,0.40407,0.35076,0.34767,0.00161,0.00152,-7.4,False,False,0.33701,0.06706
6.8,x1 = 6.8,0.03189201696336382,0.9681079830366363,0.20379,0.8670357683915537,0.13296423160844623,0.9525741241296941,0.04742587587030561,0.9498461334374751,0.05015386656252464,0.9194626522342482,0.08053734776575193,0.56551,0.27536,0.40407,0.28705,0.28461,0.00825,0.00713,-7.4,False,False,0.33701,0.06706
1.4,x1 = 1.4,0.4394514894871516,0.5605485105128484,0.9894,0.932453304167687,0.06754669583231303,0.9465966702001758,0.05340332979982422,0.9403813469308366,0.05961865306916341,0.9194626522342482,0.08053734776575193,0.3567,0.30068,0.40407,0.32593,0.3253,0.00354,0.00322,-7.4,False,False,0.33701,0.06706
15.3,x1 = 15.3,0.0653205707434422,0.9346794292565578,0.34821,0.8670357701094302,0.1329642298905696,0.9324533126145178,0.06754668738548218,0.9281802014014521,0.07181979859854788,0.9194626522342482,0.08053734776575193,0.56551,0.3567,0.40407,0.37268,0.37034,0.00055,0.00053,-7.4,False,False,0.33701,0.06706
0.2,x1 = 0.2,0.672556419527503,0.327443580472497,0.91229,0.9525741308615412,0.04742586913845881,0.9399133458285747,0.06008665417142546,0.948428438078754,0.05157156192124601,0.9194626522342482,0.08053734776575193,0.27536,0.32779,0.40407,0.29304,0.29253,0.00738,0.00643,-7.4,False,False,0.33701,0.06706
-14.0,x1 = -14.0,0.9062388485613251,0.09376115143867483,0.4489,0.9525741241296946,0.047425875870305605,0.6513548782017746,0.34864512179822554,0.9243314607960034,0.07566853920399674,0.9194626522342482,0.08053734776575193,0.27536,0.93285,0.40407,0.38673,0.33701,0.00017,0.00016,-7.4,True,True,0.33701,0.06706
-8.2,x1 = -8.2,0.9229257631315944,0.07707423686840577,0.39179,0.9706877724815148,0.029312227518485397,0.5926665999540698,0.4073334000459302,0.9415520790888622,0.058447920911138165,0.9194626522342482,0.08053734776575193,0.19093,0.97508,0.40407,0.32125,0.25137,0.00399,0.00362,-7.4,False,False,0.33701,0.06706
-3.5,x1 = -3.5,0.874496838446766,0.12550316155323415,0.54498,0.9579122690805788,0.04208773091942118,0.8519528000888388,0.14804719991116141,0.9446140207256136,0.055385979274386474,0.9194626522342482,0.08053734776575193,0.25178,0.60493,0.40407,0.30885,0.2961,0.00534,0.00476,-7.4,False,False,0.33701,0.06706
-2.8,x1 = -2.8,0.8379575831652231,0.16204241683477702,0.63917,0.9626731117188292,0.037326888281170874,0.8519528076067262,0.14804719239327382,0.9447317260478225,0.05526827395217754,0.9194626522342482,0.08053734776575193,0.2299,0.60493,0.40407,0.30837,0.29067,0.0054,0.0048,-7.4,False,False,0.33701,0.06706
-9.8,x1 = -9.8,0.9228220168555576,0.07717798314444231,0.39216,0.9626731165378992,0.037326883462100995,0.5926665999540698,0.4073334000459302,0.9341167598376585,0.06588324016234158,0.9194626522342482,0.08053734776575193,0.2299,0.97508,0.40407,0.35037,0.28741,0.00164,0.00154,-7.4,False,False,0.33701,0.06706
2.2,x1 = 2.2,0.6155297272348992,0.3844702727651006,0.96114,0.9399133531922388,0.06008664680776121,0.924141818411816,0.07585818158818372,0.9338496669132852,0.06615033308671452,0.9194626522342482,0.08053734776575193,0.32779,0.38741,0.40407,0.35139,0.35071,0.00157,0.00148,-7.4,False,False,0.33701,0.06706
-9.8,x1 = -9.8,0.9228220168555576,0.07717798314444231,0.39216,0.9626731165378992,0.037326883462100995,0.5926665999540698,0.4073334000459302,0.9341167598376585,0.06588324016234158,0.9194626522342482,0.08053734776575193,0.2299,0.97508,0.40407,0.35037,0.28741,0.00164,0.00154,-7.4,False,False,0.33701,0.06706
-0.1,x1 = -0.1,0.7084683848893518,0.2915316151106483,0.87069,0.9626731109156508,0.03732688908434924,0.9399133483532596,0.06008665164674047,0.9560379205763021,0.04396207942369802,0.9194626522342482,0.08053734776575193,0.2299,0.32779,0.40407,0.26017,0.25844,0.01289,0.01068,-7.4,False,False,0.33701,0.06706
-14.3,x1 = -14.3,0.9067149313604977,0.0932850686395023,0.44734,0.9579122674284875,0.04208773257151254,0.6224593312018546,0.37754066879814546,0.9266195172472634,0.07338048275273658,0.9194626522342482,0.08053734776575193,0.25178,0.95629,0.40407,0.37841,0.3175,0.00037,0.00036,-7.4,False,False,0.33701,0.06706
