x1,note,p(u=0|z),p(u=1|z),H[p(u|z)],"p(y=0|x,u=0,z)","p(y=1|x,u=0,z)","p(y=0|x,u=1,z)","p(y=1|x,u=1,z)","p(y=0|x,z)","p(y=1|x,z)",p(y=0|x),p(y=1|x),"H[p(y|x,u=0,z)]","H[p(y|x,u=1,z)]",H[p(y|x)],"H[p(y|x,z)]","Va = E[H[p(y|x,u,z)]]",kl_pyx_pyxz,kl_pyxz_pyx,true_x1,within_threshold,z_value_for_min_Va,min_Va,max_Ve
-11.0,x1 = -11.0,0.9229624902008116,0.07703750979918841,0.39165,0.09534947196849917,0.9046505280315008,0.1824255304737224,0.8175744695262777,0.10205759467887,0.89794240532113,0.08556174665080421,0.9144382533491957,0.45408,0.68535,0.42148,0.47548,0.4719,0.00156,0.00165,4.4,False,False,0.36625,0.05523
0.9,x1 = 0.9,0.2122505946390679,0.7877494053609321,0.74576,0.132964247069336,0.8670357529306638,0.1066905996264336,0.8933094003735664,0.11226719691952686,0.8877328030804732,0.08556174665080421,0.9144382533491957,0.56551,0.48985,0.42148,0.50672,0.50591,0.00386,0.00419,4.4,False,False,0.36625,0.05523
-13.8,x1 = -13.8,0.9100777742983984,0.08992222570160155,0.43621,0.10669060175672707,0.8933093982432732,0.16451645880021024,0.8354835411997896,0.1118904315251797,0.8881095684748205,0.08556174665080421,0.9144382533491957,0.48985,0.64501,0.42148,0.50559,0.5038,0.00376,0.00407,4.4,False,False,0.36625,0.05523
2.1,x1 = 2.1,0.5883174837021689,0.41168251629783104,0.97738,0.09534946618445304,0.9046505338155468,0.18242552602881168,0.8175744739711883,0.13119715761047912,0.8688028423895207,0.08556174665080421,0.9144382533491957,0.45408,0.68535,0.42148,0.56071,0.54929,0.01024,0.0116,4.4,False,False,0.36625,0.05523
-20.3,x1 = -20.3,0.9092516275665501,0.09074837243344983,0.43896,0.11920291732853863,0.8807970826714613,0.18242552158390102,0.817574478416099,0.12494026576571686,0.875059734234283,0.08556174665080421,0.9144382533491957,0.52707,0.68535,0.42148,0.5434,0.54143,0.00786,0.00878,4.4,False,False,0.36625,0.05523
-4.4,x1 = -4.4,0.9282971922115715,0.0717028077884285,0.37225,0.06754669113962909,0.932453308860371,0.10669059110526005,0.89330940889474,0.0703534186749542,0.9296465813250459,0.08556174665080421,0.9144382533491957,0.3567,0.48985,0.42148,0.36724,0.36625,0.00166,0.00157,4.4,False,False,0.36625,0.05523
-4.4,x1 = -4.4,0.9282971922115715,0.0717028077884285,0.37225,0.06754669113962909,0.932453308860371,0.10669059110526005,0.89330940889474,0.0703534186749542,0.9296465813250459,0.08556174665080421,0.9144382533491957,0.3567,0.48985,0.42148,0.36724,0.36625,0.00166,0.00157,4.4,False,False,0.36625,0.05523
8.8,x1 = 8.8,0.03195600688958995,0.9680439931104102,0.20411,0.26894142136999516,0.731058578630005,0.09534945975773547,0.9046505402422647,0.10089676567899429,0.899103234321006,0.08556174665080421,0.9144382533491957,0.83994,0.45408,0.42148,0.47183,0.46641,0.00136,0.00143,4.4,False,False,0.36625,0.05523
11.6,x1 = 11.6,0.04665822803102497,0.953341771968975,0.27203,0.22270014914315833,0.7772998508568417,0.13296422817269307,0.8670357718273067,0.13715114723590707,0.8628488527640927,0.08556174665080421,0.9144382533491957,0.76507,0.56551,0.42148,0.57673,0.57482,0.01273,0.01461,4.4,False,False,0.36625,0.05523
14.3,x1 = 14.3,0.05554112384046615,0.9444588761595337,0.30948,0.22270012850745963,0.7772998714925404,0.10669058684467356,0.8933094131553265,0.11313388716484206,0.8868661128351579,0.08556174665080421,0.9144382533491957,0.76507,0.48985,0.42148,0.5093,0.50514,0.0041,0.00445,4.4,False,False,0.36625,0.05523
-4.2,x1 = -4.2,0.9289034566840698,0.07109654331593018,0.37,0.07585818628900445,0.9241418137109955,0.10669058471438034,0.8933094152856198,0.0780502632391882,0.9219497367608117,0.08556174665080421,0.9144382533491957,0.38741,0.48985,0.42148,0.39527,0.39469,0.00038,0.00037,4.4,False,False,0.36625,0.05523
1.0,x1 = 1.0,0.37723623680539564,0.6227637631946044,0.95607,0.10669060317692272,0.8933093968230773,0.08509904326677628,0.9149009567332238,0.09324416207403817,0.9067558379259618,0.08556174665080421,0.9144382533491957,0.48985,0.4199,0.42148,0.44721,0.44629,0.00036,0.00037,4.4,False,False,0.36625,0.05523
2.4,x1 = 2.4,0.5235446734209536,0.47645532657904655,0.9984,0.13296424019782926,0.8670357598021707,0.13296424878721275,0.8670357512127873,0.1329642442902868,0.8670357557097133,0.08556174665080421,0.9144382533491957,0.56551,0.56551,0.42148,0.56551,0.56551,0.01096,0.01246,4.4,False,False,0.36625,0.05523
11.3,x1 = 11.3,0.04873547718067971,0.9512645228193206,0.281,0.22270013882530887,0.7772998611746911,0.11920292045759122,0.8807970795424087,0.12424690678161499,0.8757530932183852,0.08556174665080421,0.9144382533491957,0.76507,0.52707,0.42148,0.54145,0.53867,0.00761,0.00849,4.4,False,False,0.36625,0.05523
2.8,x1 = 2.8,0.3401350849802397,0.6598649150197604,0.92495,0.16451645880021024,0.8354835411997896,0.1329642298905696,0.8670357701094302,0.1436962499520662,0.8563037500479338,0.08556174665080421,0.9144382533491957,0.64501,0.56551,0.42148,0.59384,0.59255,0.0157,0.01826,4.4,False,False,0.36625,0.05523
