x1,note,p(u=0|z),p(u=1|z),H[p(u|z)],"p(y=0|x,u=0,z)","p(y=1|x,u=0,z)","p(y=0|x,u=1,z)","p(y=1|x,u=1,z)","p(y=0|x,z)","p(y=1|x,z)",p(y=0|x),p(y=1|x),"H[p(y|x,u=0,z)]","H[p(y|x,u=1,z)]",H[p(y|x)],"H[p(y|x,z)]","Va = E[H[p(y|x,u,z)]]",kl_pyx_pyxz,kl_pyxz_pyx,true_x1,within_threshold,z_value_for_min_Va,min_Va,max_Ve
-4.7,x1 = -4.7,0.9352115103772551,0.06478848962274478,0.34617,0.962673108907705,0.03732689109229525,0.7057850340255386,0.29421496597446145,0.9460297185339948,0.053970281466005354,0.932404445786883,0.06759555421311687,0.2299,0.8741,0.35689,0.30303,0.27164,0.00169,0.00158,-6.6,False,False,0.30434,0.05255
5.5,x1 = 5.5,0.04137807238061533,0.9586219276193846,0.24858,0.8670357598021707,0.13296424019782926,0.9465966747198242,0.05340332528017579,0.9433045974236935,0.056695402576306425,0.932404445786883,0.06759555421311687,0.56551,0.30068,0.35689,0.31418,0.31164,0.00105,0.00099,-6.6,False,False,0.30434,0.05255
1.6,x1 = 1.6,0.4136213855527172,0.5863786144472827,0.97836,0.9324533051062238,0.06754669489377621,0.9399133563480946,0.06008664365190537,0.9368277196171376,0.06317228038286225,0.932404445786883,0.06759555421311687,0.3567,0.32779,0.35689,0.33991,0.33975,0.00016,0.00016,-6.6,True,False,0.30434,0.05255
5.8,x1 = 5.8,0.04692168686834923,0.9530783131316507,0.27317,0.8670357615200472,0.13296423847995256,0.9465966735899121,0.05340332641008787,0.9428635413868095,0.057136458613190326,0.932404445786883,0.06759555421311687,0.56551,0.30068,0.35689,0.31597,0.31311,0.00096,0.00091,-6.6,False,False,0.30434,0.05255
-7.2,x1 = -7.2,0.9160128380503952,0.08398716194960479,0.41607,0.9706877687186648,0.029312231281335192,0.5926665999540698,0.4073334000459302,0.9389388435972539,0.06106115640274612,0.932404445786883,0.06759555421311687,0.19093,0.97508,0.35689,0.33164,0.25679,0.00036,0.00035,-6.6,False,False,0.30434,0.05255
2.5,x1 = 2.5,0.4507692947249442,0.5492307052750558,0.993,0.9324533046369552,0.06754669536304463,0.9324533130837864,0.06754668691621381,0.9324533092762142,0.06754669072378577,0.932404445786883,0.06759555421311687,0.3567,0.3567,0.35689,0.3567,0.3567,0.0,0.0,-6.6,True,False,0.30434,0.05255
-9.8,x1 = -9.8,0.9228220168555576,0.07717798314444231,0.39216,0.9579122698315297,0.04208773016847057,0.6513548578981939,0.3486451421018061,0.9342527870605347,0.0657472129394654,0.932404445786883,0.06759555421311687,0.25178,0.93285,0.35689,0.34985,0.30434,3e-05,3e-05,-6.6,True,True,0.30434,0.05255
1.9,x1 = 1.9,0.36832402449597335,0.6316759755040268,0.94938,0.9324533116759811,0.06754668832401889,0.9465966718950438,0.05340332810495603,0.9413873325392624,0.05861266746073752,0.932404445786883,0.06759555421311687,0.3567,0.30068,0.35689,0.32191,0.32131,0.0007,0.00067,-6.6,False,False,0.30434,0.05255
1.0,x1 = 1.0,0.37723623680539564,0.6227637631946044,0.95607,0.9324533051062238,0.06754669489377622,0.9525741273273217,0.047425872672678275,0.9449838240712043,0.05501617592879565,0.932404445786883,0.06759555421311687,0.3567,0.27536,0.35689,0.30733,0.30604,0.00142,0.00134,-6.6,False,False,0.30434,0.05255
-1.9,x1 = -1.9,0.7887088595076517,0.21129114049234837,0.74394,0.9626731158685835,0.037326884131416216,0.9046505389569213,0.09534946104307895,0.9504134594186134,0.04958654058138644,0.932404445786883,0.06759555421311687,0.2299,0.45408,0.35689,0.28464,0.27727,0.00311,0.00282,-6.6,False,False,0.30434,0.05255
-10.0,x1 = -10.0,0.9200781040139626,0.07992189598603744,0.4019,0.9626731121204182,0.0373268878795817,0.6791787056691697,0.3208212943308303,0.9400157016553982,0.05998429834460182,0.932404445786883,0.06759555421311687,0.2299,0.90527,0.35689,0.32738,0.28388,0.00049,0.00048,-6.6,False,False,0.30434,0.05255
-10.1,x1 = -10.1,0.9188032096206312,0.0811967903793687,0.40638,0.9626731085061155,0.037326891493884455,0.6513548578981939,0.3486451421018061,0.9373950657702323,0.06260493422976764,0.932404445786883,0.06759555421311687,0.2299,0.93285,0.35689,0.3377,0.28698,0.00021,0.0002,-6.6,False,False,0.30434,0.05255
-18.1,x1 = -18.1,0.9055465000686415,0.09445349993135861,0.45116,0.9525741317030219,0.04742586829697803,0.6513548578981939,0.3486451421018061,0.9241229170453736,0.07587708295462625,0.932404445786883,0.06759555421311687,0.27536,0.93285,0.35689,0.38748,0.33746,0.00051,0.00052,-6.6,False,False,0.30434,0.05255
-9.4,x1 = -9.4,0.9263594176847845,0.07364058231521567,0.37937,0.9626731162701729,0.03732688372982708,0.6224593312018546,0.37754066879814546,0.9376195750260785,0.06238042497392168,0.932404445786883,0.06759555421311687,0.2299,0.95629,0.35689,0.33682,0.28339,0.00023,0.00022,-6.6,False,False,0.30434,0.05255
-16.7,x1 = -16.7,0.906907184666945,0.09309281533305505,0.44671,0.9525741317030219,0.04742586829697803,0.6224593312018546,0.37754066879814546,0.9218428155412585,0.07815718445874152,0.932404445786883,0.06759555421311687,0.27536,0.95629,0.35689,0.39565,0.33875,0.00081,0.00085,-6.6,False,False,0.30434,0.05255
