x1,note,p(u=0|z),p(u=1|z),H[p(u|z)],"p(y=0|x,u=0,z)","p(y=1|x,u=0,z)","p(y=0|x,u=1,z)","p(y=1|x,u=1,z)","p(y=0|x,z)","p(y=1|x,z)",p(y=0|x),p(y=1|x),"H[p(y|x,u=0,z)]","H[p(y|x,u=1,z)]",H[p(y|x)],"H[p(y|x,z)]","Va = E[H[p(y|x,u,z)]]",kl_pyx_pyxz,kl_pyxz_pyx,true_x1,within_threshold,z_value_for_min_Va,min_Va,max_Ve
7.7,x1 = 7.7,0.02687136467087443,0.9731286353291255,0.17845,0.835483537103437,0.16451646289656316,0.9399133456181838,0.06008665438181589,0.9371071741510745,0.06289282584892525,0.9169024315366252,0.08309756846337477,0.64501,0.32779,0.413,0.33882,0.33631,0.00316,0.0029,-4.0,False,False,0.39787,0.01513
14.9,x1 = 14.9,0.05747805471271624,0.9425219452872838,0.31735,0.8519527982093666,0.14804720179063335,0.9046505280315011,0.09534947196849917,0.9016215650335486,0.09837843496645174,0.9169024315366252,0.08309756846337477,0.60493,0.45408,0.413,0.46383,0.46275,0.00138,0.00145,-4.0,False,False,0.39787,0.01513
13.2,x1 = 13.2,0.05777538891822507,0.9422246110817749,0.31855,0.8519527982093666,0.14804720179063333,0.9046505389569213,0.09534946104307895,0.9016059064901195,0.0983940935098807,0.9169024315366252,0.08309756846337477,0.60493,0.45408,0.413,0.46388,0.4628,0.00138,0.00146,-4.0,False,False,0.39787,0.01513
14.8,x1 = 14.8,0.056495570348500425,0.9435044296514995,0.31337,0.8519528057272543,0.14804719427274568,0.9149009561531425,0.08509904384685761,0.9113446644924487,0.08865533550755135,0.9169024315366252,0.08309756846337477,0.60493,0.4199,0.413,0.43197,0.43035,0.00019,0.0002,-4.0,True,False,0.39787,0.01513
-20.1,x1 = -20.1,0.9070011406863927,0.09299885931360738,0.4464,0.9241418241572636,0.07585817584273656,0.731058584489497,0.2689414155105029,0.9061853031155855,0.09381469688441471,0.9169024315366252,0.08309756846337477,0.38741,0.83994,0.413,0.44908,0.42949,0.0007,0.00073,-4.0,False,False,0.39787,0.01513
-0.8,x1 = -0.8,0.7198442189845644,0.2801557810154356,0.85566,0.9626731141283642,0.03732688587163586,0.9399133529818486,0.0600866470181516,0.9562968354686374,0.04370316453136274,0.9169024315366252,0.08309756846337477,0.2299,0.32779,0.413,0.25902,0.25732,0.01483,0.01215,-4.0,False,False,0.39787,0.01513
-12.9,x1 = -12.9,0.9115492134009268,0.08845078659907318,0.43128,0.9241418262465169,0.07585817375348311,0.7057850340255386,0.29421496597446145,0.9048279962153208,0.09517200378467902,0.9169024315366252,0.08309756846337477,0.38741,0.8741,0.413,0.4535,0.43046,0.00088,0.00092,-4.0,False,False,0.39787,0.01513
-0.9,x1 = -0.9,0.7157092092080242,0.28429079079197583,0.86123,0.9626731160024468,0.03732688399755318,0.9399133502467732,0.06008664975322682,0.9562027241975262,0.043797275802473765,0.9169024315366252,0.08309756846337477,0.2299,0.32779,0.413,0.25944,0.25773,0.01474,0.01208,-4.0,False,False,0.39787,0.01513
-0.8,x1 = -0.8,0.7198442189845644,0.2801557810154356,0.85566,0.9626731141283642,0.03732688587163586,0.9399133529818486,0.0600866470181516,0.9562968354686374,0.04370316453136274,0.9169024315366252,0.08309756846337477,0.2299,0.32779,0.413,0.25902,0.25732,0.01483,0.01215,-4.0,False,False,0.39787,0.01513
-10.6,x1 = -10.6,0.9204283843686463,0.07957161563135365,0.40067,0.932453310268176,0.06754668973182397,0.7057850402140657,0.2942149597859341,0.9144169498076065,0.08558305019239348,0.9169024315366252,0.08309756846337477,0.3567,0.8741,0.413,0.42155,0.39787,4e-05,4e-05,-4.0,True,True,0.39787,0.01513
-2.3,x1 = -2.3,0.8102654820630125,0.18973451793698753,0.70092,0.9525741246345831,0.04742587536541707,0.8175744828610096,0.1824255171389905,0.9269600326810081,0.07303996731899204,0.9169024315366252,0.08309756846337477,0.27536,0.68535,0.413,0.37717,0.35315,0.00072,0.00069,-4.0,False,False,0.39787,0.01513
7.5,x1 = 7.5,0.0284557019446054,0.9715442980553947,0.18659,0.8175744850834648,0.18242551491653522,0.9324533022906133,0.0675466977093867,0.929184344908418,0.07081565509158214,0.9169024315366252,0.08309756846337477,0.68535,0.3567,0.413,0.36896,0.36605,0.00109,0.00104,-4.0,False,False,0.39787,0.01513
-0.9,x1 = -0.9,0.7157092092080242,0.28429079079197583,0.86123,0.9626731160024468,0.03732688399755318,0.9399133502467732,0.06008664975322682,0.9562027241975262,0.043797275802473765,0.9169024315366252,0.08309756846337477,0.2299,0.32779,0.413,0.25944,0.25773,0.01474,0.01208,-4.0,False,False,0.39787,0.01513
4.1,x1 = 4.1,0.0997629749537605,0.9002370250462393,0.46824,0.8807970670261975,0.11920293297380238,0.9399133550857522,0.060086644914247686,0.9340157383207074,0.06598426167929232,0.9169024315366252,0.08309756846337477,0.52707,0.32779,0.413,0.35076,0.34767,0.00221,0.00206,-4.0,False,False,0.39787,0.01513
-0.9,x1 = -0.9,0.7157092092080242,0.28429079079197583,0.86123,0.9626731160024468,0.03732688399755318,0.9399133502467732,0.06008664975322682,0.9562027241975262,0.043797275802473765,0.9169024315366252,0.08309756846337477,0.2299,0.32779,0.413,0.25944,0.25773,0.01474,0.01208,-4.0,False,False,0.39787,0.01513
