x1,note,p(u=0|z),p(u=1|z),H[p(u|z)],"p(y=0|x,u=0,z)","p(y=1|x,u=0,z)","p(y=0|x,u=1,z)","p(y=1|x,u=1,z)","p(y=0|x,z)","p(y=1|x,z)",p(y=0|x),p(y=1|x),"H[p(y|x,u=0,z)]","H[p(y|x,u=1,z)]",H[p(y|x)],"H[p(y|x,z)]","Va = E[H[p(y|x,u,z)]]",kl_pyx_pyxz,kl_pyxz_pyx,true_x1,within_threshold,z_value_for_min_Va,min_Va,max_Ve
-2.3,x1 = -2.3,0.8102654820630125,0.18973451793698753,0.70092,0.11920292828022303,0.8807970717197768,0.16451645675203386,0.8354835432479659,0.12780046876084603,0.8721995312391538,0.15229754961923875,0.8477024503807613,0.52707,0.64501,0.61556,0.55137,0.54945,0.00256,0.00244,3.0,False,False,0.60941,0.00615
14.7,x1 = 14.7,0.054731188136536345,0.9452688118634637,0.30616,0.2450850131323717,0.7549149868676281,0.16451645675203386,0.8354835432479659,0.16892606956917527,0.8310739304308246,0.15229754961923875,0.8477024503807613,0.80339,0.64501,0.61556,0.65524,0.65368,0.00101,0.00104,3.0,False,False,0.60941,0.00615
-5.1,x1 = -5.1,0.9595634742003558,0.04043652579964441,0.24429,0.1066905939456512,0.8933094060543489,0.22270013366638425,0.7772998663336158,0.11138161669157351,0.8886183833084269,0.15229754961923875,0.8477024503807613,0.48985,0.76507,0.61556,0.50407,0.50098,0.00769,0.00704,3.0,False,False,0.60941,0.00615
0.6,x1 = 0.6,0.4477671526280626,0.5522328473719373,0.99211,0.1329642298905696,0.8670357701094302,0.1645164608483867,0.8354835391516133,0.15038840823334193,0.849611591766658,0.15229754961923875,0.8477024503807613,0.56551,0.64501,0.61556,0.61081,0.60941,1e-05,1e-05,3.0,True,True,0.60941,0.00615
7.9,x1 = 7.9,0.02958441576071936,0.9704155842392808,0.1923,0.2689414155105029,0.7310585844894969,0.14804720179063333,0.8519527982093666,0.15162378647238722,0.8483762135276128,0.15229754961923875,0.8477024503807613,0.83994,0.60493,0.61556,0.61389,0.61188,0.0,0.0,3.0,True,False,0.60941,0.00615
-6.6,x1 = -6.6,0.932404445786883,0.06759555421311687,0.35689,0.1192029110704336,0.8807970889295664,0.20181322706107546,0.7981867729389246,0.12478700116354173,0.8752129988364581,0.15229754961923875,0.8477024503807613,0.52707,0.72554,0.61556,0.54297,0.54049,0.00327,0.00309,3.0,False,False,0.60941,0.00615
-6.5,x1 = -6.5,0.9261418314538336,0.07385816854616647,0.38016,0.11920291732853863,0.8807970826714613,0.18242552825126704,0.817574471748733,0.12387242358199821,0.8761275764180018,0.15229754961923875,0.8477024503807613,0.52707,0.68535,0.61556,0.54039,0.53876,0.0035,0.00331,3.0,False,False,0.60941,0.00615
-6.5,x1 = -6.5,0.9261418314538336,0.07385816854616647,0.38016,0.11920291732853863,0.8807970826714613,0.18242552825126704,0.817574471748733,0.12387242358199821,0.8761275764180018,0.15229754961923875,0.8477024503807613,0.52707,0.68535,0.61556,0.54039,0.53876,0.0035,0.00331,3.0,False,False,0.60941,0.00615
-6.5,x1 = -6.5,0.9261418314538336,0.07385816854616647,0.38016,0.11920291732853863,0.8807970826714613,0.18242552825126704,0.817574471748733,0.12387242358199821,0.8761275764180018,0.15229754961923875,0.8477024503807613,0.52707,0.68535,0.61556,0.54039,0.53876,0.0035,0.00331,3.0,False,False,0.60941,0.00615
-7.3,x1 = -7.3,0.9205429320159219,0.07945706798407799,0.40026,0.13296425222296634,0.8670357477770338,0.18242553269617784,0.8175744673038221,0.13689430054810584,0.8631056994518942,0.15229754961923875,0.8477024503807613,0.56551,0.68535,0.61556,0.57605,0.57503,0.00097,0.00095,3.0,False,False,0.60941,0.00615
-5.8,x1 = -5.8,0.940822898820284,0.059177101179716106,0.32417,0.11920291732853863,0.8807970826714613,0.18242552825126704,0.817574471748733,0.12294424817195877,0.8770557518280413,0.15229754961923875,0.8477024503807613,0.52707,0.68535,0.61556,0.53777,0.53644,0.00375,0.00353,3.0,False,False,0.60941,0.00615
-5.7,x1 = -5.7,0.9446324627930334,0.05536753720696662,0.30877,0.13296423847995256,0.8670357615200472,0.18242552825126704,0.8175744717487328,0.13570278828167037,0.8642972117183294,0.15229754961923875,0.8477024503807613,0.56551,0.68535,0.61556,0.57287,0.57215,0.00114,0.0011,3.0,False,False,0.60941,0.00615
-5.8,x1 = -5.8,0.940822898820284,0.059177101179716106,0.32417,0.11920291732853863,0.8807970826714613,0.18242552825126704,0.817574471748733,0.12294424817195877,0.8770557518280413,0.15229754961923875,0.8477024503807613,0.52707,0.68535,0.61556,0.53777,0.53644,0.00375,0.00353,3.0,False,False,0.60941,0.00615
6.1,x1 = 6.1,0.036132225371467576,0.9638677746285325,0.22427,0.2942149597859341,0.7057850402140657,0.13296424363358259,0.8670357563664173,0.1387905908509099,0.8612094091490899,0.15229754961923875,0.8477024503807613,0.8741,0.56551,0.61556,0.58106,0.57666,0.00074,0.00072,3.0,False,False,0.60941,0.00615
-6.7,x1 = -6.7,0.9292617849302192,0.07073821506978088,0.36867,0.11920291576401235,0.8807970842359876,0.18242552825126704,0.817574471748733,0.12367517052340918,0.8763248294765907,0.15229754961923875,0.8477024503807613,0.52707,0.68535,0.61556,0.53983,0.53827,0.00356,0.00335,3.0,False,False,0.60941,0.00615
